L30082          ;14-9-2021;17:48:43;116829.164;559552.301;0.843
L30083          ;14-9-2021;17:48:44;116828.365;559553.256;0.887
L30084          ;14-9-2021;17:48:45;116827.618;559554.241;0.781
L30085          ;14-9-2021;17:48:46;116826.81;559555.195;0.891
L30086          ;14-9-2021;17:48:47;116826.033;559556.19;1.042
L30087          ;14-9-2021;17:48:48;116825.295;559557.076;1.125
L30088          ;14-9-2021;17:48:49;116824.535;559557.927;1.046
L30089          ;14-9-2021;17:48:50;116823.707;559558.876;0.952
L30090          ;14-9-2021;17:48:51;116822.914;559559.762;1.008
L30091          ;14-9-2021;17:48:52;116822.181;559560.621;1.139
L30092          ;14-9-2021;17:48:53;116821.48;559561.523;1.213
L30093          ;14-9-2021;17:48:54;116820.731;559562.338;1.236
L30094          ;14-9-2021;17:48:55;116820.016;559563.185;1.272
L30095          ;14-9-2021;17:48:56;116819.239;559564.064;1.34
L30096          ;14-9-2021;17:48:57;116818.438;559564.927;1.394
L30097          ;14-9-2021;17:48:58;116817.712;559565.789;1.492
L30098          ;14-9-2021;17:48:59;116816.967;559566.66;1.635
L30099          ;14-9-2021;0.742361111;116816.193;559567.531;1.77
L30100          ;14-9-2021;17:49:01;116815.566;559568.467;1.783
L30101          ;14-9-2021;17:49:02;116814.894;559569.38;1.745
L30102          ;14-9-2021;17:49:03;116814.117;559570.262;1.705
L30103          ;14-9-2021;17:49:04;116813.29;559571.225;1.699
L30104          ;14-9-2021;17:49:05;116812.468;559572.252;1.712
L30105          ;14-9-2021;17:49:06;116811.666;559573.213;1.679
L30106          ;14-9-2021;17:49:07;116810.831;559574.221;1.682
L30107          ;14-9-2021;17:49:08;116809.972;559575.137;1.691
L30108          ;14-9-2021;17:49:09;116809.278;559576.093;1.738
L30109          ;14-9-2021;17:49:10;116808.435;559577.043;1.747
L30110          ;14-9-2021;17:49:11;116807.576;559577.95;1.805
L30111          ;14-9-2021;17:49:12;116806.82;559578.905;1.851
L30112          ;14-9-2021;17:49:13;116805.986;559579.871;1.897
L30113          ;14-9-2021;17:49:14;116805.126;559580.866;1.943
L30114          ;14-9-2021;17:49:15;116804.326;559581.737;1.983
L30115          ;14-9-2021;17:49:16;116803.564;559582.74;1.997
L30116          ;14-9-2021;17:49:17;116802.793;559583.624;2.029
L30117          ;14-9-2021;17:49:18;116802.14;559584.53;2.046
L30118          ;14-9-2021;17:49:19;116801.478;559585.346;2.083
L30119          ;14-9-2021;17:49:20;116800.791;559586.15;2.112
L30120          ;14-9-2021;17:49:21;116800.296;559586.48;2.127
L20000          ;14-9-2021;18:00:22;117249.067;559768.001;-1.467
L20001          ;14-9-2021;18:00:23;117249.064;559768.026;-1.467
L20002          ;14-9-2021;18:00:24;117248.947;559768.182;-1.462
L20003          ;14-9-2021;18:00:25;117248.626;559768.556;-1.473
L20004          ;14-9-2021;18:00:26;117248.363;559769.026;-1.464
L20005          ;14-9-2021;18:00:27;117247.988;559769.439;-1.469
L20006          ;14-9-2021;18:00:28;117247.608;559769.9;-1.463
L20007          ;14-9-2021;18:00:29;117247.216;559770.312;-1.48
L20008          ;14-9-2021;18:00:30;117246.882;559770.775;-1.467
L20009          ;14-9-2021;18:00:31;117246.553;559771.229;-1.468
L20010          ;14-9-2021;18:00:32;117246.226;559771.653;-1.467
L20011          ;14-9-2021;18:00:33;117245.817;559772.03;-1.464
L20012          ;14-9-2021;18:00:34;117245.481;559772.433;-1.468
L20013          ;14-9-2021;18:00:35;117245.027;559772.874;-1.466
L20014          ;14-9-2021;18:00:36;117244.674;559773.362;-1.463
L20015          ;14-9-2021;18:00:37;117244.294;559773.807;-1.464
L20016          ;14-9-2021;18:00:38;117243.949;559774.248;-1.47
L20017          ;14-9-2021;18:00:39;117243.55;559774.672;-1.479
L20018          ;14-9-2021;18:00:40;117243.248;559775.125;-1.483
L20019          ;14-9-2021;18:00:41;117242.92;559775.517;-1.478
L20020          ;14-9-2021;18:00:42;117242.592;559775.988;-1.473
L20021          ;14-9-2021;18:00:43;117242.275;559776.398;-1.479
L20022          ;14-9-2021;18:00:44;117241.921;559776.829;-1.476
L20023          ;14-9-2021;18:00:45;117241.612;559777.241;-1.465
L20024          ;14-9-2021;18:00:46;117241.23;559777.612;-1.466
L20025          ;14-9-2021;18:00:47;117240.856;559778.053;-1.47
L20026          ;14-9-2021;18:00:48;117240.526;559778.447;-1.471
L20027          ;14-9-2021;18:00:49;117240.152;559778.824;-1.464
L20028          ;14-9-2021;18:00:50;117239.79;559779.292;-1.467
L20029          ;14-9-2021;18:00:51;117239.405;559779.691;-1.463
L20030          ;14-9-2021;18:00:52;117239.075;559780.203;-1.443
L20031          ;14-9-2021;18:00:53;117238.764;559780.571;-1.443
L20032          ;14-9-2021;18:00:54;117238.545;559781.083;-1.438
L20033          ;14-9-2021;18:00:55;117238.186;559781.519;-1.443
L20034          ;14-9-2021;18:00:56;117237.809;559781.95;-1.438
L20035          ;14-9-2021;18:00:57;117237.417;559782.388;-1.437
L20036          ;14-9-2021;18:00:58;117237.076;559782.853;-1.426
L20037          ;14-9-2021;18:00:59;117236.794;559783.302;-1.427
L20038          ;14-9-2021;0.750694444;117236.483;559783.717;-1.427
L20039          ;14-9-2021;18:01:01;117236.139;559784.127;-1.431
L20040          ;14-9-2021;18:01:02;117235.791;559784.526;-1.421
L20041          ;14-9-2021;18:01:03;117235.434;559784.944;-1.428
L20042          ;14-9-2021;18:01:04;117235.061;559785.383;-1.429
L20043          ;14-9-2021;18:01:05;117234.697;559785.775;-1.431
L20044          ;14-9-2021;18:01:06;117234.274;559786.145;-1.426
L20045          ;14-9-2021;18:01:07;117233.844;559786.52;-1.436
L20046          ;14-9-2021;18:01:08;117233.414;559786.917;-1.431
L20047          ;14-9-2021;18:01:09;117232.981;559787.321;-1.431
L20048          ;14-9-2021;18:01:10;117232.64;559787.817;-1.423
L20049          ;14-9-2021;18:01:11;117232.222;559788.194;-1.423
L20050          ;14-9-2021;18:01:12;117231.813;559788.639;-1.429
L20051          ;14-9-2021;18:01:13;117231.378;559789.023;-1.432
L20052          ;14-9-2021;18:01:14;117230.918;559789.449;-1.447
L20053          ;14-9-2021;18:01:15;117230.481;559789.823;-1.449
L20054          ;14-9-2021;18:01:16;117230.055;559790.216;-1.471
L20055          ;14-9-2021;18:01:17;117229.594;559790.645;-1.457
L20056          ;14-9-2021;18:01:18;117229.158;559791.021;-1.463
L20057          ;14-9-2021;18:01:19;117228.814;559791.472;-1.469
L20058          ;14-9-2021;18:01:20;117228.432;559791.88;-1.465
L20059          ;14-9-2021;18:01:21;117228.031;559792.312;-1.466
L20060          ;14-9-2021;18:01:22;117227.639;559792.751;-1.467
L20061          ;14-9-2021;18:01:23;117227.223;559793.135;-1.469
L20062          ;14-9-2021;18:01:24;117226.853;559793.538;-1.462
L20063          ;14-9-2021;18:01:25;117226.502;559793.974;-1.455
L20064          ;14-9-2021;18:01:26;117226.084;559794.356;-1.458
L20065          ;14-9-2021;18:01:27;117225.683;559794.773;-1.452
L20066          ;14-9-2021;18:01:28;117225.349;559795.198;-1.444
L20067          ;14-9-2021;18:01:29;117224.957;559795.575;-1.455
L20068          ;14-9-2021;18:01:30;117224.593;559795.937;-1.443
L20069          ;14-9-2021;18:01:31;117224.162;559796.263;-1.443
L20070          ;14-9-2021;18:01:32;117223.791;559796.711;-1.417
L20071          ;14-9-2021;18:01:33;117223.428;559797.123;-1.412
L20072          ;14-9-2021;18:01:34;117223.014;559797.558;-1.417
L20073          ;14-9-2021;18:01:35;117222.626;559798.005;-1.4
L20074          ;14-9-2021;18:01:36;117222.271;559798.404;-1.393
L20075          ;14-9-2021;18:01:37;117221.888;559798.853;-1.389
L20076          ;14-9-2021;18:01:38;117221.49;559799.286;-1.386
L20077          ;14-9-2021;18:01:39;117221.113;559799.67;-1.393
L20078          ;14-9-2021;18:01:40;117220.726;559800.121;-1.389
L20079          ;14-9-2021;18:01:41;117220.319;559800.56;-1.395
L20080          ;14-9-2021;18:01:42;117219.876;559800.991;-1.399
L20081          ;14-9-2021;18:01:43;117219.57;559801.495;-1.381
L20082          ;14-9-2021;18:01:44;117219.184;559801.922;-1.377
L20083          ;14-9-2021;18:01:45;117218.808;559802.387;-1.353
L20084          ;14-9-2021;18:01:46;117218.331;559802.701;-1.345
L20085          ;14-9-2021;18:01:47;117217.869;559803.109;-1.349
L20086          ;14-9-2021;18:01:48;117217.536;559803.579;-1.345
L20087          ;14-9-2021;18:01:49;117217.218;559804.031;-1.33
L20088          ;14-9-2021;18:01:50;117216.845;559804.377;-1.339
L20089          ;14-9-2021;18:01:51;117216.44;559804.83;-1.344
L20090          ;14-9-2021;18:01:52;117215.993;559805.234;-1.35
L20091          ;14-9-2021;18:01:53;117215.602;559805.707;-1.372
L20092          ;14-9-2021;18:01:54;117215.133;559806.183;-1.369
L20093          ;14-9-2021;18:01:55;117214.708;559806.612;-1.357
L20094          ;14-9-2021;18:01:56;117214.312;559807.029;-1.354
L20095          ;14-9-2021;18:01:57;117213.891;559807.398;-1.348
L20096          ;14-9-2021;18:01:58;117213.514;559807.794;-1.341
L20097          ;14-9-2021;18:01:59;117213.083;559808.141;-1.334
L20098          ;14-9-2021;0.751388889;117212.717;559808.594;-1.328
L20099          ;14-9-2021;18:02:01;117212.261;559808.974;-1.325
L20100          ;14-9-2021;18:02:02;117211.868;559809.342;-1.312
L20101          ;14-9-2021;18:02:03;117211.389;559809.677;-1.315
L20102          ;14-9-2021;18:02:04;117210.915;559810.034;-1.305
L20103          ;14-9-2021;18:02:05;117210.518;559810.493;-1.295
L20104          ;14-9-2021;18:02:06;117210.078;559810.883;-1.287
L20105          ;14-9-2021;18:02:07;117209.648;559811.336;-1.272
L20106          ;14-9-2021;18:02:08;117209.186;559811.749;-1.268
L20107          ;14-9-2021;18:02:09;117208.725;559812.129;-1.258
L20108          ;14-9-2021;18:02:10;117208.325;559812.617;-1.242
L20109          ;14-9-2021;18:02:11;117207.899;559813.05;-1.238
L20110          ;14-9-2021;18:02:12;117207.472;559813.517;-1.222
L20111          ;14-9-2021;18:02:13;117207.021;559813.988;-1.213
L20112          ;14-9-2021;18:02:14;117206.522;559814.39;-1.198
L20113          ;14-9-2021;18:02:15;117206.123;559814.858;-1.189
L20114          ;14-9-2021;18:02:16;117205.695;559815.337;-1.176
L20115          ;14-9-2021;18:02:17;117205.271;559815.875;-1.169
L20116          ;14-9-2021;18:02:18;117204.803;559816.311;-1.165
L20117          ;14-9-2021;18:02:19;117204.37;559816.813;-1.142
L20118          ;14-9-2021;18:02:20;117203.936;559817.318;-1.139
L20119          ;14-9-2021;18:02:21;117203.505;559817.755;-1.13
L20120          ;14-9-2021;18:02:22;117203.044;559818.267;-1.07
L20121          ;14-9-2021;18:02:23;117202.547;559818.694;-0.965
L20122          ;14-9-2021;18:02:24;117202.089;559819.159;-0.879
L20123          ;14-9-2021;18:02:25;117201.749;559819.591;-0.808
L20124          ;14-9-2021;18:02:26;117201.307;559820.083;-0.734
L20125          ;14-9-2021;18:02:27;117200.824;559820.49;-0.667
L20126          ;14-9-2021;18:02:28;117200.348;559820.891;-0.586
L20127          ;14-9-2021;18:02:29;117199.794;559821.41;-0.515
L20128          ;14-9-2021;18:02:30;117199.224;559821.878;-0.449
L20129          ;14-9-2021;18:02:31;117198.533;559822.557;-0.354
L20130          ;14-9-2021;18:02:32;117197.861;559823.215;-0.261
L20131          ;14-9-2021;18:02:33;117197.168;559823.876;-0.15
L20132          ;14-9-2021;18:02:34;117196.457;559824.603;-0.006
L20133          ;14-9-2021;18:02:35;117195.745;559825.231;0.131
L20134          ;14-9-2021;18:02:36;117194.977;559825.907;0.263
L20135          ;14-9-2021;18:02:37;117194.137;559826.651;0.396
L20136          ;14-9-2021;18:02:38;117193.297;559827.415;0.551
L20137          ;14-9-2021;18:02:39;117192.421;559828.204;0.672
L20138          ;14-9-2021;18:02:40;117191.519;559828.924;0.771
L20139          ;14-9-2021;18:02:41;117190.666;559829.641;0.911
L20140          ;14-9-2021;18:02:42;117189.795;559830.358;0.983
L20141          ;14-9-2021;18:02:43;117188.914;559831.136;0.941
L20142          ;14-9-2021;18:02:44;117187.99;559831.952;0.966
L20143          ;14-9-2021;18:02:45;117187.108;559832.765;1.003
L20144          ;14-9-2021;18:02:46;117186.195;559833.545;1.012
L20145          ;14-9-2021;18:02:47;117185.327;559834.287;0.951
L20146          ;14-9-2021;18:02:48;117184.331;559835.186;0.988
L20147          ;14-9-2021;18:02:49;117183.469;559835.996;1.013
L20148          ;14-9-2021;18:02:50;117182.664;559836.791;1.052
L20149          ;14-9-2021;18:02:51;117181.846;559837.51;1.131
L20150          ;14-9-2021;18:02:52;117180.896;559838.285;1.158
L20151          ;14-9-2021;18:02:53;117180.084;559838.993;1.215
L20152          ;14-9-2021;18:02:54;117179.312;559839.847;1.286
L20153          ;14-9-2021;18:02:55;117178.464;559840.544;1.333
L20154          ;14-9-2021;18:02:56;117177.55;559841.316;1.361
L20155          ;14-9-2021;18:02:57;117176.696;559842.097;1.397
L20156          ;14-9-2021;18:02:58;117175.828;559842.872;1.484
L20157          ;14-9-2021;18:02:59;117175.021;559843.64;1.521
L20158          ;14-9-2021;0.752083333;117174.173;559844.491;1.5
L20159          ;14-9-2021;18:03:01;117173.357;559845.299;1.469
L20160          ;14-9-2021;18:03:02;117172.402;559846.241;1.404
L20161          ;14-9-2021;18:03:03;117171.491;559847.116;1.408
L20162          ;14-9-2021;18:03:04;117170.507;559847.938;1.397
L20163          ;14-9-2021;18:03:05;117169.643;559848.846;1.421
L20164          ;14-9-2021;18:03:06;117168.842;559849.653;1.431
L20165          ;14-9-2021;18:03:07;117167.89;559850.442;1.439
L20166          ;14-9-2021;18:03:08;117166.943;559851.25;1.46
L20167          ;14-9-2021;18:03:09;117166.022;559852.014;1.479
L20168          ;14-9-2021;18:03:10;117165.101;559852.702;1.519
L20169          ;14-9-2021;18:03:11;117164.208;559853.444;1.551
L20170          ;14-9-2021;18:03:12;117163.33;559854.243;1.58
L20171          ;14-9-2021;18:03:13;117162.395;559854.974;1.635
L20172          ;14-9-2021;18:03:14;117161.535;559855.557;1.672
L20173          ;14-9-2021;18:03:15;117160.683;559856.16;1.746
L20174          ;14-9-2021;18:03:16;117159.854;559856.84;1.78
L20175          ;14-9-2021;18:03:17;117158.966;559857.581;1.814
L20176          ;14-9-2021;18:03:18;117158.129;559858.33;1.815
L20177          ;14-9-2021;18:03:19;117157.325;559859.192;1.803
L20178          ;14-9-2021;18:03:20;117156.455;559859.934;1.833
L20179          ;14-9-2021;18:03:21;117155.563;559860.743;1.871
L20180          ;14-9-2021;18:03:22;117154.708;559861.519;1.899
L20181          ;14-9-2021;18:03:23;117153.904;559862.245;1.927
L20182          ;14-9-2021;18:03:24;117153.042;559862.998;1.952
L20183          ;14-9-2021;18:03:25;117152.19;559863.887;1.984
L20184          ;14-9-2021;18:03:26;117151.269;559864.62;2.032
L20185          ;14-9-2021;18:03:27;117150.347;559865.404;2.154
L20186          ;14-9-2021;18:03:28;117149.513;559866.182;2.245
L20187          ;14-9-2021;18:03:29;117148.701;559867.003;2.345
L20188          ;14-9-2021;18:03:30;117147.902;559867.663;2.526
L20189          ;14-9-2021;18:03:31;117147.126;559868.383;2.507
L20190          ;14-9-2021;18:03:32;117146.243;559869.265;2.376
L20191          ;14-9-2021;18:03:33;117145.322;559870.203;2.359
L20192          ;14-9-2021;18:03:34;117144.32;559871.056;2.333
L20193          ;14-9-2021;18:03:35;117143.362;559871.902;2.334
