Point ID;Date;Time;Easting;Northing;Elevation
L400003         ;5-10-2021;12:08:06;116091.09;558971.43;1.175
L400004         ;5-10-2021;12:08:07;116091.4;558970.71;1.048
L400005         ;5-10-2021;12:08:08;116091.92;558969.81;0.933
L400006         ;5-10-2021;12:08:09;116092.55;558968.81;0.81
L400007         ;5-10-2021;12:08:10;116093.19;558967.86;0.713
L400008         ;5-10-2021;12:08:11;116093.81;558966.85;0.628
L400009         ;5-10-2021;12:08:12;116094.46;558965.86;0.576
L400010         ;5-10-2021;12:08:13;116095.09;558964.89;0.498
L400011         ;5-10-2021;12:08:14;116095.65;558963.97;0.441
L400012         ;5-10-2021;12:08:15;116096.2;558963.03;0.397
L400013         ;5-10-2021;12:08:16;116096.82;558961.97;0.336
L400014         ;5-10-2021;12:08:17;116097.41;558960.96;0.288
L400015         ;5-10-2021;12:08:18;116098.08;558959.84;0.248
L400016         ;5-10-2021;12:08:19;116098.75;558958.68;0.204
L400017         ;5-10-2021;12:08:20;116099.44;558957.54;0.14
L400018         ;5-10-2021;12:08:21;116100.15;558956.35;0.079
L400019         ;5-10-2021;12:08:22;116100.89;558955.12;0
L400020         ;5-10-2021;12:08:23;116101.59;558953.9;-0.093
L400021         ;5-10-2021;12:08:24;116102.28;558952.71;-0.195
L400022         ;5-10-2021;12:08:25;116102.97;558951.58;-0.294
L400023         ;5-10-2021;12:08:26;116103.63;558950.46;-0.409
L400024         ;5-10-2021;12:08:27;116104.24;558949.4;-0.543
L400025         ;5-10-2021;12:08:28;116104.76;558948.46;-0.703
L400026         ;5-10-2021;12:08:29;116105.16;558947.62;-0.813
L400027         ;5-10-2021;12:08:30;116105.73;558946.91;-0.884
L400028         ;5-10-2021;12:08:31;116106.15;558946.49;-0.9
L400029         ;5-10-2021;12:08:32;116106.53;558946.04;-0.937
L400030         ;5-10-2021;12:08:33;116106.78;558945.47;-0.97
L400031         ;5-10-2021;12:08:34;116107.17;558945.11;-0.99
L400032         ;5-10-2021;12:08:35;116107.44;558944.55;-1.012
L400033         ;5-10-2021;12:08:36;116107.79;558943.95;-1.034
L400034         ;5-10-2021;12:08:37;116108.09;558943.44;-1.061
L400035         ;5-10-2021;12:08:38;116108.46;558942.81;-1.073
L400036         ;5-10-2021;12:08:39;116108.66;558942.21;-1.069
L400037         ;5-10-2021;12:08:40;116108.96;558941.69;-1.074
L400038         ;5-10-2021;12:08:41;116109.27;558941.12;-1.066
L400039         ;5-10-2021;12:08:42;116109.65;558940.57;-1.048
L400040         ;5-10-2021;12:08:43;116109.94;558940.08;-1.097
L400041         ;5-10-2021;12:08:44;116110.32;558939.51;-1.066
L400042         ;5-10-2021;12:08:45;116110.67;558939.1;-1.063
L400043         ;5-10-2021;12:08:46;116111.05;558938.58;-1.055
L400044         ;5-10-2021;12:08:47;116111.36;558938.03;-1.073
L400045         ;5-10-2021;12:08:48;116111.84;558937.61;-1.092
L400046         ;5-10-2021;12:08:49;116112.1;558937.02;-1.087
L400047         ;5-10-2021;12:08:50;116112.47;558936.59;-1.103
L400048         ;5-10-2021;12:08:51;116112.88;558935.99;-1.1
L400049         ;5-10-2021;12:08:52;116113.16;558935.5;-1.109
L400050         ;5-10-2021;12:08:53;116113.53;558935.02;-1.128
L400051         ;5-10-2021;12:08:54;116113.83;558934.55;-1.147
L400052         ;5-10-2021;12:08:55;116114.17;558934.11;-1.132
L400053         ;5-10-2021;12:08:56;116114.38;558933.68;-1.134
L400054         ;5-10-2021;12:08:57;116114.71;558933.47;-1.164
L400055         ;5-10-2021;12:08:58;116115.01;558932.87;-1.153
L400056         ;5-10-2021;12:08:59;116115.41;558932.48;-1.178
L400057         ;5-10-2021;0.50625;116115.77;558931.89;-1.171
L400058         ;5-10-2021;12:09:01;116116.18;558931.34;-1.185
L400059         ;5-10-2021;12:09:02;116116.52;558930.82;-1.226
L400060         ;5-10-2021;12:09:03;116116.95;558930.18;-1.205
L400061         ;5-10-2021;12:09:04;116117.24;558929.84;-1.206
L400062         ;5-10-2021;12:09:05;116117.56;558929.37;-1.245
L400063         ;5-10-2021;12:09:06;116118.05;558928.65;-1.227
L400064         ;5-10-2021;12:09:07;116118.42;558928.29;-1.258
L400065         ;5-10-2021;12:09:08;116118.78;558927.63;-1.25
L400066         ;5-10-2021;12:09:09;116119.12;558927.3;-1.242
L400067         ;5-10-2021;12:09:10;116119.25;558927.08;-1.268
L400068         ;5-10-2021;12:09:11;116119.59;558926.65;-1.286
L400069         ;5-10-2021;12:09:12;116119.92;558926.13;-1.279
L400070         ;5-10-2021;12:09:13;116120.17;558925.9;-1.291
L400071         ;5-10-2021;12:09:14;116120.43;558925.49;-1.319
L400072         ;5-10-2021;12:09:15;116120.74;558924.94;-1.301
L400073         ;5-10-2021;12:09:16;116121.09;558924.48;-1.31
L400074         ;5-10-2021;12:09:17;116121.27;558924.14;-1.302
L400075         ;5-10-2021;12:09:18;116121.73;558923.6;-1.317
L400076         ;5-10-2021;12:09:19;116122.09;558923.11;-1.325
L400077         ;5-10-2021;12:09:20;116122.39;558922.89;-1.348
L400078         ;5-10-2021;12:09:21;116122.72;558922.34;-1.323
L400079         ;5-10-2021;12:09:22;116122.76;558922.19;-1.329
L400080         ;5-10-2021;12:09:23;116123.04;558922.06;-1.345
X100001         ;5-10-2021;12:21:19;116022.8;558921.95;1.012
X100002         ;5-10-2021;12:21:20;116022.76;558921.96;1.006
X100003         ;5-10-2021;12:21:21;116023.19;558921.35;0.944
X100004         ;5-10-2021;12:21:22;116024.02;558920.18;0.881
X100005         ;5-10-2021;12:21:23;116024.88;558919.05;0.799
X100006         ;5-10-2021;12:21:24;116025.76;558917.93;0.696
X100007         ;5-10-2021;12:21:25;116026.73;558916.75;0.602
X100008         ;5-10-2021;12:21:26;116027.64;558915.65;0.52
X100009         ;5-10-2021;12:21:27;116028.51;558914.37;0.419
X100010         ;5-10-2021;12:21:28;116029.41;558913.05;0.357
X100011         ;5-10-2021;12:21:29;116030.24;558911.74;0.297
X100012         ;5-10-2021;12:21:30;116031.15;558910.52;0.242
X100013         ;5-10-2021;12:21:31;116032.03;558909.33;0.176
X100014         ;5-10-2021;12:21:32;116032.97;558908.11;0.101
X100015         ;5-10-2021;12:21:33;116033.91;558906.89;-0.004
X100016         ;5-10-2021;12:21:34;116034.85;558905.67;-0.104
X100017         ;5-10-2021;12:21:35;116035.75;558904.49;-0.219
X100018         ;5-10-2021;12:21:36;116036.68;558903.35;-0.366
X100019         ;5-10-2021;12:21:37;116037.51;558902.08;-0.469
X100020         ;5-10-2021;12:21:38;116038.29;558900.81;-0.597
X100021         ;5-10-2021;12:21:39;116039.18;558899.69;-0.806
X100022         ;5-10-2021;12:21:40;116039.99;558898.88;-0.937
X100023         ;5-10-2021;12:21:41;116040.56;558898.34;-0.984
X100024         ;5-10-2021;12:21:42;116040.89;558897.78;-1.003
X100025         ;5-10-2021;12:21:43;116041.39;558897.24;-1.042
X100026         ;5-10-2021;12:21:44;116041.8;558896.66;-1.084
X100027         ;5-10-2021;12:21:45;116042.23;558896.13;-1.074
X100028         ;5-10-2021;12:21:46;116042.63;558895.53;-1.107
X100029         ;5-10-2021;12:21:47;116043.01;558895.02;-1.105
X100030         ;5-10-2021;12:21:48;116043.26;558894.35;-1.088
X100031         ;5-10-2021;12:21:49;116043.62;558893.75;-1.115
X100032         ;5-10-2021;12:21:50;116044.06;558893.2;-1.136
X100033         ;5-10-2021;12:21:51;116044.6;558892.48;-1.123
X100034         ;5-10-2021;12:21:52;116044.83;558891.9;-1.102
X100035         ;5-10-2021;12:21:53;116045.18;558891.38;-1.138
X100036         ;5-10-2021;12:21:54;116045.72;558890.76;-1.134
X100037         ;5-10-2021;12:21:55;116046.07;558890.08;-1.134
X100038         ;5-10-2021;12:21:56;116046.58;558889.47;-1.151
X100039         ;5-10-2021;12:21:57;116047.07;558888.73;-1.17
X100040         ;5-10-2021;12:21:58;116047.52;558887.99;-1.161
X100041         ;5-10-2021;12:21:59;116048;558887.45;-1.183
X100042         ;5-10-2021;0.515277778;116048.49;558886.87;-1.188
X100043         ;5-10-2021;12:22:01;116049.02;558886.31;-1.221
X100044         ;5-10-2021;12:22:02;116049.55;558885.6;-1.233
X100045         ;5-10-2021;12:22:03;116050.02;558884.88;-1.218
X100046         ;5-10-2021;12:22:04;116050.56;558884.29;-1.232
X100047         ;5-10-2021;12:22:05;116051.05;558883.67;-1.243
X100048         ;5-10-2021;12:22:06;116051.42;558882.98;-1.247
X100049         ;5-10-2021;12:22:07;116051.84;558882.45;-1.254
X100050         ;5-10-2021;12:22:08;116052.35;558881.79;-1.265
X100051         ;5-10-2021;12:22:09;116052.74;558881.25;-1.318
X100052         ;5-10-2021;12:22:10;116053.17;558880.61;-1.315
X100053         ;5-10-2021;12:22:11;116053.38;558880.12;-1.329
X100054         ;5-10-2021;12:22:12;116053.84;558879.61;-1.311
X100055         ;5-10-2021;12:22:13;116054.27;558879.05;-1.326
X100056         ;5-10-2021;12:22:14;116054.69;558878.58;-1.309
X100057         ;5-10-2021;12:22:15;116055.17;558878.05;-1.334
X100058         ;5-10-2021;12:22:16;116055.58;558877.69;-1.346
X100059         ;5-10-2021;12:22:17;116055.66;558877.69;-1.348
X100060         ;5-10-2021;12:22:18;116056.14;558877.1;-1.344
X100061         ;5-10-2021;12:22:19;116056.26;558876.85;-1.347
X100062         ;5-10-2021;12:22:20;116056.65;558876.43;-1.392
X100063         ;5-10-2021;12:22:21;116056.85;558875.75;-1.375
X100064         ;5-10-2021;12:22:22;116057.13;558875.27;-1.384
X100065         ;5-10-2021;12:22:23;116057.47;558874.97;-1.403
X100066         ;5-10-2021;12:22:24;116057.82;558874.26;-1.395
X100067         ;5-10-2021;12:22:25;116058.18;558873.8;-1.434
X100068         ;5-10-2021;12:22:26;116058.5;558873.13;-1.433
X100069         ;5-10-2021;12:22:27;116058.97;558872.53;-1.474
X100070         ;5-10-2021;12:22:28;116059.32;558872.14;-1.474
X100071         ;5-10-2021;12:22:29;116059.66;558871.54;-1.48
X100072         ;5-10-2021;12:22:30;116060.03;558871.15;-1.518
X100073         ;5-10-2021;12:22:31;116060.28;558870.85;-1.551
X100074         ;5-10-2021;12:22:32;116060.6;558870.2;-1.543
X100075         ;5-10-2021;12:22:33;116060.75;558869.94;-1.554
X100076         ;5-10-2021;12:22:34;116060.68;558869.75;-1.484
X080001         ;5-10-2021;12:26:18;115881.35;558805.68;1.158
X080002         ;5-10-2021;12:26:19;115881.21;558805.54;1.134
X080003         ;5-10-2021;12:26:20;115881.47;558805.14;1.126
X080004         ;5-10-2021;12:26:21;115881.97;558804.18;0.994
X080005         ;5-10-2021;12:26:22;115882.59;558803.09;0.902
X080006         ;5-10-2021;12:26:23;115883.18;558801.96;0.88
X080007         ;5-10-2021;12:26:24;115883.88;558800.78;0.803
X080008         ;5-10-2021;12:26:25;115884.58;558799.66;0.72
X080009         ;5-10-2021;12:26:26;115885.26;558798.53;0.652
X080010         ;5-10-2021;12:26:27;115885.92;558797.41;0.585
X080011         ;5-10-2021;12:26:28;115886.65;558796.32;0.519
X080012         ;5-10-2021;12:26:29;115887.36;558795.25;0.457
X080013         ;5-10-2021;12:26:30;115888.14;558794.05;0.4
X080014         ;5-10-2021;12:26:31;115888.89;558792.9;0.351
X080015         ;5-10-2021;12:26:32;115889.63;558791.7;0.3
X080016         ;5-10-2021;12:26:33;115890.46;558790.55;0.229
X080017         ;5-10-2021;12:26:34;115891.3;558789.41;0.151
X080018         ;5-10-2021;12:26:35;115892.19;558788.24;0.068
X080019         ;5-10-2021;12:26:36;115893.05;558786.99;-0.018
X080020         ;5-10-2021;12:26:37;115893.89;558785.76;-0.114
X080021         ;5-10-2021;12:26:38;115894.7;558784.46;-0.214
X080022         ;5-10-2021;12:26:39;115895.44;558783.15;-0.339
X080023         ;5-10-2021;12:26:40;115896.22;558781.86;-0.431
X080024         ;5-10-2021;12:26:41;115897.01;558780.58;-0.541
X080025         ;5-10-2021;12:26:42;115897.7;558779.46;-0.641
X080026         ;5-10-2021;12:26:43;115898.31;558778.29;-0.644
X080027         ;5-10-2021;12:26:44;115898.87;558777.19;-0.642
X080028         ;5-10-2021;12:26:45;115899.38;558776.07;-0.644
X080029         ;5-10-2021;12:26:46;115899.83;558775.04;-0.62
X080030         ;5-10-2021;12:26:47;115900.36;558774.06;-0.646
X080031         ;5-10-2021;12:26:48;115900.9;558773.05;-0.679
X080032         ;5-10-2021;12:26:49;115901.38;558772.02;-0.693
X080033         ;5-10-2021;12:26:50;115901.86;558770.98;-0.694
X080034         ;5-10-2021;12:26:51;115902.35;558770.02;-0.733
X080035         ;5-10-2021;12:26:52;115902.83;558769.03;-0.74
X080036         ;5-10-2021;12:26:53;115903.42;558768.15;-0.756
X080037         ;5-10-2021;12:26:54;115903.94;558767.42;-0.818
X080038         ;5-10-2021;12:26:55;115904.34;558766.62;-0.827
X080039         ;5-10-2021;12:26:56;115904.66;558765.82;-0.84
X080040         ;5-10-2021;12:26:57;115905.11;558765.17;-0.866
X080041         ;5-10-2021;12:26:58;115905.56;558764.48;-0.894
X080042         ;5-10-2021;12:26:59;115905.96;558763.61;-0.876
X080043         ;5-10-2021;0.51875;115906.43;558763;-0.93
X080044         ;5-10-2021;12:27:01;115906.92;558762.26;-0.955
X080045         ;5-10-2021;12:27:02;115907.26;558761.56;-0.973
X080046         ;5-10-2021;12:27:03;115907.66;558760.82;-1.002
X080047         ;5-10-2021;12:27:04;115908.08;558760.17;-0.998
X080048         ;5-10-2021;12:27:05;115908.41;558759.46;-1.02
X080049         ;5-10-2021;12:27:06;115908.78;558758.83;-1.015
X080050         ;5-10-2021;12:27:07;115909.19;558758.33;-1.046
X080051         ;5-10-2021;12:27:08;115909.46;558757.68;-1.054
X080052         ;5-10-2021;12:27:09;115909.89;558757.14;-1.073
X080053         ;5-10-2021;12:27:10;115910.29;558756.49;-1.086
X080054         ;5-10-2021;12:27:11;115910.6;558755.97;-1.113
X080055         ;5-10-2021;12:27:12;115911.13;558755.4;-1.112
X080056         ;5-10-2021;12:27:13;115911.4;558754.78;-1.151
X080057         ;5-10-2021;12:27:14;115911.81;558754.16;-1.169
X080058         ;5-10-2021;12:27:15;115911.99;558753.63;-1.17
X080059         ;5-10-2021;12:27:16;115912.42;558753.07;-1.187
X080060         ;5-10-2021;12:27:17;115912.56;558752.58;-1.179
X080061         ;5-10-2021;12:27:18;115913;558752.08;-1.192
X080062         ;5-10-2021;12:27:19;115913.2;558751.43;-1.198
X080063         ;5-10-2021;12:27:20;115913.52;558751.06;-1.218
X080064         ;5-10-2021;12:27:21;115913.87;558750.49;-1.258
X080065         ;5-10-2021;12:27:22;115913.82;558750.02;-1.219
X080066         ;5-10-2021;12:27:23;115914.13;558749.53;-1.243
X080067         ;5-10-2021;12:27:24;115914.33;558748.91;-1.251
X080068         ;5-10-2021;12:27:25;115914.66;558748.41;-1.277
X080069         ;5-10-2021;12:27:26;115914.98;558747.9;-1.271
X080070         ;5-10-2021;12:27:27;115915.3;558747.18;-1.31
X080071         ;5-10-2021;12:27:28;115915.43;558746.86;-1.322
X080072         ;5-10-2021;12:27:29;115915.84;558746.23;-1.351
X080073         ;5-10-2021;12:27:30;115916.09;558745.63;-1.323
X080074         ;5-10-2021;12:27:31;115916.36;558745.28;-1.32
X080075         ;5-10-2021;12:27:32;115916.69;558744.79;-1.372
X080076         ;5-10-2021;12:27:33;115916.79;558744.27;-1.35
X080077         ;5-10-2021;12:27:34;115916.87;558743.84;-1.388
X080078         ;5-10-2021;12:27:35;115917.16;558743.29;-1.431
X080079         ;5-10-2021;12:27:36;115917.37;558742.71;-1.417
X080080         ;5-10-2021;12:27:37;115917.58;558742.19;-1.412
X080081         ;5-10-2021;12:27:38;115917.76;558741.73;-1.405
X080082         ;5-10-2021;12:27:39;115918.15;558741.22;-1.422
X080083         ;5-10-2021;12:27:40;115918.26;558740.91;-1.436
L500001         ;5-10-2021;12:32:06;115644.85;558628.72;0.975
L500002         ;5-10-2021;12:32:07;115644.83;558628.59;0.985
L500003         ;5-10-2021;12:32:08;115644.84;558628.42;0.983
L500004         ;5-10-2021;12:32:09;115645.55;558627.79;1.01
L500005         ;5-10-2021;12:32:10;115646.32;558627.03;1.036
L500006         ;5-10-2021;12:32:11;115647.15;558626.21;1.044
L500007         ;5-10-2021;12:32:12;115648.06;558625.37;0.917
L500008         ;5-10-2021;12:32:13;115649.19;558624.49;0.721
L500009         ;5-10-2021;12:32:14;115650.38;558623.51;0.612
L500010         ;5-10-2021;12:32:15;115651.52;558622.53;0.531
L500011         ;5-10-2021;12:32:16;115652.59;558621.52;0.459
L500012         ;5-10-2021;12:32:17;115653.61;558620.45;0.411
L500013         ;5-10-2021;12:32:18;115654.67;558619.35;0.347
L500014         ;5-10-2021;12:32:19;115655.77;558618.26;0.26
L500015         ;5-10-2021;12:32:20;115656.89;558617.14;0.143
L500016         ;5-10-2021;12:32:21;115658.02;558616;0.042
L500017         ;5-10-2021;12:32:22;115659.12;558614.86;-0.069
L500018         ;5-10-2021;12:32:23;115660.27;558613.72;-0.163
L500019         ;5-10-2021;12:32:24;115661.51;558612.65;-0.267
L500020         ;5-10-2021;12:32:25;115662.72;558611.59;-0.38
L500021         ;5-10-2021;12:32:26;115663.84;558610.6;-0.487
L500022         ;5-10-2021;12:32:27;115664.97;558609.57;-0.574
L500023         ;5-10-2021;12:32:28;115666.07;558608.62;-0.639
L500024         ;5-10-2021;12:32:29;115667.07;558607.71;-0.682
L500025         ;5-10-2021;12:32:30;115667.95;558606.87;-0.716
L500026         ;5-10-2021;12:32:31;115668.83;558606.11;-0.738
L500027         ;5-10-2021;12:32:32;115669.64;558605.37;-0.779
L500028         ;5-10-2021;12:32:33;115670.42;558604.57;-0.809
L500029         ;5-10-2021;12:32:34;115671.18;558603.87;-0.816
L500030         ;5-10-2021;12:32:35;115671.93;558603.2;-0.833
L500031         ;5-10-2021;12:32:36;115672.66;558602.5;-0.856
L500032         ;5-10-2021;12:32:37;115673.44;558601.88;-0.853
L500033         ;5-10-2021;12:32:38;115674;558601.21;-0.876
L500034         ;5-10-2021;12:32:39;115674.68;558600.54;-0.896
L500035         ;5-10-2021;12:32:40;115675.33;558599.99;-0.895
L500036         ;5-10-2021;12:32:41;115676.01;558599.32;-0.931
L500037         ;5-10-2021;12:32:42;115676.62;558598.66;-0.922
L500038         ;5-10-2021;12:32:43;115677.29;558598.09;-0.933
L500039         ;5-10-2021;12:32:44;115677.91;558597.46;-0.952
L500040         ;5-10-2021;12:32:45;115678.41;558596.86;-0.975
L500041         ;5-10-2021;12:32:46;115679.07;558596.42;-1.037
L500042         ;5-10-2021;12:32:47;115679.65;558595.79;-1.033
L500043         ;5-10-2021;12:32:48;115680.24;558595.16;-1.065
L500044         ;5-10-2021;12:32:49;115680.8;558594.54;-1.079
L500045         ;5-10-2021;12:32:50;115681.36;558593.88;-1.093
L500046         ;5-10-2021;12:32:51;115681.92;558593.36;-1.092
L500047         ;5-10-2021;12:32:52;115682.37;558593.02;-1.101
L500048         ;5-10-2021;12:32:53;115682.85;558592.54;-1.087
L500049         ;5-10-2021;12:32:54;115683.36;558592.11;-1.098
L500050         ;5-10-2021;12:32:55;115683.87;558591.69;-1.101
L500051         ;5-10-2021;12:32:56;115684.28;558591.19;-1.08
L500052         ;5-10-2021;12:32:57;115684.77;558590.79;-1.095
L500053         ;5-10-2021;12:32:58;115685.31;558590.21;-1.091
L500054         ;5-10-2021;12:32:59;115685.74;558589.7;-1.1
L500055         ;5-10-2021;0.522916667;115686.2;558589.28;-1.127
L500056         ;5-10-2021;12:33:01;115686.64;558588.66;-1.104
L500057         ;5-10-2021;12:33:02;115687.08;558588.27;-1.123
L500058         ;5-10-2021;12:33:03;115687.49;558587.71;-1.124
L500059         ;5-10-2021;12:33:04;115688;558587.24;-1.126
L500060         ;5-10-2021;12:33:05;115688.47;558586.86;-1.146
L500061         ;5-10-2021;12:33:06;115688.86;558586.21;-1.134
L500062         ;5-10-2021;12:33:07;115689.42;558585.72;-1.134
L500063         ;5-10-2021;12:33:08;115689.72;558585.23;-1.149
L500064         ;5-10-2021;12:33:09;115690.15;558584.7;-1.159
L500065         ;5-10-2021;12:33:10;115690.54;558584.25;-1.151
L500066         ;5-10-2021;12:33:11;115690.92;558583.74;-1.15
L500067         ;5-10-2021;12:33:12;115691.42;558583.22;-1.164
L500068         ;5-10-2021;12:33:13;115691.82;558582.81;-1.161
L500069         ;5-10-2021;12:33:14;115692.29;558582.31;-1.154
L500070         ;5-10-2021;12:33:15;115692.82;558581.87;-1.191
L500071         ;5-10-2021;12:33:16;115693.17;558581.38;-1.169
L500072         ;5-10-2021;12:33:17;115693.72;558580.94;-1.202
L500073         ;5-10-2021;12:33:18;115694.24;558580.37;-1.195
L500074         ;5-10-2021;12:33:19;115694.76;558579.83;-1.198
L500075         ;5-10-2021;12:33:20;115695.27;558579.51;-1.204
L500076         ;5-10-2021;12:33:21;115695.64;558579.07;-1.209
L500077         ;5-10-2021;12:33:22;115696.12;558578.5;-1.227
L500078         ;5-10-2021;12:33:23;115696.74;558578.02;-1.216
L500079         ;5-10-2021;12:33:24;115697.25;558577.57;-1.207
L500080         ;5-10-2021;12:33:25;115697.66;558577.3;-1.231
L500081         ;5-10-2021;12:33:26;115698.27;558576.69;-1.226
L500082         ;5-10-2021;12:33:27;115698.75;558576.14;-1.23
L500083         ;5-10-2021;12:33:28;115699.15;558575.76;-1.229
L500084         ;5-10-2021;12:33:29;115699.58;558575.2;-1.224
L500085         ;5-10-2021;12:33:30;115699.97;558574.99;-1.234
L500086         ;5-10-2021;12:33:31;115700.27;558574.51;-1.255
L500087         ;5-10-2021;12:33:32;115700.8;558574.24;-1.267
L500088         ;5-10-2021;12:33:33;115701.14;558573.76;-1.248
L500089         ;5-10-2021;12:33:34;115701.67;558573.35;-1.272
L500090         ;5-10-2021;12:33:35;115702.09;558572.86;-1.25
L500091         ;5-10-2021;12:33:36;115702.49;558572.51;-1.266
L500092         ;5-10-2021;12:33:37;115702.95;558572.07;-1.266
L500093         ;5-10-2021;12:33:38;115703.27;558571.56;-1.277
L500094         ;5-10-2021;12:33:39;115703.77;558571.19;-1.289
L500095         ;5-10-2021;12:33:40;115704.19;558570.69;-1.287
L500096         ;5-10-2021;12:33:41;115704.5;558570.52;-1.285
L500097         ;5-10-2021;12:33:42;115704.99;558569.94;-1.315
L500098         ;5-10-2021;12:33:43;115705.3;558569.78;-1.266
L500099         ;5-10-2021;12:33:44;115705.68;558569.34;-1.297
L500100         ;5-10-2021;12:33:45;115706.19;558568.88;-1.337
L500101         ;5-10-2021;12:33:46;115706.34;558568.52;-1.31
L500102         ;5-10-2021;12:33:47;115706.67;558568.32;-1.307
L500103         ;5-10-2021;12:33:48;115706.81;558568.05;-1.312
X040001         ;5-10-2021;12:37:43;115535.42;558500.55;1.117
X040002         ;5-10-2021;12:37:44;115535.63;558500.49;1.092
X040003         ;5-10-2021;12:37:45;115535.87;558500.06;1.016
X040004         ;5-10-2021;12:37:46;115536.54;558499.16;0.793
X040005         ;5-10-2021;12:37:47;115537.57;558498.17;0.654
X040006         ;5-10-2021;12:37:48;115538.58;558497.29;0.559
X040007         ;5-10-2021;12:37:49;115539.64;558496.39;0.524
X040008         ;5-10-2021;12:37:50;115540.64;558495.5;0.493
X040009         ;5-10-2021;12:37:51;115541.69;558494.58;0.407
X040010         ;5-10-2021;12:37:52;115542.68;558493.58;0.298
X040011         ;5-10-2021;12:37:53;115543.76;558492.55;0.169
X040012         ;5-10-2021;12:37:54;115544.82;558491.52;0.03
X040013         ;5-10-2021;12:37:55;115545.93;558490.52;-0.153
X040014         ;5-10-2021;12:37:56;115547.14;558489.58;-0.325
X040015         ;5-10-2021;12:37:57;115548.33;558488.67;-0.469
X040016         ;5-10-2021;12:37:58;115549.37;558487.77;-0.536
X040017         ;5-10-2021;12:37:59;115550.36;558486.9;-0.58
X040018         ;5-10-2021;0.526388889;115551.34;558486.11;-0.494
X040019         ;5-10-2021;12:38:01;115552.33;558485.27;-0.453
X040020         ;5-10-2021;12:38:02;115553.36;558484.45;-0.432
X040021         ;5-10-2021;12:38:03;115554.42;558483.53;-0.42
X040022         ;5-10-2021;12:38:04;115555.41;558482.63;-0.453
X040023         ;5-10-2021;12:38:05;115556.44;558481.63;-0.495
X040024         ;5-10-2021;12:38:06;115557.47;558480.7;-0.539
X040025         ;5-10-2021;12:38:07;115558.58;558479.8;-0.592
X040026         ;5-10-2021;12:38:08;115559.61;558478.96;-0.646
X040027         ;5-10-2021;12:38:09;115560.56;558478.15;-0.687
X040028         ;5-10-2021;12:38:10;115561.48;558477.44;-0.766
X040029         ;5-10-2021;12:38:11;115562.46;558476.68;-0.798
X040030         ;5-10-2021;12:38:12;115563.39;558475.99;-0.824
X040031         ;5-10-2021;12:38:13;115564.31;558475.32;-0.88
X040032         ;5-10-2021;12:38:14;115565.13;558474.71;-0.922
X040033         ;5-10-2021;12:38:15;115565.92;558474.09;-0.927
X040034         ;5-10-2021;12:38:16;115566.52;558473.51;-0.963
X040035         ;5-10-2021;12:38:17;115567.05;558472.82;-0.945
X040036         ;5-10-2021;12:38:18;115567.76;558472.18;-0.963
X040037         ;5-10-2021;12:38:19;115568.28;558471.9;-0.966
X040038         ;5-10-2021;12:38:20;115568.86;558471.28;-0.974
X040039         ;5-10-2021;12:38:21;115569.36;558470.62;-0.984
X040040         ;5-10-2021;12:38:22;115569.9;558470.1;-0.983
X040041         ;5-10-2021;12:38:23;115570.5;558469.47;-1.004
X040042         ;5-10-2021;12:38:24;115570.93;558468.95;-1.019
X040043         ;5-10-2021;12:38:25;115571.52;558468.39;-1.033
X040044         ;5-10-2021;12:38:26;115572.03;558467.76;-1.034
X040045         ;5-10-2021;12:38:27;115572.5;558467.1;-1.02
X040046         ;5-10-2021;12:38:28;115573.05;558466.58;-1.037
X040047         ;5-10-2021;12:38:29;115573.51;558465.95;-1.068
X040048         ;5-10-2021;12:38:30;115573.92;558465.35;-1.068
X040049         ;5-10-2021;12:38:31;115574.43;558464.85;-1.089
X040050         ;5-10-2021;12:38:32;115574.82;558464.33;-1.09
X040051         ;5-10-2021;12:38:33;115575.3;558463.87;-1.108
X040052         ;5-10-2021;12:38:34;115575.74;558463.23;-1.094
X040053         ;5-10-2021;12:38:35;115576.32;558462.66;-1.097
X040054         ;5-10-2021;12:38:36;115576.79;558462.22;-1.115
X040055         ;5-10-2021;12:38:37;115577.17;558461.71;-1.126
X040056         ;5-10-2021;12:38:38;115577.7;558461.3;-1.151
X040057         ;5-10-2021;12:38:39;115578.11;558460.77;-1.162
X040058         ;5-10-2021;12:38:40;115578.63;558460.3;-1.182
X040059         ;5-10-2021;12:38:41;115579.21;558459.78;-1.188
X040060         ;5-10-2021;12:38:42;115579.63;558459.19;-1.19
X040061         ;5-10-2021;12:38:43;115580.22;558458.8;-1.197
X040062         ;5-10-2021;12:38:44;115580.73;558458.14;-1.211
X040063         ;5-10-2021;12:38:45;115581.11;558457.86;-1.206
X040064         ;5-10-2021;12:38:46;115581.55;558457.25;-1.223
X040065         ;5-10-2021;12:38:47;115581.83;558456.95;-1.243
X040066         ;5-10-2021;12:38:48;115582.37;558456.35;-1.257
X040067         ;5-10-2021;12:38:49;115582.69;558455.84;-1.231
X040068         ;5-10-2021;12:38:50;115583.21;558455.37;-1.272
X040069         ;5-10-2021;12:38:51;115583.66;558454.75;-1.254
X040070         ;5-10-2021;12:38:52;115584.14;558454.25;-1.269
X040071         ;5-10-2021;12:38:53;115584.56;558453.63;-1.276
X040072         ;5-10-2021;12:38:54;115585.02;558453.14;-1.294
X040073         ;5-10-2021;12:38:55;115585.4;558452.65;-1.306
