Point ID;GNSS Position Solution.Start;Time;Easting;Northing;Elevation;GNSS Position Solution.Antenna Height
L400043;18-9-2021;12:47:28;116118.999;558926.259;-1.211;2
L400044;18-9-2021;12:47:29;116118.531;558926.906;-1.215;2
L400045;18-9-2021;12:47:30;116118.158;558927.552;-1.175;2
L400046;18-9-2021;12:47:31;116117.666;558928.101;-1.175;2
L400047;18-9-2021;12:47:32;116117.359;558928.772;-1.171;2
L400048;18-9-2021;12:47:33;116116.875;558929.386;-1.166;2
L400049;18-9-2021;12:47:34;116116.454;558930.017;-1.156;2
L400050;18-9-2021;12:47:35;116116.034;558930.688;-1.144;2
L400051;18-9-2021;12:47:36;116115.611;558931.366;-1.131;2
L400052;18-9-2021;12:47:37;116115.236;558932.074;-1.118;2
L400053;18-9-2021;12:47:38;116114.748;558932.586;-1.105;2
L400054;18-9-2021;12:47:39;116114.286;558933.259;-1.088;2
L400055;18-9-2021;12:47:40;116113.843;558933.855;-1.109;2
L400056;18-9-2021;12:47:41;116113.308;558934.545;-1.093;2
L400057;18-9-2021;12:47:42;116112.892;558935.263;-1.072;2
L400058;18-9-2021;12:47:43;116112.28;558935.951;-1.083;2
L400059;18-9-2021;12:47:44;116111.813;558936.704;-1.063;2
L400060;18-9-2021;12:47:45;116111.333;558937.399;-1.053;2
L400061;18-9-2021;12:47:46;116110.878;558938.248;-1.038;2
L400062;18-9-2021;12:47:47;116110.448;558939.012;-1.045;2
L400063;18-9-2021;12:47:48;116109.802;558939.783;-1.002;2
L400064;18-9-2021;12:47:49;116109.074;558940.609;-1.027;2
L400065;18-9-2021;12:47:50;116108.575;558941.375;-1.008;2
L400066;18-9-2021;12:47:51;116108.11;558941.97;-1.003;2
L400067;18-9-2021;12:47:52;116107.483;558942.957;-0.989;2
L400068;18-9-2021;12:47:53;116107.003;558943.72;-0.981;2
L400069;18-9-2021;12:47:54;116106.511;558944.262;-0.98;2
L400070;18-9-2021;12:47:55;116105.858;558945.191;-0.968;2
L400071;18-9-2021;12:47:56;116105.466;558946.003;-0.916;2
L400072;18-9-2021;12:47:57;116104.95;558946.823;-0.831;2
L400073;18-9-2021;12:47:58;116104.527;558947.486;-0.721;2
L400074;18-9-2021;12:47:59;116104.007;558948.245;-0.622;2
L400075;18-9-2021;12:48:00;116103.562;558949.064;-0.521;2
L400076;18-9-2021;12:48:01;116102.98;558949.962;-0.429;2
L400077;18-9-2021;12:48:02;116102.371;558950.88;-0.317;2
L400078;18-9-2021;12:48:03;116101.736;558951.798;-0.192;2
L400079;18-9-2021;12:48:04;116101.055;558952.743;-0.087;2
L400080;18-9-2021;12:48:05;116100.347;558953.794;0;2
L400081;18-9-2021;12:48:06;116099.578;558955.001;0.13;2
L400082;18-9-2021;12:48:07;116098.916;558956.104;0.184;2
L400083;18-9-2021;12:48:08;116098.228;558957.264;0.272;2
L400084;18-9-2021;12:48:09;116097.582;558958.277;0.412;2
L400085;18-9-2021;12:48:10;116096.912;558959.207;0.543;2
L400086;18-9-2021;12:48:11;116096.149;558960.199;0.702;2
L400087;18-9-2021;12:48:12;116095.493;558961.093;0.79;2
L400088;18-9-2021;12:48:13;116094.849;558962.057;0.895;2
L400089;18-9-2021;12:48:14;116094.155;558963.035;0.904;2
L400090;18-9-2021;12:48:15;116093.495;558963.874;0.816;2
L400091;18-9-2021;12:48:16;116092.925;558964.706;0.555;2
L400092;18-9-2021;12:48:17;116092.073;558965.866;0.646;2
L400093;18-9-2021;12:48:18;116091.385;558966.772;0.788;2
L400094;18-9-2021;12:48:19;116090.72;558967.654;0.925;2
L400095;18-9-2021;12:48:20;116090.034;558968.37;1.028;2
L400096;18-9-2021;12:48:21;116089.514;558969.084;1.118;2
L400097;18-9-2021;12:48:22;116088.858;558969.869;1.215;2
L400098;18-9-2021;12:48:23;116088.26;558970.714;1.292;2
L400099;18-9-2021;12:48:24;116087.596;558971.526;1.311;2
L400100;18-9-2021;12:48:25;116086.917;558972.222;1.469;2
L400101;18-9-2021;12:48:26;116086.244;558973.019;1.565;2
L400102;18-9-2021;12:48:27;116085.663;558973.772;1.816;2
L400103;18-9-2021;12:48:28;116085.237;558974.334;2.034;2
L400104;18-9-2021;12:48:29;116084.828;558974.96;2.219;2
L400105;18-9-2021;12:48:30;116084.306;558975.585;2.225;2
L400106;18-9-2021;12:48:31;116083.758;558976.424;2.282;2
L400107;18-9-2021;12:48:32;116082.926;558977.28;2.259;2
L400108;18-9-2021;12:48:33;116082.182;558978.304;2.255;2
L400109;18-9-2021;12:48:34;116081.458;558979.431;2.307;2
L400110;18-9-2021;12:48:35;116080.614;558980.306;2.336;2
L400111;18-9-2021;12:48:36;116079.893;558981.015;2.319;2
L400112;18-9-2021;12:48:37;116079.338;558981.951;2.318;2
L400113;18-9-2021;12:48:38;116078.728;558982.972;2.404;2
L400114;18-9-2021;12:48:39;116078.084;558983.982;2.435;2
L400115;18-9-2021;12:48:40;116077.496;558984.956;2.444;2
L400116;18-9-2021;12:48:41;116076.775;558985.86;2.45;2
L400117;18-9-2021;12:48:42;116076.168;558986.779;2.509;2
L400118;18-9-2021;12:48:43;116075.517;558987.687;2.473;2
L400119;18-9-2021;12:48:44;116074.915;558988.602;2.429;2
L400120;18-9-2021;12:48:45;116074.119;558989.511;2.435;2
L400121;18-9-2021;12:48:46;116073.548;558990.454;2.455;2
L400122;18-9-2021;12:48:47;116072.825;558991.248;2.444;2
L400123;18-9-2021;12:48:48;116072.09;558992.072;2.436;2
L400124;18-9-2021;12:48:49;116071.357;558992.953;2.434;2
L400125;18-9-2021;12:48:50;116070.677;558993.841;2.448;2
L400126;18-9-2021;12:48:51;116069.935;558994.701;2.558;2
L400127;18-9-2021;12:48:52;116069.22;558995.628;2.581;2
L400128;18-9-2021;12:48:53;116068.509;558996.582;2.514;2
L400129;18-9-2021;12:48:55;116067.591;558997.672;2.499;2
L400130;18-9-2021;12:48:56;116066.754;558998.688;2.583;2
L400131;18-9-2021;12:48:57;116066.166;558999.65;2.565;2
L400132;18-9-2021;12:48:58;116065.673;559000.537;2.626;2
L400133;18-9-2021;12:48:59;116064.975;559001.461;2.681;2
L400134;18-9-2021;12:49:00;116064.514;559002.325;2.733;2
L400135;18-9-2021;12:49:01;116063.823;559003.282;2.678;2
L400136;18-9-2021;12:49:02;116063.125;559004.177;2.654;2
L400137;18-9-2021;12:49:03;116062.353;559005.142;2.71;2
L400138;18-9-2021;12:49:04;116061.643;559005.91;2.751;2
L400139;18-9-2021;12:49:05;116061.155;559006.845;2.721;2
L400140;18-9-2021;12:49:06;116060.501;559007.871;2.749;2
L400141;18-9-2021;12:49:07;116059.992;559008.958;2.834;2
L400142;18-9-2021;12:49:08;116059.452;559009.964;2.794;2
L400143;18-9-2021;12:49:09;116058.918;559010.988;2.863;2
L400144;18-9-2021;12:49:10;116058.516;559011.925;2.822;2
L400145;18-9-2021;12:49:11;116057.929;559013.061;2.903;2
L400146;18-9-2021;12:49:12;116057.234;559014.031;2.93;2
L400147;18-9-2021;12:49:13;116056.604;559014.936;2.996;2
L400148;18-9-2021;12:49:14;116056.043;559015.939;3.043;2
L400149;18-9-2021;12:49:15;116055.539;559016.877;3.097;2
L400150;18-9-2021;12:49:16;116055.158;559017.875;3.201;2
L400151;18-9-2021;12:49:17;116054.723;559018.852;3.251;2
L400152;18-9-2021;12:49:18;116054.103;559019.772;3.294;2
L400153;18-9-2021;12:49:19;116053.5;559020.532;3.364;2
L400154;18-9-2021;12:49:20;116052.871;559021.522;3.444;2
L400155;18-9-2021;12:49:21;116052.255;559022.449;3.471;2
L400156;18-9-2021;12:49:22;116051.637;559023.452;3.486;2
L400157;18-9-2021;12:49:23;116050.981;559024.618;3.587;2
L400158;18-9-2021;12:49:24;116050.314;559025.767;3.608;2
L400159;18-9-2021;12:49:25;116049.701;559026.805;3.621;2
L400160;18-9-2021;12:49:26;116048.998;559027.839;3.664;2
L400161;18-9-2021;12:49:27;116048.409;559028.842;3.69;2
L400162;18-9-2021;12:49:28;116047.619;559029.877;3.75;2
L400163;18-9-2021;12:49:29;116046.986;559030.918;3.797;2
L400164;18-9-2021;12:49:30;116046.312;559031.911;3.861;2
L400165;18-9-2021;12:49:31;116045.733;559032.916;3.944;2
L400166;18-9-2021;12:49:32;116045.232;559033.848;3.998;2
L400167;18-9-2021;12:49:33;116044.733;559034.725;4.055;2
L400168;18-9-2021;12:49:34;116044.209;559035.746;4.066;2
L400169;18-9-2021;12:49:35;116043.756;559036.701;4.1;2
L400170;18-9-2021;12:49:36;116043.25;559037.681;4.157;2
L400171;18-9-2021;12:49:37;116042.752;559038.589;4.252;2
L400172;18-9-2021;12:49:38;116042.226;559039.374;4.304;2
L500001;18-9-2021;12:34:31;115727.217;558550.37;-1.538;2
L500002;18-9-2021;12:34:32;115727.102;558550.535;-1.53;2
L500003;18-9-2021;12:34:33;115726.697;558550.924;-1.529;2
L500004;18-9-2021;12:34:34;115726.152;558551.291;-1.511;2
L500005;18-9-2021;12:34:35;115725.647;558551.716;-1.524;2
L500006;18-9-2021;12:34:36;115725.156;558552.105;-1.518;2
L500007;18-9-2021;12:34:37;115724.717;558552.586;-1.501;2
L500008;18-9-2021;12:34:38;115724.187;558553.004;-1.514;2
L500009;18-9-2021;12:34:39;115723.83;558553.585;-1.499;2
L500010;18-9-2021;12:34:40;115723.291;558553.98;-1.497;2
L500011;18-9-2021;12:34:41;115722.827;558554.458;-1.478;2
L500012;18-9-2021;12:34:42;115722.349;558554.881;-1.5;2
L500013;18-9-2021;12:34:43;115721.929;558555.434;-1.489;2
L500014;18-9-2021;12:34:44;115721.413;558555.839;-1.474;2
L500015;18-9-2021;12:34:45;115720.943;558556.328;-1.467;2
L500016;18-9-2021;12:34:46;115720.482;558556.748;-1.482;2
L500017;18-9-2021;12:34:47;115720.052;558557.273;-1.459;2
L500018;18-9-2021;12:34:48;115719.461;558557.711;-1.462;2
L500019;18-9-2021;12:34:49;115718.97;558558.216;-1.459;2
L500020;18-9-2021;12:34:50;115718.433;558558.617;-1.452;2
L500021;18-9-2021;12:34:51;115717.94;558559.095;-1.451;2
L500022;18-9-2021;12:34:52;115717.396;558559.502;-1.442;2
L500023;18-9-2021;12:34:53;115716.998;558560.026;-1.431;2
L500024;18-9-2021;12:34:54;115716.417;558560.489;-1.417;2
L500025;18-9-2021;12:34:55;115715.886;558561.03;-1.411;2
L500026;18-9-2021;12:34:56;115715.375;558561.401;-1.405;2
L500027;18-9-2021;12:34:57;115714.883;558561.89;-1.397;2
L500028;18-9-2021;12:34:58;115714.343;558562.337;-1.391;2
L500029;18-9-2021;12:34:59;115713.792;558562.894;-1.382;2
L500030;18-9-2021;12:35:00;115713.297;558563.353;-1.372;2
L500031;18-9-2021;12:35:01;115712.871;558563.913;-1.374;2
L500032;18-9-2021;12:35:02;115712.271;558564.281;-1.369;2
L500033;18-9-2021;12:35:03;115711.715;558564.869;-1.353;2
L500034;18-9-2021;12:35:04;115711.159;558565.319;-1.344;2
L500035;18-9-2021;12:35:05;115710.591;558565.873;-1.339;2
L500036;18-9-2021;12:35:06;115710.061;558566.238;-1.344;2
L500037;18-9-2021;12:35:07;115709.625;558566.772;-1.33;2
L500038;18-9-2021;12:35:08;115709.105;558567.215;-1.317;2
L500039;18-9-2021;12:35:09;115708.588;558567.795;-1.297;2
L500040;18-9-2021;12:35:10;115708.086;558568.283;-1.302;2
L500041;18-9-2021;12:35:11;115707.546;558568.71;-1.3;2
L500042;18-9-2021;12:35:12;115707.05;558569.249;-1.275;2
L500043;18-9-2021;12:35:13;115706.499;558569.716;-1.279;2
L500044;18-9-2021;12:35:14;115706.056;558570.338;-1.278;2
L500045;18-9-2021;12:35:15;115705.549;558570.838;-1.27;2
L500046;18-9-2021;12:35:16;115704.985;558571.401;-1.27;2
L500047;18-9-2021;12:35:17;115704.403;558571.992;-1.258;2
L500048;18-9-2021;12:35:18;115703.826;558572.534;-1.238;2
L500049;18-9-2021;12:35:19;115703.288;558573.106;-1.242;2
L500050;18-9-2021;12:35:20;115702.732;558573.539;-1.24;2
L500051;18-9-2021;12:35:21;115702.136;558574.144;-1.22;2
L500052;18-9-2021;12:35:22;115701.6;558574.676;-1.203;2
L500053;18-9-2021;12:35:23;115700.994;558575.259;-1.203;2
L500054;18-9-2021;12:35:24;115700.529;558575.876;-1.188;2
L500055;18-9-2021;12:35:25;115699.968;558576.307;-1.199;2
L500056;18-9-2021;12:35:26;115699.492;558576.931;-1.183;2
L500057;18-9-2021;12:35:27;115698.961;558577.451;-1.184;2
L500058;18-9-2021;12:35:28;115698.452;558578.024;-1.184;2
L500059;18-9-2021;12:35:29;115697.952;558578.606;-1.177;2
L500060;18-9-2021;12:35:30;115697.366;558579.144;-1.173;2
L500061;18-9-2021;12:35:31;115696.898;558579.719;-1.152;2
L500062;18-9-2021;12:35:32;115696.277;558580.442;-1.152;2
L500063;18-9-2021;12:35:34;115695.13;558581.497;-1.137;2
L500064;18-9-2021;12:35:35;115694.501;558582.14;-1.129;2
L500065;18-9-2021;12:35:36;115693.856;558582.748;-1.126;2
L500066;18-9-2021;12:35:38;115692.498;558583.709;-1.135;2
L500067;18-9-2021;12:35:39;115691.88;558584.302;-1.128;2
L500068;18-9-2021;12:35:40;115691.332;558584.788;-1.123;2
L500069;18-9-2021;12:35:41;115690.722;558585.448;-1.099;2
L500070;18-9-2021;12:35:42;115690.153;558586.067;-1.087;2
L500071;18-9-2021;12:35:43;115689.423;558586.467;-1.081;2
L500072;18-9-2021;12:35:44;115688.853;558587.021;-1.069;2
L500073;18-9-2021;12:35:45;115688.206;558587.495;-1.059;2
L500074;18-9-2021;12:35:46;115687.627;558588.022;-1.074;2
L500075;18-9-2021;12:35:47;115686.975;558588.591;-1.056;2
L500076;18-9-2021;12:35:48;115686.296;558589.058;-1.063;2
L500077;18-9-2021;12:35:49;115685.731;558589.687;-1.059;2
L500078;18-9-2021;12:35:50;115685.111;558590.25;-1.045;2
L500079;18-9-2021;12:35:51;115684.527;558590.782;-1.068;2
L500080;18-9-2021;12:35:52;115683.979;558591.462;-1.056;2
L500081;18-9-2021;12:35:53;115683.286;558592.004;-1.058;2
L500082;18-9-2021;12:35:54;115682.499;558592.554;-1.064;2
L500083;18-9-2021;12:35:55;115681.922;558593.102;-1.049;2
L500084;18-9-2021;12:35:56;115681.219;558593.614;-1.029;2
L500085;18-9-2021;12:35:57;115680.551;558594.124;-1.033;2
L500086;18-9-2021;12:35:58;115679.894;558594.733;-1;2
L500087;18-9-2021;12:35:59;115679.387;558595.204;-0.995;2
L500088;18-9-2021;12:36:00;115678.708;558595.885;-0.954;2
L500089;18-9-2021;12:36:01;115678.02;558596.582;-0.928;2
L500090;18-9-2021;12:36:02;115677.34;558597.209;-0.924;2
L500091;18-9-2021;12:36:03;115676.692;558597.783;-0.926;2
L500092;18-9-2021;12:36:04;115676;558598.444;-0.903;2
L500093;18-9-2021;12:36:05;115675.286;558599.043;-0.88;2
L500094;18-9-2021;12:36:06;115674.616;558599.728;-0.879;2
L500095;18-9-2021;12:36:07;115673.915;558600.397;-0.868;2
L500096;18-9-2021;12:36:08;115673.257;558601.055;-0.86;2
L500097;18-9-2021;12:36:09;115672.546;558601.639;-0.848;2
L500098;18-9-2021;12:36:10;115671.991;558602.308;-0.841;2
L500099;18-9-2021;12:36:11;115671.232;558602.99;-0.809;2
L500100;18-9-2021;12:36:12;115670.521;558603.597;-0.79;2
L500101;18-9-2021;12:36:13;115669.745;558604.195;-0.768;2
L500102;18-9-2021;12:36:14;115668.94;558604.822;-0.753;2
L500103;18-9-2021;12:36:15;115668.024;558605.391;-0.716;2
L500104;18-9-2021;12:36:16;115667.128;558606.052;-0.678;2
L500105;18-9-2021;12:36:17;115666.177;558606.676;-0.664;2
L500106;18-9-2021;12:36:18;115665.261;558607.424;-0.645;2
L500107;18-9-2021;12:36:19;115664.243;558608.249;-0.589;2
L500108;18-9-2021;12:36:20;115663.262;558609.005;-0.531;2
L500109;18-9-2021;12:36:21;115662.255;558609.758;-0.473;2
L500110;18-9-2021;12:36:22;115661.306;558610.492;-0.392;2
L500111;18-9-2021;12:36:23;115660.401;558611.294;-0.315;2
L500112;18-9-2021;12:36:24;115659.254;558612.377;-0.242;2
L500113;18-9-2021;12:36:25;115658.506;558613.086;-0.201;2
L500114;18-9-2021;12:36:26;115657.273;558614.152;-0.158;2
L500115;18-9-2021;12:36:27;115656.232;558615.006;-0.069;2
L500116;18-9-2021;12:36:28;115655.215;558615.918;0.1;2
L500117;18-9-2021;12:36:29;115654.511;558616.584;0.211;2
L500118;18-9-2021;12:36:30;115653.474;558617.721;0.409;2
L500119;18-9-2021;12:36:31;115652.639;558618.614;0.561;2
L500120;18-9-2021;12:36:32;115651.876;558619.519;0.731;2
L500121;18-9-2021;12:36:33;115651.116;558620.315;0.849;2
L500122;18-9-2021;12:36:34;115650.274;558621.159;0.985;2
L500123;18-9-2021;12:36:35;115649.427;558622.076;0.997;2
L500124;18-9-2021;12:36:36;115648.575;558622.95;0.989;2
L500125;18-9-2021;12:36:37;115647.64;558623.932;0.991;2
L500126;18-9-2021;12:36:38;115646.591;558624.828;0.966;2
L500127;18-9-2021;12:36:39;115645.601;558625.732;0.983;2
L500128;18-9-2021;12:36:40;115644.724;558626.557;0.912;2
L500129;18-9-2021;12:36:41;115643.717;558627.44;1;2
L500130;18-9-2021;12:36:42;115642.764;558628.189;1.091;2
L500131;18-9-2021;12:36:43;115641.966;558628.936;1.127;2
L500132;18-9-2021;12:36:44;115641.101;558629.858;1.17;2
L500133;18-9-2021;12:36:45;115640.238;558630.628;1.202;2
L500134;18-9-2021;12:36:46;115639.354;558631.432;1.245;2
L500135;18-9-2021;12:36:47;115638.579;558632.238;1.287;2
L500136;18-9-2021;12:36:48;115637.63;558633.007;1.369;2
L500137;18-9-2021;12:36:49;115636.743;558633.739;1.461;2
L500138;18-9-2021;12:36:50;115635.827;558634.438;1.515;2
L500139;18-9-2021;12:36:51;115634.887;558635.221;1.644;2
L500140;18-9-2021;12:36:52;115633.964;558636.045;1.698;2
L500141;18-9-2021;12:36:53;115633.042;558636.834;1.74;2
L500142;18-9-2021;12:36:54;115632.173;558637.484;1.702;2
L500143;18-9-2021;12:36:55;115631.241;558638.318;1.737;2
L500144;18-9-2021;12:36:56;115630.304;558639.188;1.791;2
L500145;18-9-2021;12:36:57;115629.35;558640.142;1.845;2
L500146;18-9-2021;12:36:58;115628.31;558641.076;1.909;2
L500147;18-9-2021;12:36:59;115627.387;558641.973;1.967;2
L500148;18-9-2021;12:37:00;115626.404;558642.805;2.036;2
L500149;18-9-2021;12:37:01;115625.376;558643.622;2.122;2
L500150;18-9-2021;12:37:02;115624.509;558644.367;2.2;2
L500151;18-9-2021;12:37:03;115623.572;558645.244;2.265;2
L500152;18-9-2021;12:37:04;115622.7;558646.071;2.325;2
L500153;18-9-2021;12:37:05;115621.949;558646.861;2.416;2
L500154;18-9-2021;12:37:06;115621.127;558647.735;2.506;2
L500155;18-9-2021;12:37:07;115620.317;558648.453;2.572;2
L500156;18-9-2021;12:37:08;115619.537;558649.079;2.643;2
L500157;18-9-2021;12:37:09;115618.73;558649.856;2.712;2
L500158;18-9-2021;12:37:10;115617.921;558650.559;2.779;2
L500159;18-9-2021;12:37:11;115617.152;558651.289;2.856;2
L500160;18-9-2021;12:37:12;115616.52;558651.956;2.945;2
L500161;18-9-2021;12:37:13;115615.683;558652.634;3.062;2
L500162;18-9-2021;12:37:14;115614.804;558653.176;3.149;2
L500163;18-9-2021;12:37:15;115614.03;558653.712;3.257;2
L500164;18-9-2021;12:37:16;115613.143;558654.343;3.389;2
L500165;18-9-2021;12:37:17;115612.391;558655.204;3.518;2
L500166;18-9-2021;12:37:18;115611.884;558655.861;3.66;2
L500167;18-9-2021;12:37:19;115611.229;558656.493;3.814;2
L500168;18-9-2021;12:37:20;115610.57;558657.029;3.979;2
L500169;18-9-2021;12:37:21;115609.947;558657.686;4.135;2
L500170;18-9-2021;12:37:22;115609.446;558658.192;4.267;2
L500171;18-9-2021;12:37:23;115608.915;558658.739;4.445;2
L500172;18-9-2021;12:37:24;115608.421;558659.206;4.578;2
L500173;18-9-2021;12:37:25;115607.744;558659.669;4.779;2
L600001;18-9-2021;12:20:04;115481.684;558168.328;-1.435;2
L600002;18-9-2021;12:20:06;115481.415;558168.533;-1.434;2
L600003;18-9-2021;12:20:07;115480.947;558168.757;-1.433;2
L600004;18-9-2021;12:20:08;115480.629;558169.15;-1.436;2
L600005;18-9-2021;12:20:09;115480.043;558169.517;-1.436;2
L600006;18-9-2021;12:20:10;115479.679;558169.961;-1.426;2
L600007;18-9-2021;12:20:11;115479.104;558170.225;-1.439;2
L600008;18-9-2021;12:20:12;115478.614;558170.704;-1.424;2
L600009;18-9-2021;12:20:13;115478.106;558171.056;-1.432;2
L600010;18-9-2021;12:20:14;115477.579;558171.437;-1.425;2
L600011;18-9-2021;12:20:15;115476.979;558171.794;-1.415;2
L600012;18-9-2021;12:20:16;115476.569;558172.233;-1.419;2
L600013;18-9-2021;12:20:17;115476.003;558172.506;-1.413;2
L600014;18-9-2021;12:20:18;115475.513;558172.87;-1.406;2
L600015;18-9-2021;12:20:19;115474.914;558173.188;-1.421;2
L600016;18-9-2021;12:20:20;115474.399;558173.668;-1.39;2
L600017;18-9-2021;12:20:21;115473.912;558173.988;-1.409;2
L600018;18-9-2021;12:20:22;115473.385;558174.38;-1.415;2
L600019;18-9-2021;12:20:23;115472.853;558174.73;-1.415;2
L600020;18-9-2021;12:20:24;115472.257;558175.109;-1.414;2
L600021;18-9-2021;12:20:25;115471.724;558175.438;-1.399;2
L600022;18-9-2021;12:20:26;115471.215;558175.811;-1.396;2
L600023;18-9-2021;12:20:27;115470.729;558176.13;-1.392;2
L600024;18-9-2021;12:20:28;115470.163;558176.472;-1.391;2
L600025;18-9-2021;12:20:29;115469.574;558176.857;-1.4;2
L600026;18-9-2021;12:20:30;115469.071;558177.287;-1.393;2
L600027;18-9-2021;12:20:31;115468.494;558177.641;-1.384;2
L600028;18-9-2021;12:20:32;115467.928;558177.891;-1.385;2
L600029;18-9-2021;12:20:33;115467.477;558178.295;-1.367;2
L600030;18-9-2021;12:20:34;115466.802;558178.581;-1.383;2
L600031;18-9-2021;12:20:35;115466.312;558178.994;-1.377;2
L600032;18-9-2021;12:20:36;115465.674;558179.25;-1.384;2
L600033;18-9-2021;12:20:37;115465.17;558179.672;-1.374;2
L600034;18-9-2021;12:20:38;115464.588;558179.983;-1.371;2
L600035;18-9-2021;12:20:39;115464.111;558180.457;-1.375;2
L600036;18-9-2021;12:20:40;115463.541;558180.863;-1.375;2
L600037;18-9-2021;12:20:41;115463;558181.264;-1.369;2
L600038;18-9-2021;12:20:42;115462.481;558181.637;-1.371;2
L600039;18-9-2021;12:20:43;115461.885;558182.027;-1.37;2
L600040;18-9-2021;12:20:44;115461.322;558182.347;-1.354;2
L600041;18-9-2021;12:20:45;115460.789;558182.775;-1.363;2
L600042;18-9-2021;12:20:46;115460.224;558183.041;-1.361;2
L600043;18-9-2021;12:20:47;115459.703;558183.58;-1.343;2
L600044;18-9-2021;12:20:48;115459.181;558184.043;-1.344;2
L600045;18-9-2021;12:20:49;115458.59;558184.446;-1.342;2
L600046;18-9-2021;12:20:50;115458.073;558184.956;-1.329;2
L600047;18-9-2021;12:20:51;115457.472;558185.33;-1.326;2
L600048;18-9-2021;12:20:52;115456.969;558185.803;-1.312;2
L600049;18-9-2021;12:20:53;115456.457;558186.183;-1.313;2
L600050;18-9-2021;12:20:54;115455.966;558186.691;-1.316;2
L600051;18-9-2021;12:20:55;115455.377;558187.097;-1.307;2
L600052;18-9-2021;12:20:56;115454.876;558187.638;-1.321;2
L600053;18-9-2021;12:20:57;115454.352;558187.953;-1.312;2
L600054;18-9-2021;12:20:58;115453.839;558188.483;-1.302;2
L600055;18-9-2021;12:20:59;115453.265;558188.865;-1.307;2
L600056;18-9-2021;12:21:00;115452.774;558189.326;-1.31;2
L600057;18-9-2021;12:21:01;115452.081;558189.872;-1.3;2
L600058;18-9-2021;12:21:02;115451.537;558190.35;-1.29;2
L600059;18-9-2021;12:21:03;115451;558190.777;-1.28;2
L600060;18-9-2021;12:21:04;115450.401;558191.208;-1.263;2
L600061;18-9-2021;12:21:05;115449.889;558191.599;-1.263;2
L600062;18-9-2021;12:21:06;115449.257;558191.986;-1.265;2
L600063;18-9-2021;12:21:07;115448.704;558192.445;-1.272;2
L600064;18-9-2021;12:21:08;115448.103;558192.635;-1.263;2
L600065;18-9-2021;12:21:09;115447.544;558193.11;-1.25;2
L600066;18-9-2021;12:21:10;115446.926;558193.382;-1.266;2
L600067;18-9-2021;12:21:11;115446.458;558193.806;-1.259;2
L600068;18-9-2021;12:21:12;115445.833;558194.136;-1.255;2
L600069;18-9-2021;12:21:13;115445.374;558194.575;-1.25;2
L600070;18-9-2021;12:21:14;115444.739;558194.98;-1.241;2
L600071;18-9-2021;12:21:15;115444.082;558195.378;-1.239;2
L600072;18-9-2021;12:21:16;115443.555;558195.816;-1.245;2
L600073;18-9-2021;12:21:17;115442.962;558196.198;-1.243;2
L600074;18-9-2021;12:21:18;115442.38;558196.709;-1.222;2
L600075;18-9-2021;12:21:19;115441.596;558197.039;-1.221;2
L600076;18-9-2021;12:21:20;115441.14;558197.449;-1.223;2
L600077;18-9-2021;12:21:21;115440.512;558197.731;-1.216;2
L600078;18-9-2021;12:21:22;115439.969;558198.225;-1.209;2
L600079;18-9-2021;12:21:23;115439.325;558198.537;-1.219;2
L600080;18-9-2021;12:21:24;115438.722;558199.003;-1.207;2
L600081;18-9-2021;12:21:25;115438.056;558199.445;-1.192;2
L600082;18-9-2021;12:21:26;115437.408;558199.745;-1.188;2
L600083;18-9-2021;12:21:27;115436.851;558200.264;-1.178;2
L600084;18-9-2021;12:21:28;115436.123;558200.632;-1.171;2
L600085;18-9-2021;12:21:29;115435.53;558201.071;-1.164;2
L600086;18-9-2021;12:21:30;115434.866;558201.441;-1.176;2
L600087;18-9-2021;12:21:31;115434.198;558201.754;-1.16;2
L600088;18-9-2021;12:21:32;115433.458;558202.21;-1.136;2
L600089;18-9-2021;12:21:33;115432.828;558202.49;-1.125;2
L600090;18-9-2021;12:21:34;115432.303;558202.93;-1.134;2
L600091;18-9-2021;12:21:35;115431.608;558203.261;-1.129;2
L600092;18-9-2021;12:21:36;115430.971;558203.791;-1.119;2
L600093;18-9-2021;12:21:37;115430.413;558204.258;-1.111;2
L600094;18-9-2021;12:21:38;115429.834;558204.781;-1.115;2
L600095;18-9-2021;12:21:39;115429.172;558205.338;-1.088;2
L600096;18-9-2021;12:21:40;115428.463;558205.748;-1.099;2
L600097;18-9-2021;12:21:41;115427.898;558206.292;-1.092;2
L600098;18-9-2021;12:21:42;115427.299;558206.777;-1.081;2
L600099;18-9-2021;12:21:43;115426.535;558207.165;-1.081;2
L600100;18-9-2021;12:21:44;115425.917;558207.572;-1.062;2
L600101;18-9-2021;12:21:45;115425.236;558207.958;-1.068;2
L600102;18-9-2021;12:21:46;115424.617;558208.481;-1.055;2
L600103;18-9-2021;12:21:47;115423.941;558208.875;-1.049;2
L600104;18-9-2021;12:21:48;115423.265;558209.306;-1.046;2
L600105;18-9-2021;12:21:49;115422.634;558209.751;-1.031;2
L600106;18-9-2021;12:21:50;115422.014;558210.095;-1.043;2
L600107;18-9-2021;12:21:51;115421.356;558210.643;-1.032;2
L600108;18-9-2021;12:21:52;115420.673;558211.17;-1.031;2
L600109;18-9-2021;12:21:53;115420.018;558211.605;-1.028;2
L600110;18-9-2021;12:21:54;115419.403;558212.161;-1.001;2
L600111;18-9-2021;12:21:55;115418.611;558212.577;-1.002;2
L600112;18-9-2021;12:21:56;115417.818;558213.079;-0.999;2
