Point ID;GNSS Position Solution.Start;Time;Easting;Northing;Elevation;GNSS Position Solution.Antenna Height
L200008;18-9-2021;13:17:54;117245.579;559770.891;-1.43;2
L200009;18-9-2021;13:17:55;117245.193;559771.407;-1.43;2
L200010;18-9-2021;13:17:56;117244.728;559771.854;-1.42;2
L200011;18-9-2021;13:17:57;117244.379;559772.398;-1.425;2
L200012;18-9-2021;13:17:58;117243.904;559772.956;-1.418;2
L200013;18-9-2021;13:17:59;117243.488;559773.457;-1.431;2
L200014;18-9-2021;13:18:00;117242.929;559773.904;-1.444;2
L200015;18-9-2021;13:18:01;117242.442;559774.346;-1.453;2
L200016;18-9-2021;13:18:02;117242.017;559774.8;-1.441;2
L200017;18-9-2021;13:18:03;117241.621;559775.328;-1.444;2
L200018;18-9-2021;13:18:04;117241.208;559775.738;-1.45;2
L200019;18-9-2021;13:18:05;117240.731;559776.243;-1.445;2
L200020;18-9-2021;13:18:06;117240.341;559776.701;-1.465;2
L200021;18-9-2021;13:18:07;117239.894;559777.278;-1.433;2
L200022;18-9-2021;13:18:08;117239.402;559777.708;-1.424;2
L200023;18-9-2021;13:18:09;117238.999;559778.192;-1.424;2
L200024;18-9-2021;13:18:10;117238.424;559778.662;-1.437;2
L200025;18-9-2021;13:18:11;117237.967;559779.005;-1.403;2
L200026;18-9-2021;13:18:12;117237.534;559779.469;-1.422;2
L200027;18-9-2021;13:18:13;117237.077;559779.834;-1.415;2
L200028;18-9-2021;13:18:14;117236.693;559780.356;-1.415;2
L200029;18-9-2021;13:18:15;117236.149;559780.868;-1.407;2
L200030;18-9-2021;13:18:16;117235.721;559781.411;-1.398;2
L200031;18-9-2021;13:18:17;117235.302;559781.765;-1.403;2
L200032;18-9-2021;13:18:18;117234.839;559782.297;-1.411;2
L200033;18-9-2021;13:18:19;117234.279;559782.745;-1.425;2
L200034;18-9-2021;13:18:20;117233.836;559783.337;-1.407;2
L200035;18-9-2021;13:18:21;117233.311;559783.747;-1.407;2
L200036;18-9-2021;13:18:22;117232.882;559784.29;-1.42;2
L200037;18-9-2021;13:18:23;117232.353;559784.727;-1.398;2
L200038;18-9-2021;13:18:24;117231.78;559785.288;-1.396;2
L200039;18-9-2021;13:18:25;117231.236;559785.814;-1.412;2
L200040;18-9-2021;13:18:26;117230.689;559786.314;-1.398;2
L200041;18-9-2021;13:18:27;117230.189;559786.729;-1.417;2
L200042;18-9-2021;13:18:28;117229.585;559787.332;-1.409;2
L200043;18-9-2021;13:18:29;117229.039;559787.812;-1.42;2
L200044;18-9-2021;13:18:30;117228.524;559788.268;-1.435;2
L200045;18-9-2021;13:18:31;117227.965;559788.817;-1.42;2
L200046;18-9-2021;13:18:32;117227.396;559789.38;-1.437;2
L200047;18-9-2021;13:18:33;117226.906;559789.808;-1.429;2
L200048;18-9-2021;13:18:34;117226.436;559790.144;-1.438;2
L200049;18-9-2021;13:18:35;117226.039;559790.619;-1.429;2
L200050;18-9-2021;13:18:36;117225.656;559790.995;-1.42;2
L200051;18-9-2021;13:18:37;117225.276;559791.435;-1.423;2
L200052;18-9-2021;13:18:38;117224.813;559791.996;-1.406;2
L200053;18-9-2021;13:18:39;117224.282;559792.459;-1.404;2
L200054;18-9-2021;13:18:40;117223.816;559792.87;-1.426;2
L200055;18-9-2021;13:18:41;117223.312;559793.341;-1.412;2
L200056;18-9-2021;13:18:42;117222.845;559793.793;-1.401;2
L200057;18-9-2021;13:18:43;117222.369;559794.096;-1.407;2
L200058;18-9-2021;13:18:44;117221.877;559794.607;-1.404;2
L200059;18-9-2021;13:18:45;117221.39;559795.054;-1.399;2
L200060;18-9-2021;13:18:46;117220.845;559795.738;-1.383;2
L200061;18-9-2021;13:18:47;117220.327;559796.333;-1.383;2
L200062;18-9-2021;13:18:48;117219.814;559796.741;-1.368;2
L200063;18-9-2021;13:18:49;117219.293;559797.318;-1.363;2
L200064;18-9-2021;13:18:50;117218.772;559797.825;-1.343;2
L200065;18-9-2021;13:18:51;117218.273;559798.208;-1.353;2
L200066;18-9-2021;13:18:52;117217.903;559798.751;-1.342;2
L200067;18-9-2021;13:18:53;117217.493;559799.069;-1.366;2
L200068;18-9-2021;13:18:54;117216.873;559799.866;-1.347;2
L200069;18-9-2021;13:18:55;117216.527;559800.238;-1.34;2
L200070;18-9-2021;13:18:56;117215.957;559800.713;-1.339;2
L200071;18-9-2021;13:18:57;117215.545;559801.179;-1.319;2
L200072;18-9-2021;13:18:58;117215.101;559801.488;-1.31;2
L200073;18-9-2021;13:18:59;117214.539;559802;-1.316;2
L200074;18-9-2021;13:19:00;117214.165;559802.637;-1.308;2
L200075;18-9-2021;13:19:01;117213.519;559803.097;-1.311;2
L200076;18-9-2021;13:19:02;117213.055;559803.632;-1.306;2
L200077;18-9-2021;13:19:03;117212.553;559804.208;-1.317;2
L200078;18-9-2021;13:19:04;117211.976;559804.674;-1.327;2
L200079;18-9-2021;13:19:05;117211.422;559805.242;-1.321;2
L200080;18-9-2021;13:19:06;117210.893;559805.75;-1.325;2
L200081;18-9-2021;13:19:07;117210.376;559806.232;-1.316;2
L200082;18-9-2021;13:19:08;117210.053;559806.926;-1.285;2
L200083;18-9-2021;13:19:09;117209.596;559807.375;-1.275;2
L200084;18-9-2021;13:19:10;117209.162;559807.775;-1.269;2
L200085;18-9-2021;13:19:11;117208.679;559808.299;-1.274;2
L200086;18-9-2021;13:19:12;117208.124;559808.795;-1.267;2
L200087;18-9-2021;13:19:13;117207.664;559809.385;-1.243;2
L200088;18-9-2021;13:19:14;117207.178;559809.954;-1.236;2
L200089;18-9-2021;13:19:15;117206.585;559810.411;-1.212;2
L200090;18-9-2021;13:19:16;117206.105;559811.057;-1.218;2
L200091;18-9-2021;13:19:17;117205.595;559811.473;-1.186;2
L200092;18-9-2021;13:19:18;117205.205;559811.893;-1.182;2
L200093;18-9-2021;13:19:19;117204.815;559812.422;-1.167;2
L200094;18-9-2021;13:19:20;117204.284;559813.001;-1.156;2
L200095;18-9-2021;13:19:21;117203.822;559813.586;-1.139;2
L200096;18-9-2021;13:19:22;117203.326;559814.073;-1.125;2
L200097;18-9-2021;13:19:23;117202.766;559814.735;-1.115;2
L200098;18-9-2021;13:19:24;117202.223;559815.302;-1.126;2
L200099;18-9-2021;13:19:25;117201.646;559815.83;-1.115;2
L200100;18-9-2021;13:19:26;117201.124;559816.25;-1.078;2
L200101;18-9-2021;13:19:27;117200.66;559816.74;-0.983;2
L200102;18-9-2021;13:19:28;117200.188;559817.13;-0.875;2
L200103;18-9-2021;13:19:29;117199.774;559817.483;-0.816;2
L200104;18-9-2021;13:19:30;117199.362;559817.974;-0.725;2
L200105;18-9-2021;13:19:31;117198.848;559818.591;-0.644;2
L200106;18-9-2021;13:19:32;117198.219;559819.065;-0.542;2
L200107;18-9-2021;13:19:33;117197.494;559819.595;-0.456;2
L200108;18-9-2021;13:19:34;117196.923;559820.17;-0.369;2
L200109;18-9-2021;13:19:35;117196.236;559820.799;-0.273;2
L200110;18-9-2021;13:19:36;117195.425;559821.396;-0.156;2
L200111;18-9-2021;13:19:37;117194.672;559822.098;-0.035;2
L200112;18-9-2021;13:19:38;117193.867;559822.793;0.116;2
L200113;18-9-2021;13:19:39;117193.078;559823.555;0.254;2
L200114;18-9-2021;13:19:40;117192.27;559824.286;0.388;2
L200115;18-9-2021;13:19:41;117191.458;559825.085;0.527;2
L200116;18-9-2021;13:19:42;117190.696;559825.849;0.626;2
L200117;18-9-2021;13:19:43;117189.92;559826.59;0.758;2
L200118;18-9-2021;13:19:44;117189.224;559827.339;0.867;2
L200119;18-9-2021;13:19:45;117188.374;559828.078;0.974;2
L200120;18-9-2021;13:19:46;117187.589;559828.779;0.958;2
L200121;18-9-2021;13:19:47;117186.832;559829.493;0.948;2
L200122;18-9-2021;13:19:48;117185.968;559830.343;0.986;2
L200123;18-9-2021;13:19:49;117185.086;559831.205;1.056;2
L200124;18-9-2021;13:19:50;117184.22;559831.999;1.042;2
L200125;18-9-2021;13:19:51;117183.356;559832.704;0.994;2
L200126;18-9-2021;13:19:52;117182.358;559833.4;1.005;2
L200127;18-9-2021;13:19:53;117181.455;559834.072;1.029;2
L200128;18-9-2021;13:19:54;117180.593;559834.831;1.093;2
L200129;18-9-2021;13:19:55;117179.915;559835.529;1.148;2
L200130;18-9-2021;13:19:56;117179.104;559836.233;1.158;2
L200131;18-9-2021;13:19:57;117178.324;559837.013;1.248;2
L200132;18-9-2021;13:19:58;117177.588;559837.754;1.306;2
L200133;18-9-2021;13:19:59;117176.862;559838.439;1.348;2
L200134;18-9-2021;13:20:00;117176.155;559839.23;1.382;2
L200135;18-9-2021;13:20:01;117175.481;559839.933;1.405;2
L200136;18-9-2021;13:20:02;117174.717;559840.572;1.423;2
L200137;18-9-2021;13:20:03;117173.91;559841.33;1.466;2
L200138;18-9-2021;13:20:04;117172.977;559842.068;1.503;2
L200139;18-9-2021;13:20:05;117172.136;559842.786;1.507;2
L200140;18-9-2021;13:20:06;117171.177;559843.551;1.479;2
L200141;18-9-2021;13:20:07;117170.303;559844.371;1.445;2
L200142;18-9-2021;13:20:08;117169.31;559845.193;1.448;2
L200143;18-9-2021;13:20:09;117168.254;559846.035;1.448;2
L200144;18-9-2021;13:20:10;117167.228;559846.811;1.442;2
L200145;18-9-2021;13:20:11;117166.234;559847.623;1.461;2
L200146;18-9-2021;13:20:12;117165.272;559848.404;1.461;2
L200147;18-9-2021;13:20:13;117164.201;559849.142;1.482;2
L200148;18-9-2021;13:20:14;117163.334;559849.874;1.497;2
L200149;18-9-2021;13:20:15;117162.502;559850.722;1.54;2
L200150;18-9-2021;13:20:16;117161.695;559851.476;1.559;2
L200151;18-9-2021;13:20:17;117160.843;559852.284;1.589;2
L200152;18-9-2021;13:20:18;117160.089;559853.079;1.639;2
L200153;18-9-2021;13:20:19;117159.32;559853.825;1.71;2
L200154;18-9-2021;13:20:20;117158.594;559854.51;1.78;2
L200155;18-9-2021;13:20:21;117158.125;559855.063;1.8;2
L300001;18-9-2021;12:57:40;116864.289;559505.503;-1.638;2
L300002;18-9-2021;12:57:41;116864.2;559505.561;-1.643;2
L300003;18-9-2021;12:57:42;116863.949;559505.84;-1.635;2
L300004;18-9-2021;12:57:43;116863.639;559506.317;-1.627;2
L300005;18-9-2021;12:57:44;116863.314;559506.608;-1.616;2
L300006;18-9-2021;12:57:45;116862.935;559507.098;-1.617;2
L300007;18-9-2021;12:57:46;116862.556;559507.473;-1.634;2
L300008;18-9-2021;12:57:47;116862.25;559507.995;-1.623;2
L300009;18-9-2021;12:57:48;116861.856;559508.366;-1.648;2
L300010;18-9-2021;12:57:49;116861.453;559508.902;-1.622;2
L300011;18-9-2021;12:57:50;116861.064;559509.341;-1.618;2
L300012;18-9-2021;12:57:51;116860.588;559509.772;-1.622;2
L300013;18-9-2021;12:57:52;116860.168;559510.124;-1.634;2
L300014;18-9-2021;12:57:53;116859.613;559510.647;-1.616;2
L300015;18-9-2021;12:57:54;116859.265;559511.087;-1.607;2
L300016;18-9-2021;12:57:55;116858.889;559511.581;-1.59;2
L300017;18-9-2021;12:57:56;116858.536;559512.032;-1.591;2
L300018;18-9-2021;12:57:57;116858.164;559512.521;-1.591;2
L300019;18-9-2021;12:57:58;116857.71;559513.046;-1.6;2
L300020;18-9-2021;12:57:59;116857.369;559513.582;-1.599;2
L300021;18-9-2021;12:58:00;116856.995;559514.097;-1.589;2
L300022;18-9-2021;12:58:01;116856.551;559514.458;-1.576;2
L300023;18-9-2021;12:58:02;116856.192;559514.95;-1.562;2
L300024;18-9-2021;12:58:03;116855.75;559515.382;-1.577;2
L300025;18-9-2021;12:58:04;116855.455;559515.932;-1.56;2
L300026;18-9-2021;12:58:05;116854.993;559516.388;-1.542;2
L300027;18-9-2021;12:58:06;116854.591;559516.895;-1.51;2
L300028;18-9-2021;12:58:07;116854.133;559517.306;-1.503;2
L300029;18-9-2021;12:58:08;116853.745;559517.85;-1.481;2
L300030;18-9-2021;12:58:09;116853.389;559518.398;-1.479;2
L300031;18-9-2021;12:58:10;116852.905;559518.95;-1.472;2
L300032;18-9-2021;12:58:11;116852.476;559519.413;-1.466;2
L300033;18-9-2021;12:58:12;116852.026;559519.885;-1.464;2
L300034;18-9-2021;12:58:13;116851.694;559520.377;-1.455;2
L300035;18-9-2021;12:58:14;116851.187;559520.924;-1.453;2
L300036;18-9-2021;12:58:15;116850.801;559521.463;-1.43;2
L300037;18-9-2021;12:58:16;116850.351;559521.922;-1.432;2
L300038;18-9-2021;12:58:17;116850.016;559522.438;-1.422;2
L300039;18-9-2021;12:58:18;116849.611;559522.909;-1.411;2
L300040;18-9-2021;12:58:19;116849.246;559523.514;-1.395;2
L300041;18-9-2021;12:58:20;116848.787;559524.017;-1.379;2
L300042;18-9-2021;12:58:21;116848.353;559524.548;-1.343;2
L300043;18-9-2021;12:58:22;116847.941;559524.964;-1.326;2
L300044;18-9-2021;12:58:23;116847.574;559525.484;-1.288;2
L300045;18-9-2021;12:58:24;116847.1;559526.013;-1.262;2
L300046;18-9-2021;12:58:25;116846.597;559526.641;-1.226;2
L300047;18-9-2021;12:58:26;116846.304;559527.183;-1.209;2
L300048;18-9-2021;12:58:27;116845.925;559527.71;-1.203;2
L300049;18-9-2021;12:58:28;116845.379;559528.177;-1.186;2
L300050;18-9-2021;12:58:29;116844.968;559528.633;-1.173;2
L300051;18-9-2021;12:58:30;116844.598;559529.327;-1.164;2
L300052;18-9-2021;12:58:31;116844.322;559529.804;-1.163;2
L300053;18-9-2021;12:58:32;116843.94;559530.495;-1.143;2
L300054;18-9-2021;12:58:33;116843.549;559530.987;-1.152;2
L300055;18-9-2021;12:58:34;116843.14;559531.562;-1.138;2
L300056;18-9-2021;12:58:35;116842.713;559532.213;-1.119;2
L300057;18-9-2021;12:58:36;116842.351;559532.825;-1.116;2
L300058;18-9-2021;12:58:37;116842.011;559533.435;-1.097;2
L300059;18-9-2021;12:58:38;116841.544;559533.867;-1.105;2
L300060;18-9-2021;12:58:39;116841.172;559534.51;-1.083;2
L300061;18-9-2021;12:58:40;116840.699;559535.006;-1.057;2
L300062;18-9-2021;12:58:42;116840.177;559535.736;-0.964;2
L300063;18-9-2021;12:58:43;116839.777;559536.31;-0.895;2
L300064;18-9-2021;12:58:43;116839.357;559536.772;-0.825;2
L300065;18-9-2021;12:58:45;116838.841;559537.541;-0.739;2
L300066;18-9-2021;12:58:46;116838.46;559538.28;-0.634;2
L300067;18-9-2021;12:58:47;116837.923;559538.977;-0.525;2
L300068;18-9-2021;12:58:48;116837.309;559539.712;-0.447;2
L300069;18-9-2021;12:58:49;116836.75;559540.412;-0.363;2
L300070;18-9-2021;12:58:50;116836.093;559541.271;-0.249;2
L300071;18-9-2021;12:58:51;116835.473;559542.147;-0.154;2
L300072;18-9-2021;12:58:52;116834.8;559543.09;-0.077;2
L300073;18-9-2021;12:58:53;116834.149;559544.105;0.008;2
L300074;18-9-2021;12:58:54;116833.369;559545.078;0.077;2
L300075;18-9-2021;12:58:55;116832.543;559546.036;0.169;2
L300076;18-9-2021;12:58:56;116831.744;559546.905;0.299;2
L300077;18-9-2021;12:58:57;116830.999;559547.841;0.443;2
L300078;18-9-2021;12:58:58;116830.302;559548.736;0.569;2
L300079;18-9-2021;12:58:59;116829.519;559549.682;0.714;2
L300080;18-9-2021;12:59:00;116828.789;559550.583;0.816;2
L300081;18-9-2021;12:59:01;116828.035;559551.514;0.887;2
L300082;18-9-2021;12:59:02;116827.336;559552.459;0.894;2
L300083;18-9-2021;12:59:03;116826.513;559553.35;0.814;2
L300084;18-9-2021;12:59:04;116825.653;559554.227;0.926;2
L300085;18-9-2021;12:59:05;116824.79;559555.125;1.042;2
L300086;18-9-2021;12:59:06;116824.249;559555.798;1.101;2
L300087;18-9-2021;12:59:07;116823.577;559556.694;1.076;2
L300088;18-9-2021;12:59:08;116822.9;559557.564;1.029;2
L300089;18-9-2021;12:59:09;116822.153;559558.549;1.016;2
L300090;18-9-2021;12:59:10;116821.429;559559.56;1.101;2
L300091;18-9-2021;12:59:11;116820.765;559560.473;1.218;2
L300092;18-9-2021;12:59:12;116819.981;559561.338;1.247;2
L300093;18-9-2021;12:59:13;116819.291;559562.225;1.298;2
L300094;18-9-2021;12:59:14;116818.542;559563.073;1.341;2
L300095;18-9-2021;12:59:15;116817.79;559563.956;1.401;2
L300096;18-9-2021;12:59:16;116817.037;559564.936;1.482;2
L300097;18-9-2021;12:59:17;116816.479;559565.788;1.607;2
L300098;18-9-2021;12:59:18;116815.848;559566.7;1.738;2
L300099;18-9-2021;12:59:19;116815.292;559567.626;1.803;2
L300100;18-9-2021;12:59:20;116814.671;559568.464;1.773;2
L300101;18-9-2021;12:59:21;116813.905;559569.445;1.744;2
L300102;18-9-2021;12:59:22;116813.049;559570.412;1.732;2
L300103;18-9-2021;12:59:23;116812.251;559571.429;1.738;2
L300104;18-9-2021;12:59:24;116811.499;559572.432;1.753;2
L300105;18-9-2021;12:59:25;116810.855;559573.304;1.727;2
L300106;18-9-2021;12:59:26;116810.045;559574.354;1.74;2
L300107;18-9-2021;12:59:27;116809.312;559575.249;1.759;2
L300108;18-9-2021;12:59:28;116808.5;559576.115;1.754;2
L300109;18-9-2021;12:59:29;116807.725;559577.104;1.809;2
L300110;18-9-2021;12:59:30;116806.922;559578.165;1.864;2
L300111;18-9-2021;12:59:31;116806.239;559579.069;1.899;2
L300112;18-9-2021;12:59:32;116805.566;559580.03;1.936;2
L300113;18-9-2021;12:59:33;116804.755;559580.993;1.992;2
L300114;18-9-2021;12:59:34;116804.009;559581.901;1.971;2
L300115;18-9-2021;12:59:35;116803.271;559582.849;2.036;2
L300116;18-9-2021;12:59:36;116802.52;559583.712;2.062;2
L300117;18-9-2021;12:59:37;116801.866;559584.652;2.095;2
L300118;18-9-2021;12:59:38;116801.283;559585.478;2.109;2
L300119;18-9-2021;12:59:39;116800.627;559586.264;2.15;2
L400001;18-9-2021;12:46:46;116133.255;558905.899;-1.789;2
L400002;18-9-2021;12:46:47;116133.261;558905.899;-1.784;2
L400003;18-9-2021;12:46:48;116132.977;558906.185;-1.776;2
L400004;18-9-2021;12:46:49;116132.785;558906.531;-1.77;2
L400005;18-9-2021;12:46:50;116132.494;558906.926;-1.758;2
L400006;18-9-2021;12:46:51;116132.261;558907.392;-1.748;2
L400007;18-9-2021;12:46:52;116131.975;558907.765;-1.728;2
L400008;18-9-2021;12:46:53;116131.794;558908.173;-1.714;2
L400009;18-9-2021;12:46:54;116131.439;558908.605;-1.715;2
L400010;18-9-2021;12:46:55;116131.124;558908.966;-1.688;2
L400011;18-9-2021;12:46:56;116130.857;558909.403;-1.674;2
L400012;18-9-2021;12:46:57;116130.543;558909.919;-1.68;2
L400013;18-9-2021;12:46:58;116130.181;558910.437;-1.65;2
L400014;18-9-2021;12:46:59;116129.856;558910.96;-1.633;2
L400015;18-9-2021;12:47:00;116129.563;558911.406;-1.606;2
L400016;18-9-2021;12:47:01;116129.261;558911.871;-1.592;2
L400017;18-9-2021;12:47:02;116128.922;558912.413;-1.565;2
L400018;18-9-2021;12:47:03;116128.567;558912.967;-1.553;2
L400019;18-9-2021;12:47:04;116128.214;558913.46;-1.518;2
L400020;18-9-2021;12:47:05;116127.861;558913.953;-1.543;2
L400021;18-9-2021;12:47:06;116127.437;558914.476;-1.527;2
L400022;18-9-2021;12:47:07;116127.092;558914.839;-1.515;2
L400023;18-9-2021;12:47:08;116126.671;558915.255;-1.471;2
L400024;18-9-2021;12:47:09;116126.345;558915.815;-1.463;2
L400025;18-9-2021;12:47:10;116126.046;558916.241;-1.435;2
L400026;18-9-2021;12:47:11;116125.747;558916.857;-1.43;2
L400027;18-9-2021;12:47:12;116125.363;558917.423;-1.381;2
L400028;18-9-2021;12:47:13;116125.085;558917.975;-1.393;2
L400029;18-9-2021;12:47:14;116124.669;558918.363;-1.398;2
L400030;18-9-2021;12:47:15;116124.154;558918.978;-1.366;2
L400031;18-9-2021;12:47:16;116123.672;558919.437;-1.349;2
L400032;18-9-2021;12:47:17;116123.287;558920.051;-1.334;2
L400033;18-9-2021;12:47:18;116122.852;558920.586;-1.337;2
L400034;18-9-2021;12:47:19;116122.61;558921.219;-1.318;2
L400035;18-9-2021;12:47:20;116122.074;558921.762;-1.307;2
L400036;18-9-2021;12:47:21;116121.786;558922.358;-1.278;2
L400037;18-9-2021;12:47:22;116121.288;558922.862;-1.266;2
L400038;18-9-2021;12:47:23;116120.93;558923.44;-1.263;2
L400039;18-9-2021;12:47:24;116120.601;558923.941;-1.253;2
L400040;18-9-2021;12:47:25;116120.222;558924.523;-1.245;2
L400041;18-9-2021;12:47:26;116119.753;558925.031;-1.235;2
L400042;18-9-2021;12:47:27;116119.372;558925.615;-1.218;2
