Point ID;Date;Time;Easting;Northing;Elevation;GNSS Position Solution.Antenna Height
L60119;2021-10-06;15:52:36;115409.904;558217.859;-0.923;2
L60120;2021-10-06;15:52:37;115409.489;558218.443;-0.925;2
L60121;2021-10-06;15:52:38;115408.912;558218.943;-0.911;2
L60122;2021-10-06;15:52:39;115408.338;558219.373;-0.891;2
L60123;2021-10-06;15:52:40;115407.84;558219.895;-0.899;2
L60124;2021-10-06;15:52:41;115407.292;558220.316;-0.873;2
L60125;2021-10-06;15:52:42;115406.683;558220.76;-0.865;2
L60126;2021-10-06;15:52:43;115406.228;558221.369;-0.86;2
L60127;2021-10-06;15:52:44;115405.822;558221.993;-0.832;2
L60128;2021-10-06;15:52:45;115405.21;558222.407;-0.817;2
L60129;2021-10-06;15:52:46;115404.652;558222.922;-0.81;2
L60130;2021-10-06;15:52:47;115404.107;558223.561;-0.793;2
L60131;2021-10-06;15:52:48;115403.491;558224.113;-0.772;2
L60132;2021-10-06;15:52:49;115402.893;558224.761;-0.757;2
L60133;2021-10-06;15:52:50;115402.35;558225.365;-0.761;2
L60134;2021-10-06;15:52:51;115401.739;558225.888;-0.733;2
L60135;2021-10-06;15:52:52;115401.154;558226.354;-0.74;2
L60136;2021-10-06;15:52:53;115400.547;558226.892;-0.704;2
L60137;2021-10-06;15:52:54;115399.897;558227.428;-0.709;2
L60138;2021-10-06;15:52:55;115399.182;558227.985;-0.697;2
L60139;2021-10-06;15:52:56;115398.469;558228.478;-0.664;2
L60140;2021-10-06;15:52:57;115397.873;558229.045;-0.66;2
L60141;2021-10-06;15:52:58;115397.232;558229.598;-0.635;2
L60142;2021-10-06;15:52:59;115396.56;558230.138;-0.618;2
L60143;2021-10-06;15:53:00;115395.866;558230.721;-0.588;2
L60144;2021-10-06;15:53:01;115395.133;558231.313;-0.555;2
L60145;2021-10-06;15:53:02;115394.44;558231.902;-0.547;2
L60146;2021-10-06;15:53:03;115393.665;558232.54;-0.503;2
L60147;2021-10-06;15:53:04;115392.928;558233.246;-0.489;2
L60148;2021-10-06;15:53:05;115392.083;558233.906;-0.462;2
L60149;2021-10-06;15:53:06;115391.317;558234.605;-0.42;2
L60150;2021-10-06;15:53:07;115390.494;558235.287;-0.388;2
L60151;2021-10-06;15:53:08;115389.571;558236.011;-0.354;2
L60152;2021-10-06;15:53:09;115388.584;558236.814;-0.347;2
L60153;2021-10-06;15:53:10;115387.671;558237.646;-0.336;2
L60154;2021-10-06;15:53:11;115386.625;558238.534;-0.33;2
L60155;2021-10-06;15:53:12;115385.564;558239.286;-0.334;2
L60156;2021-10-06;15:53:13;115384.496;558239.999;-0.368;2
L60157;2021-10-06;15:53:14;115383.384;558240.725;-0.398;2
L60158;2021-10-06;15:53:15;115382.341;558241.428;-0.405;2
L60159;2021-10-06;15:53:16;115381.362;558242.255;-0.409;2
L60160;2021-10-06;15:53:17;115380.454;558243.106;-0.38;2
L60161;2021-10-06;15:53:18;115379.176;558244.113;-0.383;2
L60162;2021-10-06;15:53:19;115378.104;558244.954;-0.366;2
L60163;2021-10-06;15:53:21;115376.257;558246.664;-0.376;2
L60164;2021-10-06;15:53:22;115375.265;558247.547;-0.381;2
L60165;2021-10-06;15:53:23;115374.355;558248.335;-0.369;2
L60166;2021-10-06;15:53:24;115373.406;558249.138;-0.363;2
L60167;2021-10-06;15:53:25;115372.393;558249.968;-0.346;2
L60168;2021-10-06;15:53:26;115371.523;558250.783;-0.346;2
L60169;2021-10-06;15:53:27;115370.598;558251.752;-0.316;2
L60170;2021-10-06;15:53:28;115369.519;558252.605;-0.325;2
L60171;2021-10-06;15:53:29;115368.6;558253.422;-0.336;2
L60172;2021-10-06;15:53:30;115367.658;558254.285;-0.237;2
L60173;2021-10-06;15:53:31;115366.708;558255.155;-0.122;2
L60174;2021-10-06;15:53:32;115365.887;558255.913;0.023;2
L60175;2021-10-06;15:53:33;115365.187;558256.624;0.138;2
L60176;2021-10-06;15:53:34;115364.294;558257.468;0.256;2
L60177;2021-10-06;15:53:35;115363.422;558258.23;0.382;2
L60178;2021-10-06;15:53:36;115362.434;558258.992;0.503;2
L60179;2021-10-06;15:53:37;115361.511;558259.783;0.652;2
L60180;2021-10-06;15:53:38;115360.594;558260.494;0.765;2
L60181;2021-10-06;15:53:39;115359.585;558261.215;0.932;2
L60182;2021-10-06;15:53:40;115358.737;558261.847;1.057;2
L60183;2021-10-06;15:53:41;115357.838;558262.628;1.206;2
L60184;2021-10-06;15:53:42;115356.872;558263.403;1.325;2
L60185;2021-10-06;15:53:43;115355.819;558264.178;1.42;2
L60186;2021-10-06;15:53:44;115354.984;558264.883;1.477;2
L60187;2021-10-06;15:53:45;115354.12;558265.71;1.514;2
L100001;2021-10-06;15:04:30;117445.307;560045.331;-1.428;2
L100002;2021-10-06;15:04:31;117445.003;560045.507;-1.43;2
L100003;2021-10-06;15:04:32;117444.548;560045.649;-1.43;2
L100004;2021-10-06;15:04:33;117443.985;560045.835;-1.426;2
L100005;2021-10-06;15:04:34;117443.466;560046.188;-1.395;2
L100006;2021-10-06;15:04:35;117443.027;560046.546;-1.401;2
L100007;2021-10-06;15:04:36;117442.44;560046.929;-1.422;2
L100008;2021-10-06;15:04:37;117441.858;560047.165;-1.419;2
L100009;2021-10-06;15:04:38;117441.321;560047.512;-1.429;2
L100010;2021-10-06;15:04:39;117440.79;560047.743;-1.421;2
L100011;2021-10-06;15:04:40;117440.342;560048.101;-1.44;2
L100012;2021-10-06;15:04:41;117439.84;560048.269;-1.432;2
L100013;2021-10-06;15:04:42;117439.331;560048.631;-1.424;2
L100014;2021-10-06;15:04:43;117438.826;560048.867;-1.431;2
L100015;2021-10-06;15:04:44;117438.417;560049.148;-1.44;2
L100016;2021-10-06;15:04:45;117437.792;560049.341;-1.436;2
L100017;2021-10-06;15:04:46;117437.327;560049.565;-1.448;2
L100018;2021-10-06;15:04:47;117436.814;560049.77;-1.452;2
L100019;2021-10-06;15:04:48;117436.236;560049.953;-1.466;2
L100020;2021-10-06;15:04:49;117435.783;560050.155;-1.449;2
L100021;2021-10-06;15:04:50;117435.257;560050.262;-1.452;2
L100022;2021-10-06;15:04:51;117434.835;560050.415;-1.446;2
L100023;2021-10-06;15:04:52;117434.342;560050.542;-1.447;2
L100024;2021-10-06;15:04:53;117433.826;560050.704;-1.454;2
L100025;2021-10-06;15:04:54;117433.306;560050.887;-1.446;2
L100026;2021-10-06;15:04:55;117432.836;560051.104;-1.435;2
L100027;2021-10-06;15:04:56;117432.348;560051.254;-1.417;2
L100028;2021-10-06;15:04:57;117431.904;560051.488;-1.398;2
L100029;2021-10-06;15:04:58;117431.322;560051.646;-1.381;2
L100030;2021-10-06;15:04:59;117430.796;560051.811;-1.347;2
L100031;2021-10-06;15:05:00;117430.283;560051.971;-1.325;2
L100032;2021-10-06;15:05:01;117429.67;560052.127;-1.32;2
L100033;2021-10-06;15:05:02;117429.078;560052.334;-1.304;2
L100034;2021-10-06;15:05:03;117428.583;560052.624;-1.267;2
L100035;2021-10-06;15:05:04;117427.99;560052.827;-1.211;2
L100036;2021-10-06;15:05:05;117427.453;560053.038;-1.175;2
L100037;2021-10-06;15:05:06;117426.933;560053.195;-1.105;2
L100038;2021-10-06;15:05:07;117426.436;560053.402;-1.005;2
L100039;2021-10-06;15:05:08;117425.836;560053.626;-0.918;2
L100040;2021-10-06;15:05:09;117425.294;560053.77;-0.856;2
L100041;2021-10-06;15:05:10;117424.876;560053.929;-0.812;2
L100042;2021-10-06;15:05:11;117424.209;560054.141;-0.733;2
L100043;2021-10-06;15:05:12;117423.558;560054.349;-0.699;2
L100044;2021-10-06;15:05:13;117422.984;560054.518;-0.523;2
L100045;2021-10-06;15:05:14;117422.493;560054.781;-0.433;2
L100046;2021-10-06;15:05:15;117422.07;560055.023;-0.391;2
L100047;2021-10-06;15:05:16;117421.484;560055.287;-0.329;2
L100048;2021-10-06;15:05:17;117420.569;560055.566;-0.214;2
L100049;2021-10-06;15:05:18;117419.592;560055.845;-0.13;2
L100050;2021-10-06;15:05:19;117418.53;560056.219;-0.05;2
L100051;2021-10-06;15:05:20;117417.4;560056.575;0.036;2
L100052;2021-10-06;15:05:21;117416.219;560056.829;0.111;2
L100053;2021-10-06;15:05:22;117415.096;560057.214;0.145;2
L100054;2021-10-06;15:05:23;117413.909;560057.617;0.2;2
L100055;2021-10-06;15:05:24;117412.75;560058.005;0.256;2
L100056;2021-10-06;15:05:25;117411.558;560058.44;0.332;2
L100057;2021-10-06;15:05:26;117410.375;560058.855;0.371;2
L100058;2021-10-06;15:05:27;117409.172;560059.328;0.406;2
L100059;2021-10-06;15:05:28;117408.017;560059.851;0.466;2
L100060;2021-10-06;15:05:29;117406.897;560060.399;0.544;2
L100061;2021-10-06;15:05:30;117405.818;560060.885;0.596;2
L100062;2021-10-06;15:05:31;117404.579;560061.415;0.65;2
L100063;2021-10-06;15:05:32;117403.52;560061.887;0.723;2
L100064;2021-10-06;15:05:33;117402.49;560062.397;0.801;2
L100065;2021-10-06;15:05:34;117401.415;560062.907;0.894;2
L100066;2021-10-06;15:05:35;117400.434;560063.398;0.956;2
L100067;2021-10-06;15:05:36;117399.416;560063.988;1.024;2
L100068;2021-10-06;15:05:37;117398.463;560064.416;1.054;2
L100069;2021-10-06;15:05:38;117397.607;560064.909;1.075;2
L100070;2021-10-06;15:05:39;117396.666;560065.433;1.053;2
L100071;2021-10-06;15:05:40;117395.87;560065.895;0.84;2
L100072;2021-10-06;15:05:41;117394.748;560066.674;0.776;2
L100073;2021-10-06;15:05:42;117393.64;560067.36;0.756;2
L100074;2021-10-06;15:05:43;117392.507;560068.025;0.731;2
L100075;2021-10-06;15:05:44;117391.339;560068.744;0.735;2
L100076;2021-10-06;15:05:45;117390.327;560069.387;0.747;2
L100077;2021-10-06;15:05:46;117389.274;560070.137;0.794;2
L100078;2021-10-06;15:05:47;117388.167;560070.803;0.975;2
L300001;2021-10-06;14:15:41;116852.769;559523.091;-1.433;2
L300002;2021-10-06;14:15:42;116852.786;559523.053;-1.435;2
L300003;2021-10-06;14:15:43;116852.653;559523.278;-1.413;2
L300004;2021-10-06;14:15:44;116852.448;559523.548;-1.421;2
L300005;2021-10-06;14:15:45;116852.276;559523.912;-1.402;2
L300006;2021-10-06;14:15:46;116851.933;559524.25;-1.387;2
L300007;2021-10-06;14:15:47;116851.716;559524.503;-1.373;2
L300008;2021-10-06;14:15:48;116851.54;559524.879;-1.382;2
L300009;2021-10-06;14:15:49;116851.149;559525.255;-1.372;2
L300010;2021-10-06;14:15:50;116850.83;559525.68;-1.344;2
L300011;2021-10-06;14:15:51;116850.585;559525.941;-1.339;2
L300012;2021-10-06;14:15:52;116850.32;559526.337;-1.31;2
L300013;2021-10-06;14:15:53;116850.108;559526.766;-1.292;2
L300014;2021-10-06;14:15:54;116849.819;559527.116;-1.272;2
L300015;2021-10-06;14:15:55;116849.52;559527.493;-1.258;2
L300016;2021-10-06;14:15:56;116849.171;559527.849;-1.235;2
L300017;2021-10-06;14:15:57;116848.878;559528.25;-1.217;2
L300018;2021-10-06;14:15:58;116848.55;559528.677;-1.194;2
L300019;2021-10-06;14:15:59;116848.24;559529.066;-1.162;2
L300020;2021-10-06;14:16:00;116847.898;559529.484;-1.149;2
L300021;2021-10-06;14:16:01;116847.606;559529.845;-1.131;2
L300022;2021-10-06;14:16:02;116847.286;559530.287;-1.128;2
L300023;2021-10-06;14:16:03;116846.902;559530.728;-1.118;2
L300024;2021-10-06;14:16:04;116846.575;559531.182;-1.125;2
L300025;2021-10-06;14:16:05;116846.185;559531.735;-1.12;2
L300026;2021-10-06;14:16:06;116845.816;559532.22;-1.141;2
L300027;2021-10-06;14:16:07;116845.471;559532.681;-1.121;2
L300028;2021-10-06;14:16:08;116844.954;559533.022;-1.073;2
L300029;2021-10-06;14:16:09;116844.615;559533.193;-1.015;2
L300030;2021-10-06;14:16:10;116844.289;559533.496;-1.073;2
L300031;2021-10-06;14:16:11;116843.903;559533.805;-1.116;2
L300032;2021-10-06;14:16:12;116843.655;559534.028;-1.085;2
L300033;2021-10-06;14:16:13;116843.268;559534.468;-1.089;2
L300034;2021-10-06;14:16:14;116842.912;559534.887;-1.096;2
L300035;2021-10-06;14:16:15;116842.665;559535.403;-1.054;2
L300036;2021-10-06;14:16:16;116842.358;559535.833;-1.016;2
L300037;2021-10-06;14:16:17;116842.12;559536.261;-0.967;2
L300038;2021-10-06;14:16:18;116841.71;559536.696;-0.908;2
L300039;2021-10-06;14:16:19;116841.417;559537.097;-0.857;2
L300040;2021-10-06;14:16:20;116841.107;559537.584;-0.791;2
L300041;2021-10-06;14:16:21;116840.746;559537.988;-0.762;2
L300042;2021-10-06;14:16:22;116840.5;559538.398;-0.734;2
L300043;2021-10-06;14:16:23;116840.15;559538.91;-0.7;2
L300044;2021-10-06;14:16:24;116839.731;559539.394;-0.599;2
L300045;2021-10-06;14:16:25;116839.468;559539.92;-0.448;2
L300046;2021-10-06;14:16:26;116839.23;559540.416;-0.36;2
L300047;2021-10-06;14:16:27;116838.948;559540.876;-0.276;2
L300048;2021-10-06;14:16:28;116838.471;559541.473;-0.232;2
L300049;2021-10-06;14:16:29;116838.074;559542.096;-0.149;2
L300050;2021-10-06;14:16:30;116837.582;559542.858;-0.064;2
L300051;2021-10-06;14:16:31;116836.996;559543.789;0.022;2
L300052;2021-10-06;14:16:32;116836.308;559544.795;0.116;2
L300053;2021-10-06;14:16:33;116835.533;559545.819;0.171;2
L300054;2021-10-06;14:16:34;116834.775;559546.924;0.248;2
L300055;2021-10-06;14:16:35;116833.926;559548.085;0.301;2
L300056;2021-10-06;14:16:36;116833.111;559549.21;0.351;2
L300057;2021-10-06;14:16:37;116832.172;559550.317;0.399;2
L300058;2021-10-06;14:16:38;116831.294;559551.448;0.434;2
L300059;2021-10-06;14:16:39;116830.41;559552.612;0.509;2
L300060;2021-10-06;14:16:40;116829.561;559553.703;0.611;2
L300061;2021-10-06;14:16:41;116828.6;559554.81;0.671;2
L300062;2021-10-06;14:16:42;116827.719;559555.864;0.762;2
L300063;2021-10-06;14:16:43;116826.834;559556.894;0.911;2
L300064;2021-10-06;14:16:44;116825.873;559558.02;1.05;2
L300065;2021-10-06;14:16:45;116824.906;559559.153;1.148;2
L300066;2021-10-06;14:16:46;116824.037;559560.165;1.164;2
L300067;2021-10-06;14:16:47;116823.36;559561.009;1.129;2
L300068;2021-10-06;14:16:48;116822.469;559562.171;1.244;2
L300069;2021-10-06;14:16:49;116821.82;559562.979;1.282;2
L300070;2021-10-06;14:16:50;116820.835;559564.303;1.346;2
L300071;2021-10-06;14:16:51;116820.161;559565.165;1.4;2
L300072;2021-10-06;14:16:52;116819.212;559566.501;1.492;2
L300073;2021-10-06;14:16:53;116818.527;559567.648;1.676;2
L300074;2021-10-06;14:16:54;116817.895;559568.525;1.776;2
L300075;2021-10-06;14:16:55;116817.238;559569.402;1.778;2
L300076;2021-10-06;14:16:56;116816.715;559570.125;1.809;2
L300077;2021-10-06;14:16:57;116816.497;559570.355;1.815;2
