L40074;30-9-2021 00:00;07:49:45;116111.409;558939.867;-1.068;2
L40075;30-9-2021 00:00;07:49:46;116111.136;558940.204;-1.066;2
L40076;30-9-2021 00:00;07:49:47;116110.907;558940.553;-1.04;2
L40077;30-9-2021 00:00;07:49:48;116110.475;558941.043;-1.027;2
L40078;30-9-2021 00:00;07:49:49;116110.267;558941.458;-1.027;2
L40079;30-9-2021 00:00;07:49:50;116109.998;558941.69;-1.029;2
L40080;30-9-2021 00:00;07:49:51;116109.776;558942.046;-1.029;2
L40081;30-9-2021 00:00;07:49:52;116109.366;558942.394;-1.032;2
L40082;30-9-2021 00:00;07:49:53;116109.166;558942.883;-1.021;2
L40083;30-9-2021 00:00;07:49:54;116108.986;558943.173;-1.035;2
L40084;30-9-2021 00:00;07:49:55;116108.658;558943.468;-1.026;2
L40085;30-9-2021 00:00;07:49:56;116108.367;558943.922;-1.02;2
L40086;30-9-2021 00:00;07:49:57;116108.087;558944.507;-1.016;2
L40087;30-9-2021 00:00;07:49:58;116107.867;558945.068;-1.029;2
L40088;30-9-2021 00:00;07:49:59;116107.461;558945.348;-0.998;2
L40089;30-9-2021 00:00;07:50:00;116107.282;558945.749;-0.994;2
L40090;30-9-2021 00:00;07:50:01;116106.879;558946.13;-0.955;2
L40091;30-9-2021 00:00;07:50:02;116106.657;558946.682;-0.93;2
L40092;30-9-2021 00:00;07:50:03;116106.35;558947.084;-0.911;2
L40093;30-9-2021 00:00;07:50:04;116106.078;558947.494;-0.879;2
L40094;30-9-2021 00:00;07:50:05;116105.696;558947.75;-0.864;2
L40095;30-9-2021 00:00;07:50:06;116105.536;558948.193;-0.825;2
L40096;30-9-2021 00:00;07:50:07;116105.364;558948.535;-0.788;2
L40097;30-9-2021 00:00;07:50:08;116105.02;558948.817;-0.737;2
L40098;30-9-2021 00:00;07:50:09;116104.863;558949.169;-0.666;2
L40099;30-9-2021 00:00;07:50:10;116104.494;558949.484;-0.622;2
L40100;30-9-2021 00:00;07:50:11;116104.361;558949.915;-0.574;2
L40101;30-9-2021 00:00;07:50:12;116103.937;558950.289;-0.498;2
L40102;30-9-2021 00:00;07:50:13;116103.822;558950.686;-0.472;2
L40103;30-9-2021 00:00;07:50:14;116103.508;558950.937;-0.478;2
L40104;30-9-2021 00:00;07:50:15;116103.342;558951.469;-0.419;2
L40105;30-9-2021 00:00;07:50:16;116102.936;558951.807;-0.357;2
L40106;30-9-2021 00:00;07:50:17;116102.697;558952.423;-0.366;2
L40107;30-9-2021 00:00;07:50:18;116102.207;558952.917;-0.243;2
L40108;30-9-2021 00:00;07:50:19;116101.914;558953.504;-0.17;2
L40109;30-9-2021 00:00;07:50:20;116101.541;558953.971;-0.103;2
L40110;30-9-2021 00:00;07:50:21;116100.959;558954.496;-0.018;2
L40111;30-9-2021 00:00;07:50:23;116100.114;558955.168;0.106;2
L40112;30-9-2021 00:00;07:50:23;116099.543;558955.858;0.21;2
L40113;30-9-2021 00:00;07:50:24;116098.895;558956.601;0.292;2
L40114;30-9-2021 00:00;07:50:25;116098.277;558957.299;0.334;2
L40115;30-9-2021 00:00;07:50:26;116097.614;558958.08;0.367;2
L40116;30-9-2021 00:00;07:50:27;116097.071;558958.909;0.416;2
L40117;30-9-2021 00:00;07:50:29;116096.348;558959.942;0.463;2
L40118;30-9-2021 00:00;07:50:29;116095.93;558960.616;0.5;2
L40119;30-9-2021 00:00;07:50:30;116095.335;558961.514;0.561;2
L40120;30-9-2021 00:00;07:50:31;116094.743;558962.381;0.608;2
L40121;30-9-2021 00:00;07:50:33;116094.036;558963.45;0.733;2
L40122;30-9-2021 00:00;07:50:33;116093.636;558964.119;0.806;2
L40123;30-9-2021 00:00;07:50:35;116092.884;558965.173;0.897;2
L40124;30-9-2021 00:00;07:50:36;116092.288;558966.017;0.942;2
L40125;30-9-2021 00:00;07:50:36;116091.816;558966.709;0.942;2
L40126;30-9-2021 00:00;07:50:37;116091.265;558967.702;0.829;2
L40127;30-9-2021 00:00;07:50:39;116090.618;558968.85;0.949;2
L40128;30-9-2021 00:00;07:50:40;116090.284;558969.528;1.076;2
L40129;30-9-2021 00:00;07:50:41;116089.715;558970.214;1.182;2
L40130;30-9-2021 00:00;07:50:42;116089.253;558971.03;1.24;2
L40131;30-9-2021 00:00;07:50:43;116088.706;558971.78;1.307;2
L40132;30-9-2021 00:00;07:50:44;116088.096;558972.595;1.421;2
L40133;30-9-2021 00:00;07:50:45;116087.68;558973.306;1.495;2
L40134;30-9-2021 00:00;07:50:46;116087.025;558974.173;1.63;2
L40135;30-9-2021 00:00;07:50:47;116086.593;558974.747;1.904;2
L40136;30-9-2021 00:00;07:50:48;116086.238;558975.275;2.129;2
L40137;30-9-2021 00:00;07:50:49;116085.79;558975.741;2.218;2
L40138;30-9-2021 00:00;07:50:50;116085.28;558976.428;2.293;2
L40139;30-9-2021 00:00;07:50:51;116084.722;558977.067;2.298;2
L40140;30-9-2021 00:00;07:50:52;116084.115;558977.897;2.297;2
L40141;30-9-2021 00:00;07:50:53;116083.401;558978.743;2.294;2
L40142;30-9-2021 00:00;07:50:54;116082.611;558979.754;2.331;2
L40143;30-9-2021 00:00;07:50:55;116081.992;558980.59;2.355;2
L40144;30-9-2021 00:00;07:50:56;116081.318;558981.512;2.38;2
L40145;30-9-2021 00:00;07:50:57;116080.574;558982.393;2.408;2
L40146;30-9-2021 00:00;07:50:58;116079.688;558983.242;2.436;2
L40147;30-9-2021 00:00;07:50:59;116079.117;558984.135;2.437;2
L40148;30-9-2021 00:00;07:51:00;116078.398;558985.116;2.468;2
L40149;30-9-2021 00:00;07:51:01;116077.718;558985.955;2.463;2
L40150;30-9-2021 00:00;07:51:02;116077.105;558986.72;2.467;2
L40151;30-9-2021 00:00;07:51:03;116076.256;558987.562;2.524;2
L40152;30-9-2021 00:00;07:51:04;116075.484;558988.275;2.476;2
L40153;30-9-2021 00:00;07:51:05;116074.793;558989.05;2.436;2
L40154;30-9-2021 00:00;07:51:06;116074.031;558989.885;2.399;2
L40155;30-9-2021 00:00;07:51:07;116073.171;558990.921;2.455;2
L40156;30-9-2021 00:00;07:51:08;116072.426;558991.695;2.407;2
L40157;30-9-2021 00:00;07:51:09;116071.644;558992.478;2.425;2
L40158;30-9-2021 00:00;07:51:10;116070.897;558993.261;2.4;2
L40159;30-9-2021 00:00;07:51:11;116070.256;558994.244;2.475;2
L40160;30-9-2021 00:00;07:51:12;116069.719;558995.108;2.5;2
L40161;30-9-2021 00:00;07:51:13;116068.921;558995.729;2.509;2
L40162;30-9-2021 00:00;07:51:14;116068.165;558996.548;2.466;2
L40163;30-9-2021 00:00;07:51:15;116067.456;558997.49;2.468;2
L40164;30-9-2021 00:00;07:51:16;116066.73;558998.519;2.525;2
L40165;30-9-2021 00:00;07:51:17;116066.033;558999.553;2.576;2
L40166;30-9-2021 00:00;07:51:18;116065.358;559000.306;2.571;2
L40167;30-9-2021 00:00;07:51:19;116064.886;559001.179;2.615;2
L40168;30-9-2021 00:00;07:51:20;116064.236;559002.01;2.647;2
L40169;30-9-2021 00:00;07:51:21;116063.691;559002.71;2.656;2
L40170;30-9-2021 00:00;07:51:22;116063.12;559003.478;2.639;2
L40171;30-9-2021 00:00;07:51:23;116062.753;559004.133;2.656;2
L50001;30-9-2021 00:00;08:12:13;115718.907;558559.179;-1.437;2
L50002;30-9-2021 00:00;08:12:14;115718.902;558559.26;-1.445;2
L50003;30-9-2021 00:00;08:12:15;115718.56;558559.355;-1.459;2
L50004;30-9-2021 00:00;08:12:16;115718.244;558559.646;-1.43;2
L50005;30-9-2021 00:00;08:12:17;115718.075;558559.887;-1.429;2
L50006;30-9-2021 00:00;08:12:18;115717.7;558559.966;-1.423;2
L50007;30-9-2021 00:00;08:12:19;115717.519;558560.187;-1.413;2
L50008;30-9-2021 00:00;08:12:20;115717.223;558560.321;-1.423;2
L50009;30-9-2021 00:00;08:12:21;115716.876;558560.618;-1.398;2
L50010;30-9-2021 00:00;08:12:22;115716.723;558560.817;-1.406;2
L50011;30-9-2021 00:00;08:12:23;115716.499;558560.875;-1.416;2
L50012;30-9-2021 00:00;08:12:24;115716.202;558561.194;-1.403;2
L50013;30-9-2021 00:00;08:12:25;115715.974;558561.519;-1.394;2
L50014;30-9-2021 00:00;08:12:26;115715.798;558561.61;-1.421;2
L50015;30-9-2021 00:00;08:12:27;115715.515;558561.844;-1.403;2
L50016;30-9-2021 00:00;08:12:28;115715.247;558562.12;-1.402;2
L50017;30-9-2021 00:00;08:12:29;115714.921;558562.334;-1.393;2
L50018;30-9-2021 00:00;08:12:30;115714.571;558562.523;-1.396;2
L50019;30-9-2021 00:00;08:12:31;115714.407;558562.691;-1.385;2
L50020;30-9-2021 00:00;08:12:32;115714.157;558562.891;-1.366;2
L50021;30-9-2021 00:00;08:12:33;115713.822;558562.953;-1.38;2
L50022;30-9-2021 00:00;08:12:34;115713.585;558563.211;-1.37;2
L50023;30-9-2021 00:00;08:12:35;115713.289;558563.417;-1.389;2
L50024;30-9-2021 00:00;08:12:36;115712.921;558563.704;-1.382;2
L50025;30-9-2021 00:00;08:12:37;115712.697;558563.926;-1.356;2
L50026;30-9-2021 00:00;08:12:38;115712.416;558564.1;-1.343;2
L50027;30-9-2021 00:00;08:12:39;115712.094;558564.198;-1.365;2
L50028;30-9-2021 00:00;08:12:40;115711.906;558564.575;-1.346;2
L50029;30-9-2021 00:00;08:12:41;115711.569;558564.809;-1.361;2
L50030;30-9-2021 00:00;08:12:42;115711.3;558565.044;-1.346;2
L50031;30-9-2021 00:00;08:12:43;115711.015;558565.208;-1.35;2
L50032;30-9-2021 00:00;08:12:44;115710.686;558565.401;-1.356;2
L50033;30-9-2021 00:00;08:12:45;115710.372;558565.646;-1.375;2
L50034;30-9-2021 00:00;08:12:46;115710.165;558566;-1.362;2
L50035;30-9-2021 00:00;08:12:47;115710.009;558566.371;-1.337;2
L50036;30-9-2021 00:00;08:12:48;115709.697;558566.633;-1.319;2
L50037;30-9-2021 00:00;08:12:49;115709.431;558566.878;-1.308;2
L50038;30-9-2021 00:00;08:12:50;115709.18;558567.118;-1.321;2
L50039;30-9-2021 00:00;08:12:51;115708.892;558567.395;-1.326;2
L50040;30-9-2021 00:00;08:12:52;115708.708;558567.743;-1.321;2
L50041;30-9-2021 00:00;08:12:53;115708.363;558567.995;-1.312;2
L50042;30-9-2021 00:00;08:12:54;115708.157;558568.23;-1.321;2
L50043;30-9-2021 00:00;08:12:55;115707.921;558568.597;-1.318;2
L50044;30-9-2021 00:00;08:12:56;115707.54;558568.914;-1.306;2
L50045;30-9-2021 00:00;08:12:57;115707.251;558569.164;-1.314;2
L50046;30-9-2021 00:00;08:12:58;115707.032;558569.496;-1.298;2
L50047;30-9-2021 00:00;08:12:59;115706.648;558569.815;-1.286;2
L50048;30-9-2021 00:00;08:13:00;115706.341;558570.152;-1.274;2
L50049;30-9-2021 00:00;08:13:01;115706.048;558570.474;-1.28;2
L50050;30-9-2021 00:00;08:13:02;115705.685;558570.753;-1.277;2
L50051;30-9-2021 00:00;08:13:03;115705.414;558571.081;-1.276;2
L50052;30-9-2021 00:00;08:13:04;115705.143;558571.324;-1.283;2
L50053;30-9-2021 00:00;08:13:05;115704.796;558571.489;-1.287;2
L50054;30-9-2021 00:00;08:13:06;115704.403;558571.858;-1.263;2
L50055;30-9-2021 00:00;08:13:07;115704.072;558572.112;-1.253;2
L50056;30-9-2021 00:00;08:13:08;115703.864;558572.404;-1.267;2
L50057;30-9-2021 00:00;08:13:09;115703.555;558572.629;-1.243;2
L50058;30-9-2021 00:00;08:13:10;115703.228;558572.844;-1.257;2
L50059;30-9-2021 00:00;08:13:11;115703.01;558573.275;-1.251;2
L50060;30-9-2021 00:00;08:13:12;115702.595;558573.492;-1.253;2
L50061;30-9-2021 00:00;08:13:13;115702.333;558573.859;-1.246;2
L50062;30-9-2021 00:00;08:13:14;115701.915;558574.226;-1.239;2
L50063;30-9-2021 00:00;08:13:15;115701.587;558574.479;-1.234;2
L50064;30-9-2021 00:00;08:13:16;115701.308;558574.856;-1.221;2
L50065;30-9-2021 00:00;08:13:17;115700.89;558575.147;-1.236;2
L50066;30-9-2021 00:00;08:13:18;115700.691;558575.513;-1.229;2
L50067;30-9-2021 00:00;08:13:19;115700.352;558575.837;-1.224;2
L50068;30-9-2021 00:00;08:13:20;115699.864;558576.184;-1.206;2
L50069;30-9-2021 00:00;08:13:21;115699.343;558576.544;-1.211;2
L50070;30-9-2021 00:00;08:13:22;115699.092;558576.846;-1.196;2
L50071;30-9-2021 00:00;08:13:23;115698.827;558577.235;-1.185;2
L50072;30-9-2021 00:00;08:13:24;115698.36;558577.636;-1.18;2
L50073;30-9-2021 00:00;08:13:25;115697.97;558578.153;-1.187;2
L50074;30-9-2021 00:00;08:13:26;115697.566;558578.37;-1.19;2
L50075;30-9-2021 00:00;08:13:28;115697.035;558579.073;-1.195;2
L50076;30-9-2021 00:00;08:13:29;115696.71;558579.41;-1.183;2
L50077;30-9-2021 00:00;08:13:30;115696.384;558579.839;-1.188;2
L50078;30-9-2021 00:00;08:13:31;115695.992;558580.087;-1.171;2
L50079;30-9-2021 00:00;08:13:32;115695.704;558580.441;-1.169;2
L50080;30-9-2021 00:00;08:13:33;115695.261;558580.738;-1.171;2
L50081;30-9-2021 00:00;08:13:34;115694.844;558581.213;-1.173;2
L50082;30-9-2021 00:00;08:13:35;115694.538;558581.623;-1.145;2
L50083;30-9-2021 00:00;08:13:36;115694.201;558581.827;-1.142;2
L50084;30-9-2021 00:00;08:13:37;115693.806;558582.137;-1.137;2
L50085;30-9-2021 00:00;08:13:38;115693.364;558582.485;-1.125;2
L50086;30-9-2021 00:00;08:13:40;115692.613;558583.178;-1.127;2
L50087;30-9-2021 00:00;08:13:41;115692.3;558583.491;-1.127;2
L50088;30-9-2021 00:00;08:13:42;115691.826;558583.901;-1.135;2
L50089;30-9-2021 00:00;08:13:43;115691.52;558584.275;-1.118;2
L50090;30-9-2021 00:00;08:13:44;115691.292;558584.685;-1.106;2
L50091;30-9-2021 00:00;08:13:45;115690.926;558585.015;-1.109;2
L50092;30-9-2021 00:00;08:13:46;115690.678;558585.417;-1.122;2
L50093;30-9-2021 00:00;08:13:47;115690.368;558585.759;-1.124;2
L50094;30-9-2021 00:00;08:13:48;115689.99;558586.156;-1.116;2
L50095;30-9-2021 00:00;08:13:49;115689.62;558586.531;-1.118;2
L50096;30-9-2021 00:00;08:13:50;115689.258;558586.858;-1.098;2
L50097;30-9-2021 00:00;08:13:51;115688.969;558587.339;-1.09;2
L50098;30-9-2021 00:00;08:13:52;115688.634;558587.646;-1.069;2
L50099;30-9-2021 00:00;08:13:53;115688.36;558588.023;-1.076;2
L50100;30-9-2021 00:00;08:13:54;115688.019;558588.298;-1.074;2
L50101;30-9-2021 00:00;08:13:55;115687.605;558588.55;-1.074;2
L50102;30-9-2021 00:00;08:13:56;115687.274;558589.007;-1.065;2
L50103;30-9-2021 00:00;08:13:57;115686.871;558589.313;-1.074;2
L50104;30-9-2021 00:00;08:13:58;115686.464;558589.733;-1.078;2
L50105;30-9-2021 00:00;08:13:59;115686.054;558590.176;-1.076;2
L50106;30-9-2021 00:00;08:14:00;115685.728;558590.605;-1.071;2
L50107;30-9-2021 00:00;08:14:01;115685.274;558590.87;-1.073;2
L50108;30-9-2021 00:00;08:14:02;115684.878;558591.324;-1.071;2
L50109;30-9-2021 00:00;08:14:03;115684.534;558591.717;-1.069;2
L50110;30-9-2021 00:00;08:14:04;115684.196;558592.052;-1.053;2
L50111;30-9-2021 00:00;08:14:05;115683.851;558592.452;-1.061;2
L50112;30-9-2021 00:00;08:14:06;115683.414;558592.76;-1.069;2
L50113;30-9-2021 00:00;08:14:07;115683.068;558593.149;-1.052;2
L50114;30-9-2021 00:00;08:14:08;115682.696;558593.453;-1.052;2
L50115;30-9-2021 00:00;08:14:09;115682.266;558593.823;-1.049;2
L50116;30-9-2021 00:00;08:14:10;115681.892;558594.192;-1.057;2
L50117;30-9-2021 00:00;08:14:11;115681.483;558594.461;-1.052;2
L50118;30-9-2021 00:00;08:14:12;115681.168;558594.913;-1.019;2
L50119;30-9-2021 00:00;08:14:13;115680.829;558595.219;-1.014;2
L50120;30-9-2021 00:00;08:14:14;115680.497;558595.584;-0.995;2
L50121;30-9-2021 00:00;08:14:15;115680.131;558595.908;-1.003;2
L50122;30-9-2021 00:00;08:14:16;115679.785;558596.315;-0.976;2
L50123;30-9-2021 00:00;08:14:17;115679.431;558596.693;-0.958;2
L50124;30-9-2021 00:00;08:14:18;115679.07;558597.034;-0.963;2
L50125;30-9-2021 00:00;08:14:19;115678.675;558597.423;-0.927;2
L50126;30-9-2021 00:00;08:14:20;115678.267;558597.786;-0.93;2
L50127;30-9-2021 00:00;08:14:21;115677.884;558598.215;-0.906;2
L50128;30-9-2021 00:00;08:14:22;115677.425;558598.482;-0.89;2
L50129;30-9-2021 00:00;08:14:23;115677.12;558598.921;-0.885;2
L50130;30-9-2021 00:00;08:14:24;115676.727;558599.326;-0.886;2
L50131;30-9-2021 00:00;08:14:25;115676.247;558599.799;-0.865;2
L50132;30-9-2021 00:00;08:14:26;115675.789;558600.07;-0.862;2
L50133;30-9-2021 00:00;08:14:27;115675.398;558600.552;-0.862;2
L50134;30-9-2021 00:00;08:14:28;115675.126;558600.871;-0.85;2
L50135;30-9-2021 00:00;08:14:29;115674.699;558601.383;-0.841;2
L50136;30-9-2021 00:00;08:14:30;115674.336;558601.728;-0.827;2
L50137;30-9-2021 00:00;08:14:31;115673.827;558602.246;-0.814;2
L50138;30-9-2021 00:00;08:14:32;115673.311;558602.533;-0.809;2
L50139;30-9-2021 00:00;08:14:33;115672.95;558602.873;-0.804;2
L50140;30-9-2021 00:00;08:14:34;115672.477;558603.329;-0.801;2
L50141;30-9-2021 00:00;08:14:35;115672.186;558603.815;-0.791;2
L50142;30-9-2021 00:00;08:14:36;115671.72;558604.2;-0.791;2
L50143;30-9-2021 00:00;08:14:37;115671.336;558604.625;-0.751;2
L50144;30-9-2021 00:00;08:14:38;115670.945;558604.902;-0.77;2
L50145;30-9-2021 00:00;08:14:39;115670.407;558605.261;-0.756;2
L50146;30-9-2021 00:00;08:14:40;115669.932;558605.715;-0.746;2
L50147;30-9-2021 00:00;08:14:41;115669.517;558606.046;-0.755;2
L50148;30-9-2021 00:00;08:14:42;115669.167;558606.473;-0.751;2
L50149;30-9-2021 00:00;08:14:43;115668.592;558606.797;-0.726;2
L50150;30-9-2021 00:00;08:14:44;115668.085;558607.26;-0.708;2
L50151;30-9-2021 00:00;08:14:45;115667.558;558607.519;-0.683;2
L50152;30-9-2021 00:00;08:14:46;115667.108;558607.966;-0.666;2
L50153;30-9-2021 00:00;08:14:47;115666.687;558608.245;-0.681;2
L50154;30-9-2021 00:00;08:14:48;115666.197;558608.656;-0.657;2
L50155;30-9-2021 00:00;08:14:49;115665.761;558609.07;-0.634;2
L50156;30-9-2021 00:00;08:14:50;115665.352;558609.57;-0.597;2
L50157;30-9-2021 00:00;08:14:51;115664.85;558609.878;-0.602;2
L50158;30-9-2021 00:00;08:14:52;115664.501;558610.339;-0.577;2
L50159;30-9-2021 00:00;08:14:53;115663.979;558610.847;-0.544;2
L50160;30-9-2021 00:00;08:14:54;115663.674;558611.256;-0.519;2
L50161;30-9-2021 00:00;08:14:55;115663.208;558611.558;-0.481;2
L50162;30-9-2021 00:00;08:14:56;115662.575;558611.752;-0.453;2
L50163;30-9-2021 00:00;08:14:57;115662.058;558612.266;-0.376;2
L50164;30-9-2021 00:00;08:14:58;115661.531;558612.578;-0.375;2
L50165;30-9-2021 00:00;08:14:59;115661.051;558613.066;-0.364;2
L50166;30-9-2021 00:00;08:15:00;115660.497;558613.358;-0.315;2
L50167;30-9-2021 00:00;08:15:01;115659.956;558613.866;-0.283;2
L50168;30-9-2021 00:00;08:15:02;115659.57;558614.374;-0.251;2
L50169;30-9-2021 00:00;08:15:03;115658.871;558614.856;-0.193;2
L50170;30-9-2021 00:00;08:15:04;115658.38;558615.265;-0.134;2
L50171;30-9-2021 00:00;08:15:05;115657.736;558615.717;-0.069;2
L50172;30-9-2021 00:00;08:15:06;115657.293;558616.132;0.012;2
L50173;30-9-2021 00:00;08:15:07;115656.753;558616.655;0.09;2
L50174;30-9-2021 00:00;08:15:08;115656.187;558617.161;0.168;2
L50175;30-9-2021 00:00;08:15:09;115655.63;558617.815;0.258;2
L50176;30-9-2021 00:00;08:15:10;115654.967;558618.452;0.339;2
L50177;30-9-2021 00:00;08:15:11;115654.399;558619.166;0.412;2
L50178;30-9-2021 00:00;08:15:12;115653.592;558619.556;0.494;2
L50179;30-9-2021 00:00;08:15:13;115652.849;558620.1;0.559;2
L50180;30-9-2021 00:00;08:15:14;115652.216;558620.486;0.616;2
L50181;30-9-2021 00:00;08:15:15;115651.453;558621.03;0.696;2
L50182;30-9-2021 00:00;08:15:16;115650.54;558621.826;0.877;2
L50183;30-9-2021 00:00;08:15:17;115649.804;558622.493;0.956;2
L50184;30-9-2021 00:00;08:15:18;115649.215;558623.169;1.005;2
L50185;30-9-2021 00:00;08:15:19;115648.569;558623.758;1.069;2
L50186;30-9-2021 00:00;08:15:20;115647.856;558624.393;1.087;2
L50187;30-9-2021 00:00;08:15:21;115647.073;558625.182;1.067;2
L50188;30-9-2021 00:00;08:15:22;115646.509;558625.802;1.118;2
L50189;30-9-2021 00:00;08:15:23;115645.738;558626.474;1.088;2
L50190;30-9-2021 00:00;08:15:24;115644.875;558627.333;1.021;2
L50191;30-9-2021 00:00;08:15:25;115644.084;558628.216;1.035;2
L50192;30-9-2021 00:00;08:15:27;115643.282;558629.144;1.106;2
L50193;30-9-2021 00:00;08:15:27;115642.672;558629.645;1.155;2
L50194;30-9-2021 00:00;08:15:29;115641.887;558630.386;1.164;2
L50195;30-9-2021 00:00;08:15:30;115641.198;558631.088;1.224;2
L50196;30-9-2021 00:00;08:15:31;115640.514;558631.828;1.268;2
L50197;30-9-2021 00:00;08:15:31;115639.997;558632.345;1.269;2
L50198;30-9-2021 00:00;08:15:32;115639.485;558632.989;1.322;2
L50199;30-9-2021 00:00;08:15:34;115638.716;558633.888;1.369;2
