Point ID;GNSS Position Solution.Start;Time;Easting;Northing;Elevation;GNSS Position Solution.Antenna Height
L3000084;16-9-2021 00:00;10:42:10;116826.463;559554.853;0.924;2
L3000085;16-9-2021 00:00;10:42:11;116825.782;559555.794;1.065;2
L3000086;16-9-2021 00:00;10:42:12;116825.11;559556.642;1.151;2
L3000087;16-9-2021 00:00;10:42:13;116824.386;559557.433;1.071;2
L3000088;16-9-2021 00:00;10:42:14;116823.564;559558.303;0.988;2
L3000089;16-9-2021 00:00;10:42:15;116822.742;559559.232;1.045;2
L3000090;16-9-2021 00:00;10:42:16;116822.086;559560.059;1.118;2
L3000091;16-9-2021 00:00;10:42:17;116821.422;559561.027;1.234;2
L3000092;16-9-2021 00:00;10:42:18;116820.702;559561.891;1.28;2
L3000093;16-9-2021 00:00;10:42:19;116820.012;559562.784;1.289;2
L3000094;16-9-2021 00:00;10:42:20;116819.214;559563.723;1.321;2
L3000095;16-9-2021 00:00;10:42:21;116818.487;559564.545;1.433;2
L3000096;16-9-2021 00:00;10:42:22;116817.737;559565.505;1.513;2
L3000097;16-9-2021 00:00;10:42:23;116817.097;559566.476;1.651;2
L3000098;16-9-2021 00:00;10:42:24;116816.415;559567.341;1.78;2
L3000099;16-9-2021 00:00;10:42:25;116815.723;559568.267;1.814;2
L3000100;16-9-2021 00:00;10:42:26;116814.932;559569.248;1.786;2
L3000101;16-9-2021 00:00;10:42:27;116814.197;559570.21;1.769;2
L3000102;16-9-2021 00:00;10:42:28;116813.344;559571.272;1.736;2
L3000103;16-9-2021 00:00;10:42:29;116812.731;559572.481;1.749;2
L3000104;16-9-2021 00:00;10:42:30;116812.157;559573.575;1.731;2
L3000105;16-9-2021 00:00;10:42:31;116811.401;559574.634;1.728;2
L3000106;16-9-2021 00:00;10:42:32;116810.7;559575.69;1.764;2
L3000107;16-9-2021 00:00;10:42:33;116809.989;559576.763;1.776;2
L3000108;16-9-2021 00:00;10:42:34;116809.396;559577.747;1.824;2
L3000109;16-9-2021 00:00;10:42:35;116808.772;559578.755;1.841;2
L3000110;16-9-2021 00:00;10:42:36;116808.075;559579.779;1.889;2
L3000111;16-9-2021 00:00;10:42:37;116807.349;559580.681;1.935;2
L3000112;16-9-2021 00:00;10:42:38;116806.627;559581.63;1.978;2
L3000113;16-9-2021 00:00;10:42:39;116805.981;559582.733;2.009;2
L3000114;16-9-2021 00:00;10:42:40;116805.157;559583.732;2.051;2
L3000115;16-9-2021 00:00;10:42:41;116804.34;559584.853;2.094;2
L3000116;16-9-2021 00:00;10:42:42;116803.586;559585.798;2.142;2
L3000117;16-9-2021 00:00;10:42:43;116802.902;559586.803;2.194;2
L3000118;16-9-2021 00:00;10:42:44;116802.223;559587.792;2.202;2
L3000119;16-9-2021 00:00;10:42:45;116801.517;559588.808;2.202;2
L3000120;16-9-2021 00:00;10:42:46;116800.728;559589.745;2.21;2
L3000121;16-9-2021 00:00;10:42:47;116799.954;559590.783;2.257;2
L3000122;16-9-2021 00:00;10:42:48;116799.239;559591.765;2.251;2
L3000123;16-9-2021 00:00;10:42:49;116798.559;559592.818;2.323;2
L3000124;16-9-2021 00:00;10:42:50;116797.867;559593.772;2.332;2
L3000125;16-9-2021 00:00;10:42:51;116797.144;559594.831;2.375;2
L3000126;16-9-2021 00:00;10:42:52;116796.275;559596.03;2.457;2
L3000127;16-9-2021 00:00;10:42:53;116795.701;559596.837;2.491;2
L3000128;16-9-2021 00:00;10:42:54;116794.92;559597.847;2.526;2
L3000129;16-9-2021 00:00;10:42:55;116794.056;559599.042;2.548;2
L3000130;16-9-2021 00:00;10:42:56;116793.449;559600.085;2.59;2
L3000131;16-9-2021 00:00;10:42:57;116792.78;559601.07;2.619;2
L3000132;16-9-2021 00:00;10:42:58;116792.13;559601.925;2.68;2
L3000133;16-9-2021 00:00;10:42:59;116791.327;559602.89;2.703;2
L3000134;16-9-2021 00:00;10:43:00;116790.653;559603.851;2.72;2
L3000135;16-9-2021 00:00;10:43:01;116790.004;559604.947;2.776;2
L3000136;16-9-2021 00:00;10:43:02;116789.45;559605.9;2.796;2
L3000137;16-9-2021 00:00;10:43:03;116788.803;559606.869;2.863;2
L3000138;16-9-2021 00:00;10:43:04;116788.13;559607.9;2.869;2
L3000139;16-9-2021 00:00;10:43:05;116787.501;559609.025;2.867;2
L3000140;16-9-2021 00:00;10:43:06;116786.846;559610.129;2.898;2
L3000141;16-9-2021 00:00;10:43:07;116786.231;559611.046;2.94;2
L3000142;16-9-2021 00:00;10:43:08;116785.561;559611.945;2.987;2
L3000143;16-9-2021 00:00;10:43:09;116784.948;559612.914;3.029;2
