# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 235         4.781       52.928      1.20        De Kooy     
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FF        : Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur / Mean wind speed (in 0.1 m/s) during the 10-minute period preceding the time of observation
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# STN,YYYYMMDD,H,   DD,   FF,    T
  235,19890325,    3,  270,  129,   64
  235,19890325,    4,  270,  118,   63
  235,19890325,    5,  270,  123,   61
  235,19890325,    6,  270,  123,   60
  235,19890325,    7,  270,  113,   63
  235,19890325,    8,  270,  118,   70
  235,19890325,    9,  270,  108,   73
  235,19890325,   10,  280,   98,   72
  235,19890325,   11,  280,  108,   75
  235,19890325,   12,  270,  103,   79
  235,19890325,   13,  270,  103,   81
  235,19890325,   14,  270,   98,   81
  235,19890325,   15,  280,   87,   79
  235,19890325,   16,  270,   77,   77
  235,19890325,   17,  270,   62,   71
  235,19890325,   18,  260,   46,   62
  235,19890325,   19,  260,   36,   54
  235,19890325,   20,  240,   31,   48
  235,19890325,   21,  220,   31,   54
  235,19890325,   22,  220,   10,   56
  235,19890325,   23,  180,   26,   51
  235,19890325,   24,  170,   21,   51
  235,19890326,    1,  180,   21,   52
  235,19890326,    2,  170,   26,   53
  235,19890326,    3,  170,   36,   50
  235,19890326,    4,  180,   41,   57
  235,19890326,    5,  170,   46,   60
  235,19890326,    6,  180,   41,   61
  235,19890326,    7,  180,   36,   66
  235,19890326,    8,  200,   36,   80
  235,19890326,    9,  200,   67,   91
  235,19890326,   10,  210,   67,  102
  235,19890326,   11,  220,   62,  104
  235,19890326,   12,  210,   77,   96
  235,19890326,   13,  200,   67,   97
  235,19890326,   14,  210,   62,   96
  235,19890326,   15,  220,   46,   85
  235,19890326,   16,  210,   41,  103
  235,19890326,   17,  210,   31,  100
  235,19890326,   18,  230,   15,   80
  235,19890326,   19,  990,    5,   76
  235,19890326,   20,   90,   10,   83
  235,19890326,   21,   90,   21,   90
  235,19890326,   22,  120,   26,   93
  235,19890326,   23,  120,   36,   85
  235,19890326,   24,  130,   36,   84
  235,19890327,    1,  120,   36,   76
  235,19890327,    2,  120,   36,   74
  235,19890327,    3,  120,   41,   73
  235,19890327,    4,  120,   36,   71
  235,19890327,    5,  110,   51,   69
  235,19890327,    6,  130,   46,   75
  235,19890327,    7,  130,   57,   89
  235,19890327,    8,  140,   72,   99
  235,19890327,    9,  140,   77,  110
  235,19890327,   10,  140,   82,  132
  235,19890327,   11,  130,   87,  148
  235,19890327,   12,  140,   77,  157
  235,19890327,   13,  140,   82,  164
  235,19890327,   14,  140,   87,  173
  235,19890327,   15,  140,   67,  178
  235,19890327,   16,  160,   67,  184
  235,19890327,   17,  160,   41,  174
  235,19890327,   18,  160,   36,  157
  235,19890327,   19,  150,   36,  150
  235,19890327,   20,  150,   36,  136
  235,19890327,   21,  160,   36,  135
  235,19890327,   22,  160,   41,  121
  235,19890327,   23,  200,   41,  111
  235,19890327,   24,  190,   36,   97
  235,19890328,    1,  180,   26,   87
  235,19890328,    2,  210,   36,   89
  235,19890328,    3,  210,   41,   98
  235,19890328,    4,  210,   26,   84
  235,19890328,    5,  210,   15,   83
  235,19890328,    6,  140,   15,   83
  235,19890328,    7,  170,   31,   99
  235,19890328,    8,  170,   26,  132
  235,19890328,    9,  170,   46,  144
  235,19890328,   10,  190,   62,  175
  235,19890328,   11,  200,   98,  182
  235,19890328,   12,  200,   93,  167
  235,19890328,   13,  220,   93,  170
  235,19890328,   14,  230,   82,  146
  235,19890328,   15,  260,   67,  120
  235,19890328,   16,  320,   62,  109
  235,19890328,   17,  340,   51,  102
  235,19890328,   18,  340,   67,   86
  235,19890328,   19,  350,   57,   80
  235,19890328,   20,  350,   51,   77
  235,19890328,   21,  340,   51,   74
  235,19890328,   22,  350,   51,   72
  235,19890328,   23,  350,   41,   72
  235,19890328,   24,  350,   46,   70
  235,19890329,    1,  360,   31,   69
  235,19890329,    2,  360,   31,   67
  235,19890329,    3,  360,   31,   61
  235,19890329,    4,   10,   21,   46
  235,19890329,    5,  360,   15,   45
  235,19890329,    6,   10,   21,   50
  235,19890329,    7,   60,   26,   71
  235,19890329,    8,   70,   31,   80
  235,19890329,    9,  100,   36,   82
  235,19890329,   10,  100,   36,   93
  235,19890329,   11,  100,   46,  102
  235,19890329,   12,  110,   51,  109
  235,19890329,   13,  100,   46,  115
  235,19890329,   14,  110,   41,  121
  235,19890329,   15,  110,   41,  122
  235,19890329,   16,   90,   46,  112
  235,19890329,   17,   80,   41,  103
  235,19890329,   18,   80,   36,   93
  235,19890329,   19,   90,   26,   94
  235,19890329,   20,  110,   21,   90
  235,19890329,   21,  150,   21,   80
  235,19890329,   22,  140,   26,   82
  235,19890329,   23,  160,   26,   80
  235,19890329,   24,  170,   21,   92
  235,19890330,    1,  180,   15,   95
  235,19890330,    2,  210,   36,   95
  235,19890330,    3,  250,   36,   90
  235,19890330,    4,  250,   31,   78
  235,19890330,    5,  260,   41,   81
  235,19890330,    6,  250,   36,   78
  235,19890330,    7,  240,   46,   85
  235,19890330,    8,  230,   62,   93
  235,19890330,    9,  230,   77,   98
  235,19890330,   10,  230,   87,  105
  235,19890330,   11,  230,   82,  105
  235,19890330,   12,  220,   87,  107
  235,19890330,   13,  230,   82,  112
  235,19890330,   14,  220,   98,  105
  235,19890330,   15,  230,   72,   98
  235,19890330,   16,  220,   72,   94
  235,19890330,   17,  230,   57,   92
  235,19890330,   18,  230,   46,   85
  235,19890330,   19,  220,   36,   82
  235,19890330,   20,  230,   41,   83
  235,19890330,   21,  220,   41,   83
  235,19890330,   22,  220,   41,   83
  235,19890330,   23,  240,   36,   80
  235,19890330,   24,  230,   26,   88
  235,19890331,    1,  230,   26,   90
  235,19890331,    2,  210,   15,   75
  235,19890331,    3,  240,   15,   86
  235,19890331,    4,  260,   15,   81
  235,19890331,    5,  310,   21,   86
  235,19890331,    6,  300,    5,   76
  235,19890331,    7,  220,    5,   86
  235,19890331,    8,  260,   10,  106
  235,19890331,    9,  170,    5,  132
  235,19890331,   10,   30,    5,  142
  235,19890331,   11,  220,   10,  143
  235,19890331,   12,  300,   21,  139
  235,19890331,   13,  320,   26,  139
  235,19890331,   14,  330,   26,  139
  235,19890331,   15,  320,   31,  127
  235,19890331,   16,  340,   31,  119
  235,19890331,   17,  360,   36,  110
  235,19890331,   18,   20,   41,   96
  235,19890331,   19,   20,   31,   92
  235,19890331,   20,   20,   36,   92
  235,19890331,   21,   30,   46,   89
  235,19890331,   22,   10,   26,   78
  235,19890331,   23,   30,   51,   76
  235,19890331,   24,   50,   46,   68
  235,19890401,    1,   40,   46,   67
  235,19890401,    2,   60,   62,   68
  235,19890401,    3,   40,   62,   66
  235,19890401,    4,   50,   62,   70
  235,19890401,    5,   50,   62,   67
  235,19890401,    6,   70,   62,   62
  235,19890401,    7,   60,   77,   66
  235,19890401,    8,   60,   72,   66
  235,19890401,    9,   70,   62,   64
  235,19890401,   10,   70,   67,   68
  235,19890401,   11,   70,   67,   72
  235,19890401,   12,   90,   77,   96
  235,19890401,   13,   80,   72,   99
  235,19890401,   14,   70,   67,   99
  235,19890401,   15,   70,   67,  103
  235,19890401,   16,   70,   82,  100
  235,19890401,   17,   70,   87,   94
  235,19890401,   18,   70,   87,   81
  235,19890401,   19,   70,  103,   71
  235,19890401,   20,   80,  108,   65
  235,19890401,   21,   90,   87,   60
  235,19890401,   22,  100,   77,   58
  235,19890401,   23,   80,   82,   50
  235,19890401,   24,   80,   87,   45
  235,19890402,    1,   90,   98,   41
  235,19890402,    2,  100,  103,   39
  235,19890402,    3,  100,  108,   35
  235,19890402,    4,  100,  103,   28
  235,19890402,    5,  100,   93,   25
  235,19890402,    6,   80,  103,   20
  235,19890402,    7,   80,  113,   21
  235,19890402,    8,   90,  113,   31
  235,19890402,    9,   90,  113,   38
  235,19890402,   10,   90,  134,   49
  235,19890402,   11,   90,  134,   51
  235,19890402,   12,   90,  113,   52
  235,19890402,   13,   80,   98,   54
  235,19890402,   14,   80,  108,   55
  235,19890402,   15,   80,   98,   60
  235,19890402,   16,   80,  103,   54
  235,19890402,   17,   70,  113,   47
  235,19890402,   18,   70,  118,   38
  235,19890402,   19,   70,  118,   34
  235,19890402,   20,   70,  103,   31
  235,19890402,   21,   70,  108,   28
  235,19890402,   22,   80,   98,   26
  235,19890402,   23,   80,   98,   22
  235,19890402,   24,   80,   98,   19
  235,19890403,    1,   80,  108,   20
  235,19890403,    2,   90,  108,   18
  235,19890403,    3,   90,  123,   18
  235,19890403,    4,   80,  113,   16
  235,19890403,    5,   80,  108,   15
  235,19890403,    6,   80,  103,   14
  235,19890403,    7,   80,  113,   16
  235,19890403,    8,   70,  113,   22
  235,19890403,    9,   70,  118,   30
  235,19890403,   10,   70,  118,   35
  235,19890403,   11,   70,  118,   41
  235,19890403,   12,   70,  118,   49
  235,19890403,   13,   70,  108,   57
  235,19890403,   14,   70,   98,   54
  235,19890403,   15,   60,  108,   58
  235,19890403,   16,   50,  118,   60
  235,19890403,   17,   50,  144,   48
  235,19890403,   18,   50,  144,   43
  235,19890403,   19,   50,  144,   41
  235,19890403,   20,   50,  144,   37
  235,19890403,   21,   60,  129,   33
  235,19890403,   22,   70,  129,   27
  235,19890403,   23,   70,  129,   21
  235,19890403,   24,   60,  113,   17
  235,19890404,    1,   60,  118,   13
  235,19890404,    2,   70,  118,   12
  235,19890404,    3,   60,  123,   12
  235,19890404,    4,   50,  134,   13
  235,19890404,    5,   60,  134,   12
  235,19890404,    6,   50,  144,   15
  235,19890404,    7,   50,  139,   22
  235,19890404,    8,   60,  139,   27
  235,19890404,    9,   60,  139,   33
  235,19890404,   10,   60,  149,   46
  235,19890404,   11,   60,  149,   45
  235,19890404,   12,   70,  144,   42
  235,19890404,   13,   70,  154,   42
  235,19890404,   14,   80,  149,   35
  235,19890404,   15,   70,  139,   31
  235,19890404,   16,   70,  134,   25
  235,19890404,   17,   70,  123,   31
  235,19890404,   18,   70,  129,   38
  235,19890404,   19,   70,  123,   47
  235,19890404,   20,   70,  123,   49
  235,19890404,   21,   70,  118,   48
  235,19890404,   22,   70,  129,   46
  235,19890404,   23,   70,  129,   43
  235,19890404,   24,   70,  129,   39
  235,19890405,    1,   70,  134,   36
  235,19890405,    2,   70,  134,   34
  235,19890405,    3,   70,  139,   33
  235,19890405,    4,   80,  134,   31
  235,19890405,    5,   70,  139,   30
  235,19890405,    6,   70,  139,   29
  235,19890405,    7,   70,  139,   31
  235,19890405,    8,   70,  134,   34
  235,19890405,    9,   70,  144,   37
  235,19890405,   10,   70,  139,   39
  235,19890405,   11,   70,  123,   45
  235,19890405,   12,   70,  118,   45
  235,19890405,   13,   70,  118,   44
  235,19890405,   14,   70,  103,   45
  235,19890405,   15,   80,  103,   45
  235,19890405,   16,   90,   77,   45
  235,19890405,   17,   80,   82,   47
  235,19890405,   18,   80,   77,   49
  235,19890405,   19,   70,   87,   46
  235,19890405,   20,   80,   87,   37
  235,19890405,   21,   80,   72,   38
  235,19890405,   22,   90,   67,   38
  235,19890405,   23,   80,   67,   39
  235,19890405,   24,   90,   51,   39
  235,19890406,    1,  100,   41,   40
  235,19890406,    2,   90,   31,   40
  235,19890406,    3,  110,   31,   40
  235,19890406,    4,  110,   15,   39
  235,19890406,    5,  120,   10,   37
  235,19890406,    6,  130,   15,   38
  235,19890406,    7,  170,   26,   34
  235,19890406,    8,  170,   36,   35
  235,19890406,    9,  160,   41,   33
  235,19890406,   10,  160,   46,   36
  235,19890406,   11,  170,   41,   41
  235,19890406,   12,  180,   46,   51
  235,19890406,   13,  170,   57,   48
  235,19890406,   14,  170,   57,   49
  235,19890406,   15,  190,   72,   52
  235,19890406,   16,  220,   51,   53
  235,19890406,   17,  190,   72,   52
  235,19890406,   18,  190,   62,   52
  235,19890406,   19,  190,   57,   51
  235,19890406,   20,  180,   51,   51
  235,19890406,   21,  170,   46,   50
  235,19890406,   22,  170,   62,   48
  235,19890406,   23,  170,   62,   46
  235,19890406,   24,  190,   57,   54
  235,19890407,    1,  210,   77,   57
  235,19890407,    2,  210,   77,   57
  235,19890407,    3,  210,   62,   56
  235,19890407,    4,  220,   77,   56
  235,19890407,    5,  220,   82,   55
  235,19890407,    6,  230,   82,   53
  235,19890407,    7,  230,   82,   55
  235,19890407,    8,  230,   87,   58
  235,19890407,    9,  220,   93,   67
  235,19890407,   10,  220,   82,   65
  235,19890407,   11,  220,   93,   74
  235,19890407,   12,  220,   87,   87
  235,19890407,   13,  220,  108,   91
  235,19890407,   14,  210,  103,   97
  235,19890407,   15,  210,  103,   86
  235,19890407,   16,  210,  108,   88
  235,19890407,   17,  210,   93,   80
  235,19890407,   18,  210,   87,   78
  235,19890407,   19,  200,   82,   74
  235,19890407,   20,  210,   77,   75
  235,19890407,   21,  210,   77,   75
  235,19890407,   22,  210,   72,   74
  235,19890407,   23,  200,   67,   67
  235,19890407,   24,  200,   62,   68
  235,19890408,    1,  210,   62,   66
  235,19890408,    2,  200,   51,   61
  235,19890408,    3,  190,   51,   59
  235,19890408,    4,  190,   46,   54
  235,19890408,    5,  200,   46,   54
  235,19890408,    6,  210,   62,   66
  235,19890408,    7,  210,   57,   78
  235,19890408,    8,  220,   62,   78
  235,19890408,    9,  230,   62,   86
  235,19890408,   10,  240,   67,   92
  235,19890408,   11,  240,   77,   91
  235,19890408,   12,  220,   72,  100
  235,19890408,   13,  240,   77,   93
  235,19890408,   14,  230,   67,   93
  235,19890408,   15,  240,   77,   94
  235,19890408,   16,  230,   67,   88
  235,19890408,   17,  230,   67,   82
  235,19890408,   18,  230,   62,   74
  235,19890408,   19,  230,   57,   75
  235,19890408,   20,  230,   51,   74
  235,19890408,   21,  230,   51,   70
  235,19890408,   22,  230,   46,   65
  235,19890408,   23,  220,   46,   64
  235,19890408,   24,  230,   51,   66
  235,19890409,    1,  230,   41,   61
  235,19890409,    2,  220,   36,   55
  235,19890409,    3,  220,   36,   55
  235,19890409,    4,  210,   26,   44
  235,19890409,    5,  170,   26,   33
  235,19890409,    6,  180,   31,   43
  235,19890409,    7,  190,   31,   61
  235,19890409,    8,  200,   46,   76
  235,19890409,    9,  190,   62,   85
  235,19890409,   10,  200,   77,   94
  235,19890409,   11,  200,   62,  103
  235,19890409,   12,  220,   51,  112
  235,19890409,   13,  240,   36,  111
  235,19890409,   14,  140,   62,  123
  235,19890409,   15,  140,   77,  126
  235,19890409,   16,  110,   57,  123
  235,19890409,   17,  110,   62,  120
  235,19890409,   18,  110,   46,  106
  235,19890409,   19,  100,   57,  102
  235,19890409,   20,  100,   67,   99
  235,19890409,   21,  100,   77,  102
  235,19890409,   22,  100,   77,   95
  235,19890409,   23,  110,   72,   90
  235,19890409,   24,  110,   77,   87
  235,19890410,    1,  110,   72,   83
  235,19890410,    2,  110,   77,   85
  235,19890410,    3,  100,   72,   88
  235,19890410,    4,  110,   77,   87
  235,19890410,    5,  130,   67,   97
  235,19890410,    6,  140,   87,  106
  235,19890410,    7,  170,   72,  106
  235,19890410,    8,  190,   87,  120
  235,19890410,    9,  180,   87,  126
  235,19890410,   10,  170,  113,  142
  235,19890410,   11,  170,  103,  146
  235,19890410,   12,  170,   98,  140
  235,19890410,   13,  200,  129,  134
  235,19890410,   14,  200,  118,  112
  235,19890410,   15,  210,  113,  103
  235,19890410,   16,  210,   87,  101
  235,19890410,   17,  210,   82,  109
  235,19890410,   18,  200,   77,   98
  235,19890410,   19,  190,   72,   98
  235,19890410,   20,  190,   62,   90
  235,19890410,   21,  200,   46,   76
  235,19890410,   22,  180,   36,   79
  235,19890410,   23,  170,   36,   85
  235,19890410,   24,  170,   46,   87
  235,19890411,    1,  200,   77,   89
  235,19890411,    2,  190,   72,   84
  235,19890411,    3,  190,   77,   82
  235,19890411,    4,  190,   72,   77
  235,19890411,    5,  190,   72,   77
  235,19890411,    6,  190,   72,   81
  235,19890411,    7,  180,   72,   86
  235,19890411,    8,  170,   77,  100
  235,19890411,    9,  170,  103,  107
  235,19890411,   10,  160,  108,  107
  235,19890411,   11,  170,  113,  114
  235,19890411,   12,  170,  118,  117
  235,19890411,   13,  170,  123,  125
  235,19890411,   14,  170,  118,  113
  235,19890411,   15,  180,   93,  103
  235,19890411,   16,  160,  123,  104
  235,19890411,   17,  160,  108,  102
  235,19890411,   18,  160,  134,  103
  235,19890411,   19,  170,  118,  102
  235,19890411,   20,  170,  108,  103
  235,19890411,   21,  180,   87,  101
  235,19890411,   22,  190,   87,   99
  235,19890411,   23,  170,   67,   92
  235,19890411,   24,  170,   67,   90
  235,19890412,    1,  170,   62,   90
  235,19890412,    2,  170,   57,   87
  235,19890412,    3,  170,   57,   86
  235,19890412,    4,  160,   51,   87
  235,19890412,    5,  160,   46,   88
  235,19890412,    6,  180,   51,   93
  235,19890412,    7,  200,   62,   99
  235,19890412,    8,  210,   72,  101
  235,19890412,    9,  210,   67,  105
  235,19890412,   10,  220,   62,  102
  235,19890412,   11,  220,   41,  105
  235,19890412,   12,  240,   31,  111
  235,19890412,   13,  250,   21,  103
  235,19890412,   14,  280,   10,   95
  235,19890412,   15,  290,    5,   91
  235,19890412,   16,   50,   21,   89
  235,19890412,   17,   80,   26,   90
  235,19890412,   18,   70,   15,   90
  235,19890412,   19,   70,   15,   86
  235,19890412,   20,   80,   26,   84
  235,19890412,   21,   60,   26,   81
  235,19890412,   22,   50,   26,   80
  235,19890412,   23,   60,   10,   68
  235,19890412,   24,   50,   15,   75
  235,19890413,    1,   20,   15,   75
  235,19890413,    2,  280,    5,   58
  235,19890413,    3,   50,   21,   71
  235,19890413,    4,  350,   10,   72
  235,19890413,    5,  320,   10,   69
  235,19890413,    6,  310,   15,   66
  235,19890413,    7,  360,   31,   64
  235,19890413,    8,  360,   26,   76
  235,19890413,    9,   10,   26,   82
  235,19890413,   10,   10,   31,   91
  235,19890413,   11,   40,   31,   93
  235,19890413,   12,   40,   26,   90
  235,19890413,   13,   40,   41,   93
  235,19890413,   14,   50,   36,   95
  235,19890413,   15,   50,   36,   90
  235,19890413,   16,   30,   21,   89
  235,19890413,   17,   20,   15,   89
  235,19890413,   18,   30,   21,   91
  235,19890413,   19,   20,   36,   84
  235,19890413,   20,  350,   21,   82
  235,19890413,   21,  360,   31,   82
  235,19890413,   22,  330,   31,   79
  235,19890413,   23,  320,   41,   77
  235,19890413,   24,  340,   31,   79
  235,19890414,    1,  340,   46,   76
  235,19890414,    2,  350,   62,   77
  235,19890414,    3,  350,   51,   79
  235,19890414,    4,  350,   51,   78
  235,19890414,    5,  320,   46,   76
  235,19890414,    6,  310,   51,   77
  235,19890414,    7,  310,   72,   78
  235,19890414,    8,  310,   82,   77
  235,19890414,    9,  310,   77,   76
  235,19890414,   10,  300,   87,   76
  235,19890414,   11,  310,   87,   77
  235,19890414,   12,  310,   93,   78
  235,19890414,   13,  300,   87,   78
  235,19890414,   14,  300,   87,   77
  235,19890414,   15,  300,   82,   77
  235,19890414,   16,  300,   87,   76
  235,19890414,   17,  290,   87,   74
  235,19890414,   18,  290,   87,   72
  235,19890414,   19,  290,   87,   70
  235,19890414,   20,  290,   77,   69
  235,19890414,   21,  280,   67,   71
  235,19890414,   22,  280,   67,   73
  235,19890414,   23,  270,   67,   72
  235,19890414,   24,  270,   62,   72
  235,19890415,    1,  270,   62,   71
  235,19890415,    2,  270,   57,   72
  235,19890415,    3,  270,   57,   69
  235,19890415,    4,  270,   51,   65
  235,19890415,    5,  280,   51,   66
  235,19890415,    6,  290,   57,   73
  235,19890415,    7,  270,   21,   81
  235,19890415,    8,  250,   31,   90
  235,19890415,    9,  240,   36,   94
  235,19890415,   10,  270,   36,   96
  235,19890415,   11,  250,   41,  100
  235,19890415,   12,  270,   26,  104
  235,19890415,   13,  250,   36,  107
  235,19890415,   14,  270,   36,  108
  235,19890415,   15,  310,   21,  119
  235,19890415,   16,  330,   26,  115
  235,19890415,   17,  340,   21,  110
  235,19890415,   18,   50,   46,   93
  235,19890415,   19,   50,   46,   89
  235,19890415,   20,   60,   41,   83
  235,19890415,   21,   60,   46,   83
  235,19890415,   22,   80,   46,   77
  235,19890415,   23,   80,   41,   73
  235,19890415,   24,   80,   31,   71
  235,19890416,    1,   80,   46,   73
  235,19890416,    2,   70,   62,   74
  235,19890416,    3,   70,   62,   70
  235,19890416,    4,   70,   62,   69
  235,19890416,    5,   70,   67,   67
  235,19890416,    6,   60,   67,   67
  235,19890416,    7,   60,   62,   66
  235,19890416,    8,   80,   57,   65
  235,19890416,    9,   90,   51,   67
  235,19890416,   10,   80,   46,   70
  235,19890416,   11,   60,   67,   76
  235,19890416,   12,   60,   57,   82
  235,19890416,   13,   80,   51,   82
  235,19890416,   14,   50,   46,   84
  235,19890416,   15,   60,   51,   83
  235,19890416,   16,   50,   46,   85
  235,19890416,   17,   60,   51,   87
  235,19890416,   18,   70,   57,   83
  235,19890416,   19,   60,   51,   85
  235,19890416,   20,   70,   62,   89
  235,19890416,   21,   70,   57,   89
  235,19890416,   22,   60,   57,   87
  235,19890416,   23,   50,   67,   89
  235,19890416,   24,   80,   82,   76
  235,19890417,    1,   70,   98,   71
  235,19890417,    2,   70,   93,   67
  235,19890417,    3,   60,   87,   63
  235,19890417,    4,   70,  103,   53
  235,19890417,    5,   60,   93,   47
  235,19890417,    6,   60,  103,   45
  235,19890417,    7,   60,  113,   45
  235,19890417,    8,   60,  118,   52
  235,19890417,    9,   70,  113,   63
  235,19890417,   10,   60,  103,   76
  235,19890417,   11,   60,  103,   73
  235,19890417,   12,   40,   98,   74
  235,19890417,   13,   40,   87,   81
  235,19890417,   14,   30,   93,   80
  235,19890417,   15,   40,   93,   76
  235,19890417,   16,   40,   82,   72
  235,19890417,   17,   40,   82,   66
  235,19890417,   18,   50,   82,   62
  235,19890417,   19,   50,   82,   62
  235,19890417,   20,   40,   72,   65
  235,19890417,   21,   60,   72,   66
  235,19890417,   22,   50,   51,   65
  235,19890417,   23,   50,   41,   65
  235,19890417,   24,   50,   36,   63
  235,19890418,    1,   50,   26,   60
  235,19890418,    2,  350,   21,   58
  235,19890418,    3,  330,   21,   57
  235,19890418,    4,  330,   26,   55
  235,19890418,    5,  330,   10,   55
  235,19890418,    6,  310,   21,   62
  235,19890418,    7,  280,   36,   66
  235,19890418,    8,  300,   21,   58
  235,19890418,    9,  280,   46,   57
  235,19890418,   10,  270,   41,   59
  235,19890418,   11,  270,   46,   61
  235,19890418,   12,  250,   51,   64
  235,19890418,   13,  250,   57,   63
  235,19890418,   14,  240,   57,   64
  235,19890418,   15,  250,   62,   68
  235,19890418,   16,  240,   57,   63
  235,19890418,   17,  240,   62,   65
  235,19890418,   18,  300,   46,   72
  235,19890418,   19,  280,   41,   72
  235,19890418,   20,  300,   36,   71
  235,19890418,   21,  310,   36,   71
  235,19890418,   22,  310,   46,   70
  235,19890418,   23,  350,   77,   64
  235,19890418,   24,   10,   77,   57
  235,19890419,    1,   10,   72,   49
  235,19890419,    2,  360,   46,   48
  235,19890419,    3,  340,   36,   55
  235,19890419,    4,  340,   51,   55
  235,19890419,    5,  330,   46,   52
  235,19890419,    6,  320,   41,   60
  235,19890419,    7,  330,   41,   68
  235,19890419,    8,  330,   46,   57
  235,19890419,    9,  330,   57,   68
  235,19890419,   10,  360,   62,   82
  235,19890419,   11,  360,   51,   83
  235,19890419,   12,  340,   67,   79
  235,19890419,   13,   10,   57,   88
  235,19890419,   14,   10,   62,   76
  235,19890419,   15,  350,   57,   84
  235,19890419,   16,  340,   46,   77
  235,19890419,   17,  350,   46,   69
  235,19890419,   18,  350,   41,   64
  235,19890419,   19,  350,   41,   57
  235,19890419,   20,  350,   26,   53
  235,19890419,   21,  340,   36,   57
  235,19890419,   22,  340,   36,   55
  235,19890419,   23,  350,   26,   54
  235,19890419,   24,  350,   15,   43
  235,19890420,    1,  330,   10,   31
  235,19890420,    2,  320,   10,   20
  235,19890420,    3,  300,    5,   14
  235,19890420,    4,  330,   10,    7
  235,19890420,    5,  320,   10,    2
  235,19890420,    6,  340,   10,    8
  235,19890420,    7,   40,   31,   60
  235,19890420,    8,  120,   36,   65
  235,19890420,    9,  120,   46,   30
  235,19890420,   10,   80,   21,   66
  235,19890420,   11,   60,   26,   72
  235,19890420,   12,  320,   26,   72
  235,19890420,   13,  360,   31,   71
  235,19890420,   14,  320,   51,   82
  235,19890420,   15,  310,   51,   83
  235,19890420,   16,  310,   57,   81
  235,19890420,   17,  310,   57,   70
  235,19890420,   18,  290,   46,   64
  235,19890420,   19,  300,   41,   56
  235,19890420,   20,  240,   26,   58
  235,19890420,   21,  330,   51,   59
  235,19890420,   22,  360,   41,   49
  235,19890420,   23,  340,   31,   56
  235,19890420,   24,  220,   15,   39
  235,19890421,    1,  170,   36,   46
  235,19890421,    2,  150,   31,   46
  235,19890421,    3,  140,   36,   42
  235,19890421,    4,  110,   41,   47
  235,19890421,    5,  110,   31,   50
  235,19890421,    6,   90,   41,   65
  235,19890421,    7,   40,   51,   73
  235,19890421,    8,   50,   57,   69
  235,19890421,    9,   70,   57,   78
  235,19890421,   10,   40,   51,   88
  235,19890421,   11,   30,   77,   98
  235,19890421,   12,   30,   82,   90
  235,19890421,   13,   40,   82,   85
  235,19890421,   14,   30,   82,   86
  235,19890421,   15,   30,   77,   89
  235,19890421,   16,   30,   77,   91
  235,19890421,   17,   40,   67,   88
  235,19890421,   18,   20,   67,   83
  235,19890421,   19,   10,   67,   69
  235,19890421,   20,   10,   57,   65
  235,19890421,   21,  360,   62,   64
  235,19890421,   22,   10,   57,   61
  235,19890421,   23,   10,   57,   59
  235,19890421,   24,  360,   51,   58
  235,19890422,    1,   10,   46,   56
  235,19890422,    2,  360,   51,   56
  235,19890422,    3,   10,   51,   56
  235,19890422,    4,  360,   57,   60
  235,19890422,    5,  360,   62,   59
  235,19890422,    6,   10,   57,   65
  235,19890422,    7,  360,   51,   73
  235,19890422,    8,   10,   51,   73
  235,19890422,    9,   10,   67,   77
  235,19890422,   10,   10,   62,   74
  235,19890422,   11,  360,   62,   76
  235,19890422,   12,  350,   51,   73
  235,19890422,   13,  360,   41,   82
  235,19890422,   14,  350,   46,   83
  235,19890422,   15,  300,   51,   82
  235,19890422,   16,  310,   41,   77
  235,19890422,   17,  300,   36,   73
  235,19890422,   18,  290,   36,   70
  235,19890422,   19,  280,   31,   68
  235,19890422,   20,  260,   36,   68
