# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 235         4.781       52.928      1.20        De Kooy     
# DDVEC     : Vectorgemiddelde windrichting in graden (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil/variabel). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Vector mean wind direction in degrees (360=north; 90=east; 180=south; 270=west; 0=calm/variable)
# FHVEC     : Vectorgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Vector mean windspeed (in 0.1 m/s)
# FHX       : Hoogste uurgemiddelde windsnelheid (in 0.1 m/s) / Maximum hourly mean windspeed (in 0.1 m/s)
# FHXH      : Uurvak waarin FHX is gemeten / Hourly division in which FHX was measured
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# STN,YYYYMMDD,DDVEC,FHVEC,  FHX, FHXH,   TG
  235,20190101,  310,   67,   90,    2,   80
  235,20190102,  350,   49,   70,    1,   60
  235,20190103,  344,   28,   40,   12,   50
  235,20190104,  314,   49,   60,    9,   63
  235,20190105,  319,   63,   80,    3,   78
  235,20190106,  309,   26,   50,    1,   64
  235,20190107,  254,   66,  120,   20,   82
  235,20190108,  315,  105,  130,    7,   76
  235,20190109,    2,   57,   70,    2,   56
  235,20190110,  286,   16,   50,   22,   50
  235,20190111,  318,   49,   70,   14,   76
  235,20190112,  276,   73,  100,   10,   79
  235,20190113,  288,   92,  120,   13,   86
  235,20190114,  321,   53,   70,    1,   57
  235,20190115,  253,   79,   90,    9,   75
  235,20190116,  229,   90,  120,   12,   71
  235,20190117,  300,   57,   90,    1,   46
  235,20190118,  192,   26,   50,   12,   14
  235,20190119,  140,   37,   50,   15,   -2
  235,20190120,   97,   18,   30,    1,   -9
  235,20190121,  213,   23,   60,   23,    7
  235,20190122,  174,   65,   80,    9,   -5
  235,20190123,  116,   19,   50,    1,   -7
  235,20190124,  124,   28,   40,    9,  -16
  235,20190125,  222,   34,   80,   15,   19
  235,20190126,  229,   78,  120,   22,   74
  235,20190127,  256,   67,  130,   19,   59
  235,20190128,  332,   64,   90,    6,   47
  235,20190129,  205,   42,   80,   12,   27
  235,20190130,  146,   20,   40,    1,    9
  235,20190131,  157,   23,   60,   12,   10
  235,20190201,   84,   54,   90,    5,    8
  235,20190202,   28,   27,   50,    5,   25
  235,20190203,  279,   23,   60,   22,   35
  235,20190204,  205,   85,  130,   16,   36
  235,20190205,  200,   43,   80,   24,   42
  235,20190206,  203,   62,   90,    3,   56
  235,20190207,  220,  101,  150,   15,   73
  235,20190208,  204,  130,  170,   22,   79
  235,20190209,  222,  113,  140,    9,   76
  235,20190210,  300,   23,   90,    1,   59
  235,20190211,  309,   54,   70,    1,   60
  235,20190212,  237,   55,   80,   13,   65
  235,20190213,  221,   67,   80,   11,   68
  235,20190214,  209,   33,   50,    1,   53
  235,20190215,  172,   31,   50,   11,   64
  235,20190216,  211,   52,   70,   10,   65
  235,20190217,  182,   41,   70,   21,   79
  235,20190218,  214,   45,   60,   10,   74
  235,20190219,  241,   64,   80,   12,   70
  235,20190220,  219,   70,  100,   12,   73
  235,20190221,  240,   51,   70,    4,   78
  235,20190222,  102,   12,   40,   22,   81
  235,20190223,  124,   36,   50,    7,   70
  235,20190224,   95,   10,   30,    8,   59
  235,20190225,   82,   10,   30,   15,   71
  235,20190226,   88,   11,   30,   12,   75
  235,20190227,  226,   23,   50,   12,   76
  235,20190228,  228,   34,   70,   14,   65
  235,20190301,  331,   26,   60,    5,   56
  235,20190302,  206,   62,  110,   23,   74
  235,20190303,  217,  105,  150,   21,   94
  235,20190304,  246,  106,  140,   13,   75
  235,20190305,  237,   74,  110,    1,   68
  235,20190306,  176,   70,   90,   10,   89
  235,20190307,  230,   95,  140,   18,   84
  235,20190308,  255,   67,  120,    1,   72
  235,20190309,  260,  100,  150,   14,   77
  235,20190310,  277,   41,  140,   21,   52
  235,20190311,  287,   94,  140,   13,   57
  235,20190312,  211,   99,  160,   13,   63
  235,20190313,  261,  113,  140,    4,   77
  235,20190314,  264,   90,  150,   12,   77
  235,20190315,  258,   88,  130,   11,   85
  235,20190316,  224,  105,  150,   18,   85
  235,20190317,  266,   93,  140,    1,   67
  235,20190318,  296,   60,   80,    2,   61
  235,20190319,  215,   30,   50,   13,   58
  235,20190320,  227,   56,   70,   20,   87
  235,20190321,  219,   44,   70,    9,   86
  235,20190322,  219,   30,   60,   20,   76
  235,20190323,  337,   26,   50,   11,   78
  235,20190324,  267,   41,  110,   24,   70
  235,20190325,  325,   76,  100,    1,   76
  235,20190326,  298,   43,   60,   10,   74
  235,20190327,  275,   32,   50,   11,   84
  235,20190328,    3,   10,   30,    1,   90
  235,20190329,  241,   13,   40,    9,   81
  235,20190330,  306,   15,   50,   14,   91
  235,20190331,   48,   66,   90,   17,   74
  235,20190401,   92,   55,   80,    4,   76
  235,20190402,  187,   39,   80,   12,   92
  235,20190403,  150,   31,   50,   11,   68
  235,20190404,  138,   31,   50,   15,   64
  235,20190405,   59,   27,   50,   15,   75
  235,20190406,   59,   40,   50,    4,   92
  235,20190407,   42,   39,   50,    1,  119
  235,20190408,   46,   55,   90,   22,  108
  235,20190409,   60,  102,  120,   19,   83
  235,20190410,   55,   91,  100,    5,   59
  235,20190411,   57,   63,   80,   19,   64
  235,20190412,   69,   54,   80,   24,   60
  235,20190413,   54,   62,   90,   14,   44
  235,20190414,   69,   59,   80,   18,   59
  235,20190415,   88,   60,   70,   11,  101
  235,20190416,   72,   61,   90,   11,  101
  235,20190417,   86,   35,   60,   13,  122
  235,20190418,   73,   53,   70,   13,  137
  235,20190419,   55,   47,   60,    1,  135
  235,20190420,   47,   42,   60,   16,  139
  235,20190421,   53,   37,   50,    1,  130
  235,20190422,   90,   52,   80,   23,  166
  235,20190423,   97,   67,   90,    8,  156
  235,20190424,  168,   44,   90,   13,  167
  235,20190425,  162,   49,   80,   13,  125
  235,20190426,  216,   46,   70,   13,  110
  235,20190427,  219,   77,  100,   10,   98
  235,20190428,  132,   11,   50,    1,   94
  235,20190429,    5,   29,   40,   13,   97
  235,20190430,  352,   29,   40,    1,   96
  235,20190501,  274,   26,   50,   24,   86
  235,20190502,  300,   39,   80,   15,   98
  235,20190503,  310,   48,   70,   13,   79
  235,20190504,  343,   53,   80,    9,   70
  235,20190505,  329,   50,   70,   12,   79
  235,20190506,  291,   41,   60,    5,   86
  235,20190507,  204,   25,   60,   15,   82
  235,20190508,  155,   41,   80,   13,  100
  235,20190509,  231,   47,   80,    9,  110
  235,20190510,  323,   24,   50,    5,   96
  235,20190511,   32,   44,   60,    6,   95
  235,20190512,  351,   37,   50,    8,   96
  235,20190513,   38,   31,   50,   13,   96
  235,20190514,   46,   46,   70,   16,  108
  235,20190515,   60,   50,   80,   20,  122
  235,20190516,   52,   72,  100,   18,  126
  235,20190517,   76,   50,   70,    1,  127
  235,20190518,  344,   18,   50,   15,  131
  235,20190519,    2,   43,   60,   18,  123
  235,20190520,  331,   45,   60,   16,  120
  235,20190521,  318,   62,   70,    4,  114
  235,20190522,  263,   31,   60,   12,  116
  235,20190523,  226,   36,   70,    8,  129
  235,20190524,  301,   29,   60,   12,  123
  235,20190525,  314,   17,   40,    9,  126
  235,20190526,  230,   66,  100,   12,  140
  235,20190527,  256,   53,   90,   15,  129
  235,20190528,   29,   35,   50,    6,  112
  235,20190529,  220,   37,   90,   24,  130
  235,20190530,  222,   82,  100,   10,  149
  235,20190531,  229,   58,   80,   12,  153
  235,20190601,  227,   19,   50,    3,  169
  235,20190602,  202,   48,   90,   15,  217
  235,20190603,  229,   47,   70,   13,  146
  235,20190604,   96,   16,   80,   17,  160
  235,20190605,  243,   31,   80,   24,  149
  235,20190606,  243,   43,   90,    5,  137
  235,20190607,  125,   48,   90,   13,  159
  235,20190608,  214,  103,  140,    8,  131
  235,20190609,  249,   19,   70,   10,  147
  235,20190610,   46,   72,  100,   13,  160
  235,20190611,  236,   38,   80,   13,  139
  235,20190612,   11,   11,   60,   10,  128
  235,20190613,  189,   63,  110,   11,  137
  235,20190614,  192,   22,   70,   11,  152
  235,20190615,  289,   23,   60,    6,  148
  235,20190616,  217,   57,   80,   12,  159
  235,20190617,  214,   28,   60,   12,  177
  235,20190618,  359,    7,   60,   22,  179
  235,20190619,  216,   18,   70,   12,  177
  235,20190620,  258,   30,   50,   15,  154
  235,20190621,  267,   28,   60,   11,  150
  235,20190622,   53,   47,   70,   15,  160
  235,20190623,   70,   44,   70,    1,  209
  235,20190624,  120,   32,   70,   14,  247
  235,20190625,   41,   11,   40,    8,  244
  235,20190626,    3,   47,   60,   11,  164
  235,20190627,   14,   44,   50,   11,  150
  235,20190628,   47,   46,   60,   15,  161
  235,20190629,  105,   35,   50,    1,  226
  235,20190630,  254,   44,   80,    6,  186
  235,20190701,  267,   68,  100,   14,  172
  235,20190702,  311,   37,   60,   15,  159
  235,20190703,  340,   35,   60,   14,  152
  235,20190704,  262,   38,   60,   13,  158
  235,20190705,  277,   40,   60,    1,  167
  235,20190706,  295,   39,   60,    5,  160
  235,20190707,  324,   45,   60,   13,  149
  235,20190708,  326,   50,   70,   11,  141
  235,20190709,  309,   26,   40,    7,  148
  235,20190710,  196,   32,   60,   13,  150
  235,20190711,  227,   27,   60,    6,  170
  235,20190712,  300,   22,   60,   11,  164
  235,20190713,  335,   36,   60,   15,  162
  235,20190714,  349,   37,   50,   11,  149
  235,20190715,  326,   33,   50,   10,  147
  235,20190716,  296,   22,   40,   11,  147
  235,20190717,  121,    4,   40,   13,  175
  235,20190718,  215,   37,   70,   10,  178
  235,20190719,  210,   27,   60,   13,  178
  235,20190720,  210,   53,   90,   13,  188
  235,20190721,  253,   49,   70,    7,  176
  235,20190722,  222,   59,   90,    8,  188
  235,20190723,   92,    7,   50,   21,  220
  235,20190724,  147,   14,   70,   14,  241
  235,20190725,   67,   31,   50,   10,  252
  235,20190726,   83,   28,   70,   10,  273
  235,20190727,   87,   32,   70,    1,  240
  235,20190728,  222,   12,   70,    1,  206
  235,20190729,  234,   31,   60,    9,  196
  235,20190730,  177,   14,   70,   15,  214
  235,20190731,  208,   65,  100,   16,  183
  235,20190801,  238,   62,   80,   12,  186
  235,20190802,    3,   28,   70,   11,  188
  235,20190803,  326,   29,   50,   12,  179
  235,20190804,  112,   13,   40,   21,  188
  235,20190805,  224,   44,   90,   12,  196
  235,20190806,  229,   57,   80,   13,  193
  235,20190807,  236,   74,   90,   11,  191
  235,20190808,  251,   52,   90,   11,  183
  235,20190809,  157,   43,   70,    9,  194
  235,20190810,  220,  130,  160,   12,  196
  235,20190811,  225,   98,  110,    1,  188
  235,20190812,  262,   46,   80,    1,  170
  235,20190813,  262,   40,   70,   11,  149
  235,20190814,  194,   55,   90,   12,  155
  235,20190815,  264,   68,  100,   10,  177
  235,20190816,  212,   45,   90,   13,  175
  235,20190817,  221,   72,  100,    2,  186
  235,20190818,  225,   62,   90,   14,  180
  235,20190819,  236,   68,  100,   12,  174
  235,20190820,  258,   43,   80,   12,  164
  235,20190821,  213,   25,   50,   12,  162
  235,20190822,  217,   41,   70,   11,  170
  235,20190823,  121,    7,   60,   22,  192
  235,20190824,   68,   28,   40,    1,  205
  235,20190825,   53,   24,   30,    2,  214
  235,20190826,   51,   28,   40,   15,  225
  235,20190827,   63,   25,   40,    1,  242
  235,20190828,  235,   29,   70,   10,  206
  235,20190829,  243,   38,   60,    7,  180
  235,20190830,  206,   43,   80,   15,  171
  235,20190831,  225,   20,   60,   13,  200
  235,20190901,  287,   49,   70,   15,  166
  235,20190902,  251,   55,   90,   24,  171
  235,20190903,  247,   61,   90,    1,  175
  235,20190904,  239,   57,   90,    9,  165
  235,20190905,  299,   68,  110,    1,  146
  235,20190906,  244,   67,  100,    9,  153
  235,20190907,  332,   33,   70,   15,  148
  235,20190908,  337,   15,   40,    1,  137
  235,20190909,  226,   21,   50,   11,  138
  235,20190910,  226,   25,   40,    9,  147
  235,20190911,  231,   59,  110,   11,  160
  235,20190912,  237,   56,   80,   13,  178
  235,20190913,  329,   32,   70,    2,  166
  235,20190914,  209,   15,   30,    9,  138
  235,20190915,  269,   46,   80,    6,  167
  235,20190916,  303,   19,   40,   17,  138
  235,20190917,  319,   54,   80,   13,  144
  235,20190918,  340,   32,   50,   10,  139
  235,20190919,   60,   10,   30,   13,  131
  235,20190920,  131,   18,   40,   21,  137
  235,20190921,   99,   43,   60,   12,  160
  235,20190922,  141,   27,   70,   21,  183
  235,20190923,  201,   40,   80,   13,  162
  235,20190924,  162,   56,   80,   15,  154
  235,20190925,  177,   49,   80,   11,  157
  235,20190926,  207,   63,  100,   17,  167
  235,20190927,  221,   78,  110,   14,  161
  235,20190928,  242,   92,  120,   12,  162
  235,20190929,  225,   68,  120,   13,  155
  235,20190930,  278,   49,   90,    1,  147
  235,20191001,  330,   18,   90,    7,  141
  235,20191002,  320,   52,   80,   15,  118
  235,20191003,  288,   20,   60,   12,  120
  235,20191004,   95,   44,   80,    8,  100
  235,20191005,   99,   33,   60,    1,  110
  235,20191006,  100,   77,  100,   11,   99
  235,20191007,  142,   44,   80,    1,   98
  235,20191008,  251,   75,  110,   22,  146
  235,20191009,  242,   58,   90,    1,  128
  235,20191010,  247,   84,  110,   10,  138
  235,20191011,  219,  106,  130,   12,  149
  235,20191012,  232,   36,   70,    2,  125
  235,20191013,  205,   43,  100,   17,  149
  235,20191014,  116,   19,   80,   15,  135
  235,20191015,  206,   53,   80,    9,  146
  235,20191016,  188,   49,   80,   12,  133
  235,20191017,  195,   34,   80,   13,  127
  235,20191018,  202,   79,  130,   14,  124
  235,20191019,  193,   66,   90,   13,  118
  235,20191020,   85,    7,   50,    1,  116
  235,20191021,   82,   19,   90,    7,  121
  235,20191022,  236,   14,   40,   12,  113
  235,20191023,  105,   25,   50,   13,  110
  235,20191024,  210,   53,  110,   19,  142
  235,20191025,  215,   83,  150,   23,  141
  235,20191026,  219,  107,  140,    1,  148
  235,20191027,  286,   67,   80,    5,  109
  235,20191028,  326,   26,   40,    1,   97
  235,20191029,   66,   34,   60,   18,   89
  235,20191030,   91,   43,   60,   19,   71
  235,20191031,  102,   40,   50,    7,   55
  235,20191101,  160,   44,   70,   23,   72
  235,20191102,  199,   92,  140,   21,  124
  235,20191103,  173,   39,   90,    1,   98
  235,20191104,  165,   33,   60,   11,   96
  235,20191105,   81,    2,   50,   20,   98
  235,20191106,    8,   13,   50,    1,   80
  235,20191107,  143,   40,   80,   22,   77
  235,20191108,  175,   48,   70,    1,   63
  235,20191109,  198,   24,   80,   19,   79
  235,20191110,  197,   37,   60,   12,   63
  235,20191111,  199,   56,  100,   14,   62
  235,20191112,  200,   73,  100,   10,   61
  235,20191113,  261,   39,   90,    1,   76
  235,20191114,  113,   47,   70,   24,   58
  235,20191115,   72,   68,  110,    8,   50
  235,20191116,  196,   46,   70,   21,   62
  235,20191117,  152,   17,   60,    4,   55
  235,20191118,  335,   37,   80,   19,   77
  235,20191119,  297,   21,   70,    1,   60
  235,20191120,  130,   26,   60,   23,   26
  235,20191121,  107,   52,   60,    5,   26
  235,20191122,  132,   44,   50,    1,   59
  235,20191123,   90,   60,   70,    4,   58
  235,20191124,  125,   25,   50,    2,   64
  235,20191125,  141,   36,   50,   20,   65
  235,20191126,  170,   54,   60,   11,   94
  235,20191127,  166,   51,   80,   15,   98
  235,20191128,  281,   50,  100,    2,   94
  235,20191129,  332,   42,   60,    4,   68
  235,20191130,  261,    6,   30,    4,   35
  235,20191201,  349,    6,   20,   17,   22
  235,20191202,  312,   43,   50,    8,   81
  235,20191203,  239,   44,   70,   14,   80
  235,20191204,  208,   34,   60,   12,   55
  235,20191205,  215,   67,  130,   21,   64
  235,20191206,  222,   97,  130,    1,   91
  235,20191207,  254,   69,  110,   24,   96
  235,20191208,  231,  115,  150,    4,   93
  235,20191209,  297,   46,  110,    1,   75
  235,20191210,  199,   76,  150,   24,   62
  235,20191211,  221,   41,  130,    1,   66
  235,20191212,  181,   59,  110,   24,   52
  235,20191213,  198,   41,  120,    1,   53
  235,20191214,  255,  101,  130,    9,   69
  235,20191215,  231,   97,  150,    7,   77
  235,20191216,  189,   55,   90,   10,   69
  235,20191217,  213,   22,   90,   14,   82
  235,20191218,  187,   38,   70,    1,   68
  235,20191219,  157,   60,   70,    2,  100
  235,20191220,  184,   73,  120,   15,   97
  235,20191221,  172,   60,   80,   12,   70
  235,20191222,  209,   25,   80,   22,   77
  235,20191223,  259,   68,   80,   12,   84
  235,20191224,  240,   38,   90,   14,   78
  235,20191225,  308,   32,   50,    8,   74
  235,20191226,  132,   31,   60,   20,   57
  235,20191227,   88,   52,   70,    2,   41
  235,20191228,  157,   28,   40,   19,   10
  235,20191229,  191,   45,   70,   24,   26
  235,20191230,  229,   67,   90,   13,   75
  235,20191231,  319,    8,   40,    1,   41
  235,20200101,  179,   35,   60,   22,   20
  235,20200102,  197,   71,  110,   22,   48
  235,20200103,  254,   49,  120,    1,   77
  235,20200104,  289,   59,   90,    2,   73
  235,20200105,  234,   47,   70,   11,   76
  235,20200106,  211,   62,   90,   11,   67
  235,20200107,  214,   76,  140,   23,   77
  235,20200108,  232,   55,  130,    1,   90
  235,20200109,  210,   82,  140,    9,  102
  235,20200110,  288,   30,   80,    1,   65
  235,20200111,  212,  102,  130,   16,   73
  235,20200112,  226,   85,  120,    5,   77
  235,20200113,  187,   72,  120,   21,   73
  235,20200114,  206,  129,  190,   20,  100
  235,20200115,  218,  105,  160,    1,   94
  235,20200116,  177,   61,   90,   24,   79
  235,20200117,  216,   68,  120,   20,   82
  235,20200118,  281,   56,   90,    1,   62
  235,20200119,  343,   37,   60,    2,   61
  235,20200120,  239,   27,   50,   13,   56
  235,20200121,  240,   41,   60,    6,   58
  235,20200122,  294,   18,   40,    3,   73
  235,20200123,  161,   19,   30,   12,   61
  235,20200124,  198,   46,   60,   14,   45
  235,20200125,  184,   54,   60,    1,   37
  235,20200126,  185,   56,   80,   18,   50
  235,20200127,  204,   75,  110,    2,   78
  235,20200128,  257,   95,  130,   13,   58
  235,20200129,  263,   96,  120,    8,   67
  235,20200130,  226,   91,  120,   17,   83
  235,20200131,  227,   89,  120,   19,   88
  235,20200201,  233,   97,  110,    1,   93
  235,20200202,  243,   45,   90,    1,   79
  235,20200203,  254,   75,  100,    1,   84
  235,20200204,  298,   56,  110,    4,   60
  235,20200205,  277,   23,   50,   15,   51
  235,20200206,  263,   27,   50,    2,   61
  235,20200207,  143,   42,   70,   12,   45
  235,20200208,  198,   60,   90,   12,   64
  235,20200209,  209,  162,  220,   12,   87
  235,20200210,  260,  126,  170,    9,   70
  235,20200211,  266,  160,  170,    2,   58
  235,20200212,  265,  120,  160,    1,   58
  235,20200213,  191,   43,  100,   11,   55
  235,20200214,  220,   46,  110,   22,   73
  235,20200215,  201,  132,  200,   22,  105
  235,20200216,  215,  134,  200,    5,   99
  235,20200217,  231,  109,  150,    1,   79
  235,20200218,  242,  104,  120,    4,   72
  235,20200219,  259,   76,  110,   11,   65
  235,20200220,  233,   98,  160,   14,   76
  235,20200221,  239,  103,  130,    1,   74
  235,20200222,  234,  111,  150,    4,   89
  235,20200223,  268,   75,  150,   12,   73
  235,20200224,  223,   72,  130,   15,   70
  235,20200225,  259,   91,  120,    1,   61
  235,20200226,  295,   50,   70,    9,   44
  235,20200227,  266,   27,   80,   20,   37
  235,20200228,  211,   69,  130,   23,   55
  235,20200229,  213,  110,  140,   21,   84
  235,20200301,  216,  101,  140,    1,   66
  235,20200302,  201,   23,   70,    4,   51
  235,20200303,  243,   44,   80,   11,   56
  235,20200304,  253,   27,   70,   12,   58
  235,20200305,   66,   57,   90,   19,   59
  235,20200306,    4,   46,   80,    1,   64
  235,20200307,  223,   58,  110,   22,   71
  235,20200308,  211,  107,  140,    8,   87
  235,20200309,  235,   65,  120,   24,   76
  235,20200310,  230,  102,  150,    2,   93
  235,20200311,  229,   74,  110,   19,   93
  235,20200312,  249,  120,  160,    6,   78
  235,20200313,  280,   54,  130,    1,   65
  235,20200314,  166,   56,   90,   14,   73
  235,20200315,  205,   95,  120,   12,   97
  235,20200316,  257,   26,   40,    1,   72
  235,20200317,  219,   80,  110,   14,   84
  235,20200318,  227,   65,   90,    1,   92
  235,20200319,   40,   38,   60,   20,   75
  235,20200320,   43,   66,   90,   22,   69
  235,20200321,   80,   92,  110,    5,   52
  235,20200322,   99,   78,  100,   10,   45
  235,20200323,  126,   63,   80,    9,   47
  235,20200324,  147,   44,   70,    9,   55
  235,20200325,   92,   31,   60,   22,   57
  235,20200326,   68,   54,   70,   11,   64
  235,20200327,   43,   76,   90,   13,   71
  235,20200328,   18,   77,   90,    9,   70
  235,20200329,   22,   89,  120,    9,   47
  235,20200330,  353,   38,   70,   14,   59
  235,20200331,   63,   29,   60,    1,   39
  235,20200401,  267,   35,   70,   12,   59
  235,20200402,  250,   56,  100,   13,   77
  235,20200403,  277,   26,   60,   14,   56
  235,20200404,  204,   31,   80,   10,   87
  235,20200405,  139,   55,   90,   12,  126
  235,20200406,  214,   46,  100,   13,  115
  235,20200407,   69,   29,   70,   20,  101
  235,20200408,   49,   22,   40,   15,  119
  235,20200409,   53,   34,   70,   20,  100
  235,20200410,   81,   45,   70,    1,   95
  235,20200411,  121,   24,   40,    1,  117
  235,20200412,  291,   14,   70,   22,  120
  235,20200413,   12,   69,   80,    2,   69
  235,20200414,  326,   31,   50,    1,   61
  235,20200415,  256,   27,   50,    7,   74
  235,20200416,   55,   52,   80,   16,  101
  235,20200417,   50,   68,   80,    1,   83
  235,20200418,   47,   66,   80,   17,  103
  235,20200419,   56,   91,  110,    9,  107
  235,20200420,   72,   88,  100,    5,  114
  235,20200421,   73,   89,  120,   13,  126
  235,20200422,   64,   71,   80,    1,  129
  235,20200423,   56,   37,   60,    1,  133
  235,20200424,  359,   39,   50,   13,  102
  235,20200425,  344,   28,   50,   13,   82
  235,20200426,  253,   11,   40,   14,   77
  235,20200427,  259,   24,   70,   12,  102
  235,20200428,   52,   53,   70,   10,   85
  235,20200429,  177,   12,   80,   23,   98
  235,20200430,  210,   69,  110,   10,  109
  235,20200501,  241,   68,   90,    2,  100
  235,20200502,  281,   57,   90,    9,   98
  235,20200503,   13,   19,   60,   22,  109
  235,20200504,   42,   52,   60,    5,  100
  235,20200505,   37,   52,   70,   14,   90
  235,20200506,   45,   30,   50,    1,   96
  235,20200507,  246,    1,   30,   12,  102
  235,20200508,  256,   16,   50,   10,  134
  235,20200509,   43,   35,   50,   12,  154
  235,20200510,   28,   68,  110,   14,  113
  235,20200511,   15,   75,  100,    8,   78
  235,20200512,  278,   50,   80,   12,   88
  235,20200513,    5,   45,   70,   11,   79
  235,20200514,   13,   35,   50,   16,   76
  235,20200515,  282,   31,   60,   13,   90
  235,20200516,  268,   44,   70,    9,  110
  235,20200517,  241,   45,   70,   11,  121
  235,20200518,  246,   44,   80,   12,  130
  235,20200519,  274,   25,   40,    9,  139
  235,20200520,   66,   10,   40,   16,  165
  235,20200521,  137,   20,   50,   13,  192
  235,20200522,  213,   62,  100,   10,  164
  235,20200523,  240,   81,  120,   13,  140
  235,20200524,  273,   74,   90,    2,  132
  235,20200525,  313,   30,   50,    1,  140
  235,20200526,  277,   14,   50,   12,  147
  235,20200527,   27,   46,   90,   22,  139
  235,20200528,   48,   50,   70,    1,  137
  235,20200529,   55,   58,   90,   20,  138
  235,20200530,   54,   59,   80,   15,  163
  235,20200531,   61,   66,  110,   17,  170
  235,20200601,   58,   53,   90,   19,  167
  235,20200602,   29,   31,   60,   14,  185
  235,20200603,  355,   49,   70,   21,  159
  235,20200604,  331,   46,   60,    1,  121
  235,20200605,  261,   49,   90,    8,  104
  235,20200606,  227,   90,  110,    9,  114
  235,20200607,  263,   61,   90,    1,  124
  235,20200608,    2,   35,   60,   15,  129
  235,20200609,   23,   24,   40,   13,  118
  235,20200610,   66,   37,   70,   22,  137
  235,20200611,   55,   62,   80,   13,  154
  235,20200612,   57,   29,   70,   23,  183
  235,20200613,   38,   19,   50,    3,  186
  235,20200614,  310,   18,   50,   14,  166
  235,20200615,  262,   28,   50,   10,  164
  235,20200616,   49,   17,   40,   22,  172
  235,20200617,   42,   43,   70,   21,  174
  235,20200618,  216,   14,   60,   10,  168
  235,20200619,  241,   34,   70,   18,  167
  235,20200620,  244,   33,   60,   13,  162
  235,20200621,  211,   48,   80,   12,  173
  235,20200622,  258,   26,   50,   14,  163
  235,20200623,  229,   14,   60,   10,  182
  235,20200624,   68,   47,   70,   19,  220
  235,20200625,   86,   43,   70,   19,  234
  235,20200626,  138,   39,   60,   10,  247
  235,20200627,  211,   61,  120,   20,  187
  235,20200628,  224,  111,  120,    7,  167
  235,20200629,  231,  101,  110,   11,  159
  235,20200630,  246,   78,  100,    1,  155
  235,20200701,  236,   61,   90,   11,  171
  235,20200702,  253,   46,   80,   12,  164
  235,20200703,  228,   74,  120,   15,  163
  235,20200704,  225,  101,  120,    8,  165
  235,20200705,  239,   95,  130,    5,  175
  235,20200706,  281,   79,  120,    2,  145
  235,20200707,  250,   40,   70,    8,  143
  235,20200708,   72,   34,   50,   18,  144
  235,20200709,   46,    5,   90,   24,  152
  235,20200710,  347,   36,   70,    1,  141
  235,20200711,  290,   30,   60,   13,  147
  235,20200712,  291,   18,   40,   12,  149
  235,20200713,  229,   33,   60,   14,  168
  235,20200714,  289,   31,   50,   13,  158
  235,20200715,  279,   29,   50,   14,  158
  235,20200716,  311,   27,   50,   11,  164
  235,20200717,  248,   25,   50,   13,  177
  235,20200718,  220,   31,   70,   10,  182
  235,20200719,  289,   20,   70,   11,  164
  235,20200720,  310,   35,   50,    9,  158
  235,20200721,  298,   40,   60,   11,  158
  235,20200722,  302,   14,   40,   11,  153
  235,20200723,  215,   56,   90,   14,  179
  235,20200724,  264,   36,   60,   12,  175
  235,20200725,  217,   68,   90,   13,  180
  235,20200726,  238,   64,   90,   13,  178
  235,20200727,  195,   59,  100,   22,  180
  235,20200728,  266,   82,  100,   12,  168
  235,20200729,  271,   56,   80,    1,  152
  235,20200730,  183,   11,   60,   11,  176
  235,20200731,  111,   43,   70,   11,  233
  235,20200801,  244,   35,   60,    7,  193
  235,20200802,  268,   34,   70,   11,  171
  235,20200803,  317,   10,   50,   16,  160
  235,20200804,  230,   23,   50,   15,  171
  235,20200805,  216,   63,  100,    9,  200
  235,20200806,  230,   10,   60,   10,  205
  235,20200807,   69,   28,   40,    1,  247
  235,20200808,   41,   21,   40,   20,  241
  235,20200809,   40,   54,   80,   19,  231
  235,20200810,   54,   43,   60,    1,  241
  235,20200811,   80,   39,   60,    8,  263
  235,20200812,   55,   29,   50,   10,  260
  235,20200813,   59,   33,   50,   10,  253
  235,20200814,   57,   23,   70,    4,  228
